Gene	Product	KlPnEcl8 NPEQ	KlPnRH201207 NPEQ	CiRoICC168 NPEQ	SaTySL1344 NPEQ	SaTySL3261 NPEQ	SaTyD23580 NPEQ	SaTyA130 NPEQ	SaEnP125109 NPEQ	SaTyTy2 NPEQ	EsCoEC958 NPEQ	EsCoST131 NPEQ	EsCoBW25113 NPEQ	EsCoMG1655 NPEQ	KlPnEcl8 locus tag	KlPnRH201207 locus tag	CiRoICC168 locus tag	SaTySL1344 locus tag	SaTySL3261 locus tag	SaTyD23580 locus tag	SaTyA130 locus tag	SaEnP125109 locus tag	SaTyTy2 locus tag	EsCoEC958 locus tag	EsCoST131 locus tag	EsCoBW25113 locus tag	EsCoMG1655 locus tag
	ISCro1 transposase A	X	X	3.37564443681773	X	X	X	X	X	X	X	X	X	X	X	X	ROD_09011	X	X	X	X	X	X	X	X	X	X
	ISCro1 transposase A	X	X	3.09522751571413	X	X	X	X	X	X	X	X	X	X	X	X	ROD_30181	X	X	X	X	X	X	X	X	X	X
	ISCro1 transposase A	X	X	2.94239030802049	X	X	X	X	X	X	X	X	X	X	X	X	ROD_13931	X	X	X	X	X	X	X	X	X	X
	ISCro1 transposase A	X	X	3.33086859257232	X	X	X	X	X	X	X	X	X	X	X	X	ROD_06841	X	X	X	X	X	X	X	X	X	X
	ISCro1 transposase A	X	X	3.08163405426459	X	X	X	X	X	X	X	X	X	X	X	X	ROD_36231	X	X	X	X	X	X	X	X	X	X
	ISCro1 transposase A	X	X	3.02182283937715	X	X	X	X	X	X	X	X	X	X	X	X	ROD_45821	X	X	X	X	X	X	X	X	X	X
	ISCro1 transposase A	X	X	3.31446145094204	X	X	X	X	X	X	X	X	X	X	X	X	ROD_10371	X	X	X	X	X	X	X	X	X	X
	ISCro1 transposase A	X	X	3.01923665696002	X	X	X	X	X	X	X	X	X	X	X	X	ROD_34341	X	X	X	X	X	X	X	X	X	X
	ISCro1 transposase A	X	X	3.12403569279638	X	X	X	X	X	X	X	X	X	X	X	X	ROD_47751	X	X	X	X	X	X	X	X	X	X
	ISCro1 transposase A	X	X	2.75992436162503	X	X	X	X	X	X	X	X	X	X	X	X	ROD_40691	X	X	X	X	X	X	X	X	X	X
	ISCro1 transposase A	X	X	2.99444410437438	X	X	X	X	X	X	X	X	X	X	X	X	ROD_35301	X	X	X	X	X	X	X	X	X	X
	ISCro1 transposase A	X	X	3.22263707877264	X	X	X	X	X	X	X	X	X	X	X	X	ROD_26451	X	X	X	X	X	X	X	X	X	X
	ISCro1 transposase A	X	X	3.40559063271099	X	X	X	X	X	X	X	X	X	X	X	X	ROD_06451	X	X	X	X	X	X	X	X	X	X
	ISCro1 transposase A	X	X	2.95562551631806	X	X	X	X	X	X	X	X	X	X	X	X	ROD_38831	X	X	X	X	X	X	X	X	X	X
	ISCro1 transposase A	X	X	3.17690266860655	X	X	X	X	X	X	X	X	X	X	X	X	ROD_31881	X	X	X	X	X	X	X	X	X	X
	ISCro1 transposase A	X	X	3.31013682444249	X	X	X	X	X	X	X	X	X	X	X	X	ROD_28301	X	X	X	X	X	X	X	X	X	X
	ISCro1 transposase A	X	X	3.35343384490793	X	X	X	X	X	X	X	X	X	X	X	X	ROD_23631	X	X	X	X	X	X	X	X	X	X
	ISCro1 transposase A	X	X	3.1714463117582	X	X	X	X	X	X	X	X	X	X	X	X	ROD_26441	X	X	X	X	X	X	X	X	X	X
	ISCro1 transposase A	X	X	3.14262433203572	X	X	X	X	X	X	X	X	X	X	X	X	ROD_12881	X	X	X	X	X	X	X	X	X	X
hyi	hydroxypyruvate isomerase	X	X	X	3.10425129466569	2.10005226487212	2.49815145104752	3.58823003667087	3.13609373545143	3.48574850253626	2.7406575862039	3.42198819994519	2.62243180645861	4.5	X	X	X	SL1344_0511	SL3261_0511	STMMW_05881	STM_MW05881	SEN0499	t2342	EC958_0647	NCTC13441_03468	BW25113_0508	b0508
waaR	lipopolysaccharide 1,2-glucosyltransferase; UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase	X	X	3.0926226988983	1.39619350828446	2.49469970594809	2.4269802696224	2.90284516786398	2.44346463104639	3.34115074458965	2.0201029663781	2.88019629465803	2.7528320859465	4.5	X	X	ROD_41911	SL1344_3683	SL3261_3683	STMMW_37061	STM_MW37061	SEN3539	t3802	EC958_4033	NCTC13441_00058	BW25113_3626	b3626
gspF	general secretory pathway component, cryptic	X	X	2.37436613390522	X	X	X	X	X	X	2.99405136659075	3.06523072148888	2.60268279038693	4.5	X	X	ROD_44951	X	X	X	X	X	X	EC958_3720	NCTC13441_00368	BW25113_3327	b3327
waaO	UDP-D-galactose:(glucosyl)lipopolysaccharide-alpha-1,3-D-galactosyltransferase	X	X	2.54295622597639	1.22374599363156	2.95132994547013	2.94258918284708	3.11909546359232	2.65478864542562	3.4555544783496	1.5450974011235	2.69466835260421	3.0566582972501	4.5	X	X	ROD_41901	SL1344_3684	SL3261_3684	STMMW_37071	STM_MW37071	SEN3540	t3801	EC958_4034	NCTC13441_00057	BW25113_3627	b3627
fixA	anaerobic carnitine reduction putative electron transfer flavoprotein subunit	X	X	2.58993498104206	2.32179675244781	2.44364160074	2.34261694198557	2.95294015539157	2.05783188567633	2.55049192724668	2.49635010275109	2.58823298283873	2.93947309211661	4.5	X	X	ROD_00441	SL1344_0076	SL3261_0076	STMMW_00771	STM_MW00771	SEN0076	t0076	EC958_0175	NCTC13441_03949	BW25113_0041	b0041
waaP	kinase that phosphorylates core heptose of lipopolysaccharide	X	X	2.64872274864967	2.13558111278382	2.69391058388231	2.73444591876145	2.70452265551166	2.61597872693784	3.09637597196395	2.42978199423718	2.24195037152281	3.40060118043868	4.5	X	X	ROD_41871	SL1344_3687	SL3261_3687	STMMW_37101	STM_MW37101	SEN3543	t3797	EC958_4037	NCTC13441_00054	BW25113_3630	b3630
dmsB	dimethyl sulfoxide reductase, anaerobic, subunit B	X	X	1.96784094551196	2.61465742785207	2.41510016354199	2.32231995294271	1.9661755622527	1.6145593056452	1.70538449985081	2.02470873435074	1.52925930641914	2.39985758860731	4.5	X	X	ROD_09591	SL1344_0903	SL3261_0903	STMMW_09771	STM_MW09771	SEN0870	t1969	EC958_1053	NCTC13441_03044	BW25113_0895	b0895
dmsB1	putative anaerobic dimethyl sulfoxide reductase	X	X	X	2.72532060734673	2.67502833453448	2.40537352816561	1.9661755622527	1.39233704860354	1.27432968615385	X	X	X	X	X	X	X	SL1344_1427	SL3261_1427	STMMW_14971	STM_MW14971	SEN1553	t1418	X	X	X	X
	LysR-family transcriptional regulator	X	X	2.56258481723534	X	X	X	X	X	X	X	X	X	X	X	X	ROD_18411	X	X	X	X	X	X	X	X	X	X
nrfC	formate-dependent nitrite reductase, 4Fe4S subunit	X	X	2.13785520195801	2.59859346313851	2.53460000921678	2.47349243914069	2.3500053978842	1.91098560477362	1.28426914830254	2.11209432372799	2.07493875611078	2.34428872392498	4.5	X	X	ROD_34601	SL1344_4215	SL3261_4215	STMMW_42301	STM_MW42301	SEN4049	t4185	EC958_4545	NCTC13441_04398	BW25113_4072	b4072
ybcF	putative carbonate kinase	X	X	2.47734281366464	1.89101962758886	2.00868052671295	2.09330780307101	1.97454220772113	1.62652708761569	1.48765520298155	2.40767569455019	2.1159806856952	1.35101147531658	4.5	X	X	ROD_50691	SL1344_0525	SL3261_0525	STMMW_06001	STM_MW06001	SEN0513	t2329	EC958_0659	NCTC13441_03455	BW25113_0521	b0521
hyaC	hydrogenase 1, b-type cytochrome subunit	X	X	X	2.53486847238172	2.25666190758624	2.44269612488159	1.75885695391359	1.7993345538394	1.17694172776827	2.83701360984936	2.04450570740041	1.6846183188008	4.5	X	X	X	SL1344_1716	SL3261_1716	STMMW_17801	STM_MW17801	SEN1249	t1088	EC958_1179	NCTC13441_02922	BW25113_0974	b0974
adiY	adi system transcriptional activator	X	X	X	2.77071084582785	2.95404438271009	3.03677622911868	3.62630113263848	3.11413815126506	3.44901099474283	3.05351159466781	3.01706768042715	3.78421654254755	4.5	X	X	X	SL1344_4232	SL3261_4232	STMMW_42461	STM_MW42461	SEN4066	t4202	EC958_4596	NCTC13441_04348	BW25113_4116	b4116
dosP	oxygen sensor, c-di-GMP phosphodiesterase, heme-regulated; cold-and stationary phase-induced bioflim regulator	X	X	2.27681777755228	X	X	X	X	X	X	2.38473583913644	2.16822771587933	1.84764324816195	4.5	X	X	ROD_15471	X	X	X	X	X	X	EC958_1752	NCTC13441_02346	BW25113_1489	b1489
sgcX	putative endoglucanase with Zn-dependent exopeptidase domain	X	X	1.63068447360471	2.5907186492075	2.37377426152028	2.24273315773147	2.13936528015437	1.91708726853309	1.72854891788944	2.42107631900346	2.56366187354552	2.61486769583115	4.5	X	X	ROD_28021	SL1344_1542	SL3261_1542	STMMW_16071	STM_MW16071	SEN1444	t1521	EC958_0030	NCTC13441_04095	BW25113_4305	b4305
ydhY	putative 4Fe-4S ferridoxin-type protein; FNR, Nar, NarP-regulated protein; putative subunit of YdhYVWXUT oxidoreductase complex	X	X	3.07790230589143	X	X	X	X	X	X	2.18910332508766	3.32584843932009	3.57916357572084	4.5	X	X	ROD_13801	X	X	X	X	X	X	EC958_1894	NCTC13441_02207	BW25113_1674	b1674
yfhR	putative S9 family prolyl oligopeptidase	X	X	X	2.74556526268492	2.67791020441534	2.68151767996458	3.40173276176628	2.68391033371427	2.83535005154951	2.50279094606446	2.26838602962678	2.18599643295398	4.5	X	X	X	SL1344_2509	SL3261_2509	STMMW_25641	STM_MW25641	SEN2527	t0309	EC958_2845	NCTC13441_01201	BW25113_2534	b2534
ompT	DLP12 prophage; outer membrane protease VII; outer membrane protein 3b	X	X	3.44853779675085	2.89982408138931	3.01049011853666	3.26624978036737	4.0322414131906	3.31233834106231	3.76219233050153	3.20804886925492	3.67195959076671	3.6445669797155	4.5	X	X	ROD_20151	SL1344_2363	SL3261_2363	STMMW_24161	STM_MW24161	SEN2381	t0463	EC958_0673	NCTC13441_03441	BW25113_0565	b0565
pepE	peptidase E, alpha-aspartyl dipeptidase	X	X	2.64832561724999	2.1241138427321	2.20274599820407	1.91300741585964	1.99485327096542	1.87907184806621	2.88621149485154	2.11866124074747	2.20460571236904	2.54070399425709	4.5	X	X	ROD_37351	SL1344_4125	SL3261_4125	STMMW_41391	STM_MW41391	SEN3973	t4117	EC958_4469	NCTC13441_04473	BW25113_4021	b4021
lafU	putative motility protein MbhA	X	X	1.54368877207348	X	X	X	X	X	X	1.84806925065854	1.67892753641221	2.01007783225264	4.5	X	X	ROD_03291	X	X	X	X	X	X	EC958_0410	NCTC13441_03706	BW25113_0230	b0230
yehW	putative ABC transporter permease	X	X	2.00682358855267	2.20184241037472	2.33090934636901	2.10239330481629	1.86647992748941	1.44074517727087	1.40310170728087	1.79561828728018	1.62842159087087	1.33279562263574	4.5	X	X	ROD_22411	SL1344_2140	SL3261_2140	STMMW_21941	STM_MW21941	SEN2156	t0693	EC958_2464	NCTC13441_01580	BW25113_2128	b2128
prpE	propionate--CoA ligase	X	X	1.92339933986587	2.2215624352462	2.08566319292172	1.9300060524191	1.7624076079331	1.32922001747576	1.65979232994278	2.00192295050106	1.63499508151293	1.41474794599722	4.5	X	X	ROD_03971	SL1344_0366	SL3261_0366	STMMW_04411	STM_MW04411	SEN0354	t2493	EC958_0483	NCTC13441_03629	BW25113_0335	b0335
citB	response regulator in two-component regulatory system with CitA	X	X	2.71807668149274	2.72199144035821	2.52613761523223	2.42939038286713	3.05340599455773	2.50106577621099	2.79597921694161	2.97031393861838	2.98942199946387	2.67051872779945	4.5	X	X	ROD_06351	SL1344_0614	SL3261_0614	STMMW_06911	STM_MW06911	SEN0595	t2241	EC958_0739	NCTC13441_03374	BW25113_0620	b0620
napC	quinol dehydrogenase, electron source for NapAB	X	X	2.65785803746489	1.91478472390073	2.2238308575273	2.25898959260906	2.2311581125468	1.64475288752685	2.03757417416095	2.09935023245893	1.11173583351714	2.23343965500927	4.5	X	X	ROD_23331	SL1344_2225	SL3261_2225	STMMW_22801	STM_MW22801	SEN2238	t0609	EC958_2538	NCTC13441_01507	BW25113_2202	b2202
aegA	putative oxidoreductase, FeS binding subunit/NAD/FAD-binding subunit	X	X	2.17834343119461	2.47195382865273	2.4104482449655	2.24593342996835	2.43446672477093	1.79438742424117	1.98858222347136	2.34003909056947	2.38295214170505	1.59777678601244	4.5	X	X	ROD_24161	SL1344_2442	SL3261_2442	STMMW_24981	STM_MW24981	SEN2458	t0380	EC958_2784	NCTC13441_01262	BW25113_2468	b2468
yjbF	extracellular polysaccharide production lipoprotein	X	X	2.50885224019517	2.21811436998442	2.1289654633532	2.02054212913213	2.0057151622103	2.03525146391543	2.68420313447992	2.64228313995231	2.73808992596345	2.40022848407124	4.5	X	X	ROD_37231	SL1344_4159	SL3261_4159	STMMW_41721	STM_MW41721	SEN3989	t4129	EC958_4482	NCTC13441_04458	BW25113_4027	b4027
yafL	putative lipoprotein and C40 family peptidase	X	X	1.97967151912307	X	X	X	X	X	X	2.33804908845629	2.37655222344058	1.58071305962446	4.5	X	X	ROD_02261	X	X	X	X	X	X	EC958_0365	NCTC13441_03753	BW25113_0227	b0227
grxB	glutaredoxin 2 (Grx2)	X	X	1.77907699704236	1.95465147049358	2.11364012082678	2.19507439035197	1.90994550266662	1.59789314159062	1.97642249131545	2.103468969639	1.92398305434354	2.00704460989245	4.5	X	X	ROD_11241	SL1344_1102	SL3261_1102	STMMW_11731	STM_MW11731	SEN1883	t1755	EC958_1259	NCTC13441_02848	BW25113_1064	b1064
fsaB	fructose-6-phosphate aldolase 2	X	X	2.32787989472344	2.54685990248544	2.3818152276798	2.47628393052448	2.24429328883173	1.92969889224702	1.59205489579659	2.42598794509026	2.38681944371182	2.31478316077043	4.5	X	X	ROD_37981	SL1344_4059	SL3261_4059	STMMW_40751	STM_MW40751	SEN3903	t3508	EC958_4433	NCTC13441_04552	BW25113_3946	b3946
narP	response regulator in two-component regulatory system with NarQ	X	X	2.06787971223205	1.93694043746043	1.79817159681615	1.46371284603078	1.53705545509584	1.73939576322392	2.03508180069853	1.9479998850993	2.13368269899227	1.89297008565396	4.5	X	X	ROD_23241	SL1344_2222	SL3261_2222	STMMW_22771	STM_MW22771	SEN2229	t0618	EC958_2529	NCTC13441_01516	BW25113_2193	b2193
aslB	putative AslA-specific sulfatase-maturating enzyme	X	X	1.89627492786187	2.7453626205804	2.63181929117069	2.45629398502942	2.60336639413568	2.27343881653824	2.19197177512903	1.68293728286313	1.75022899290823	1.7236393703702	4.5	X	X	ROD_40521	SL1344_3920	SL3261_3920	STMMW_39371	STM_MW39371	SEN3761	t3331	EC958_4259	NCTC13441_04722	BW25113_3800	b3800
	possible sulfatase regulatory protein	X	X	X	2.26948082466037	2.27230432284911	2.2338479350886	2.4610881513219	1.88357489085853	2.10750393176327	X	X	X	X	X	X	X	SL1344_0037	SL3261_0037	STMMW_00371	STM_MW00371	SEN0036	t0038	X	X	X	X
yahN	amino acid exporter for proline, lysine, glutamate, homoserine	X	X	X	2.60900436810912	2.12514053443045	2.53781186390511	2.74175216846258	2.14614586708564	2.7168692936661	3.08584410709326	3.25166382355661	3.17578599066461	4.5	X	X	X	SL1344_0360	SL3261_0360	STMMW_04351	STM_MW04351	SEN0348	t2499	EC958_0477	NCTC13441_03635	BW25113_0328	b0328
yjfK	DUF2491 family protein	X	X	X	2.09912084461762	2.14454923915426	2.16748937542193	2.79204306675347	2.19740478558837	2.48005619268181	2.85576760383878	3.24601604262881	2.83760668178515	4.5	X	X	X	SL1344_4306	SL3261_4306	STMMW_43171	STM_MW43171	SEN4139	t4424	EC958_4670	NCTC13441_04270	BW25113_4183	b4183
gatR	hypothetical protein	X	X	2.06256746980467	2.3853154965954	2.56883139993698	1.86793984292112	2.40144686928462	2.2527580202	2.13457633982318	2.33061723195828	3.14703553192295	3.7828119074421	4.5	X	X	ROD_46881	SL1344_3235	SL3261_3235	STMMW_32621	STM_MW32621	SEN3097	t3182	EC958_2424	NCTC13441_01625	BW25113_4498	b4498
ycgR	flagellar velocity braking protein, c-di-GMP-regulated	X	X	2.17695202110122	2.34710217708326	2.03968575360947	1.95910882120347	1.78888471991154	2.32104242191152	2.02890277457556	2.36062734047623	2.11446361462565	1.68642657034803	4.5	X	X	ROD_18241	SL1344_1726	SL3261_1726	STMMW_17901	STM_MW17901	SEN1239	t1079	EC958_1433	NCTC13441_02685	BW25113_1194	b1194
yeeP	putative GTP-binding protein	X	X	2.57165287961506	X	X	X	X	X	X	2.81287612495404	3.00996670471117	1.40888729292868	4.5	X	X	ROD_49751	X	X	X	X	X	X	EC958_5137	NCTC13441_04132	BW25113_1999	b1999
hyaB	hydrogenase 1, large subunit	X	X	X	2.33269206255667	2.31508509534815	1.9117149299205	2.20093193817412	1.74124576540624	1.16430485076784	2.33378479200405	2.1505569498449	1.61137287853547	4.5	X	X	X	SL1344_1715	SL3261_1715	STMMW_17791	STM_MW17791	SEN1250	t1089	EC958_1178	NCTC13441_02923	BW25113_0973	b0973
nrfB	nitrite reductase, formate-dependent, penta-heme cytochrome c	X	X	2.38454224855135	2.89824219137833	2.86628720198964	2.68099286022516	3.17561899720768	2.31238966845315	2.42389318042996	2.60037095737428	2.37357777535163	2.10877103243063	4.5	X	X	ROD_34591	SL1344_4214	SL3261_4214	STMMW_42291	STM_MW42291	SEN4048	t4184	EC958_4544	NCTC13441_04399	BW25113_4071	b4071
ydhU	putative cytochrome b subunit of YdhYVWXUT oxidoreductase complex	X	X	1.79920906241312	1.7008584931099	2.29218874620911	1.80146451653903	1.23933613393458	1.53330351174629	2.13229403322419	2.28229009554079	1.40978134928464	2.10850354389612	4.5	X	X	ROD_13841	SL1344_2039	SL3261_2039	STMMW_20931	STM_MW20931	SEN2061	t0811	EC958_1890	NCTC13441_02211	BW25113_1670	b1670
ygjQ	DUF218 superfamily protein	X	X	X	2.09627399049288	2.37840113959579	1.98023209026644	1.85232807726168	1.77943807276419	1.67582801550896	2.39958388777319	2.08765006952348	1.36802585170351	4.5	X	X	X	SL1344_3195	SL3261_3195	STMMW_32231	STM_MW32231	SEN3064	t3142	EC958_3492	NCTC13441_00604	BW25113_3086	b3086
yrbL	Mg(2+)-starvation-stimulated protein	X	X	2.31668095215693	2.18696885742658	2.43274856078366	2.38031442867517	2.33430998653267	2.06939655737413	2.7188980150019	2.36450566423929	1.94964255431286	2.13938794744977	4.5	X	X	ROD_46131	SL1344_3297	SL3261_3297	STMMW_33241	STM_MW33241	SEN3158	t3242	EC958_3607	NCTC13441_00485	BW25113_3207	b3207
caiE	stimulator of CaiD and CaiB enzyme activities	X	X	X	2.60675771171372	2.53645474654722	2.41307834421616	2.29279666040994	1.92576783540012	1.77038027266697	2.36094040183722	2.56632091387503	2.68823354439941	4.5	X	X	X	SL1344_0070	SL3261_0070	STMMW_00711	STM_MW00711	SEN0069	t0070	EC958_0169	NCTC13441_03955	BW25113_0035	b0035
gcl	glyoxylate carboligase	X	X	X	2.06925732266103	2.22507692930465	1.75906402688388	1.80047181089742	1.64915697598804	2.18830447315329	2.40155838725618	2.51481552894764	2.02172032553482	4.5	X	X	X	SL1344_0510	SL3261_0510	STMMW_05871	STM_MW05871	SEN0498	t2343	EC958_0646	NCTC13441_03469	BW25113_0507	b0507
hyaD	hydrogenase 1 maturation protease	X	X	X	2.51824424158525	2.2076407058343	2.35717031327539	2.57033002338866	1.41452251180552	1.69439657713285	2.37224412020297	1.87832223119749	1.02335456002181	4.5	X	X	X	SL1344_1717	SL3261_1717	STMMW_17811	STM_MW17811	SEN1248	t1087	EC958_1180	NCTC13441_02921	BW25113_0975	b0975
yedW	response regulator family protein	X	X	2.02378256566459	2.01310164195343	2.63197654514836	2.3847809775824	2.24292266088029	1.94874726467322	2.59844987838171	2.07321994792294	3.26748279582674	3.14096621909678	4.5	X	X	ROD_50441	SL1344_1035	SL3261_1035	STMMW_11061	STM_MW11061	SEN0960	t1823	EC958_2233	NCTC13441_01857	BW25113_1969	b1969
yqiJ	DUF1449 family inner membrane protein	X	X	2.89747203908402	2.31294707094875	2.62498077232115	2.24306110675823	2.20248940971449	2.07755375839412	2.0393332064476	3.2619573351875	3.72282436278703	3.51689093210224	4.5	X	X	ROD_35931	SL1344_3171	SL3261_3171	STMMW_31591	STM_MW31591	SEN3040	t3118	EC958_3454	NCTC13441_00643	BW25113_3050	b3050
yjfM	DUF1190 family protein	X	X	X	2.46518909768946	2.28149482951553	2.36588444328484	2.51292999152307	2.31380352198522	2.43558678116076	2.86862089143928	2.92349837214956	3.3484035894984	4.5	X	X	X	SL1344_4308	SL3261_4308	STMMW_43191	STM_MW43191	SEN4141	t4426	EC958_4672	NCTC13441_04268	BW25113_4185	b4185
yebB	DUF830 family protein	X	X	X	2.72878048500883	2.7900926735369	2.802245107361	3.42799935057204	2.83475638182721	3.60964983404989	1.04783235755184	3.03343894116266	3.25780819342693	4.5	X	X	X	SL1344_1832	SL3261_1832	STMMW_18801	STM_MW18801	SEN1106	t0980	EC958_2085	NCTC13441_02019	BW25113_1862	b1862
ttdB	L-tartrate dehydratase, beta subunit	X	X	1.6249238464674	3.3861579700811	3.16944300553447	3.20014979055375	4.06103622947563	3.34954863112926	4.12955709473187	1.85218556015804	1.85264893107494	1.80194331011005	4.5	X	X	ROD_36071	SL1344_3326	SL3261_3326	STMMW_33521	STM_MW33521	SEN3187	t3269	EC958_3468	NCTC13441_00630	BW25113_3062	b3062
rclC	reactive chlorine species (RCS) stress resistance inner membrane protein	X	X	X	2.7716115984463	2.73184177695227	2.62141229379229	3.34636989095246	2.94527484234147	3.56824081368401	2.93668004285831	3.33358017728196	3.02046633302904	4.5	X	X	X	SL1344_0554	SL3261_0554	STMMW_06311	STM_MW06311	SEN0542	t2296	EC958_0451	NCTC13441_03663	BW25113_0301	b0301
xdhA	xanthine dehydrogenase, molybdenum binding subunit	X	X	2.01276184618134	X	X	X	X	X	X	2.42623147127773	2.31727479378366	2.25064685652701	4.5	X	X	ROD_33881	X	X	X	X	X	X	EC958_3147	NCTC13441_00889	BW25113_2866	b2866
nanM	N-acetylneuraminic acid mutarotase	X	X	X	2.24101757049633	1.69828162528508	1.70258286165256	3.58269274571688	2.92508204110099	3.25333300001891	3.05621218711045	3.45986888707027	3.59481000442671	4.5	X	X	X	SL1344_1068	SL3261_1068	STMMW_11391	STM_MW11391	SEN0991	t1790	EC958_0038	NCTC13441_04086	BW25113_4310	b4310
insO	transposase ORF B, IS911	X	X	2.67074110277335	X	X	X	X	X	X	2.69574691540176	2.86645317979266	3.20297037406499	4.5	X	X	ROD_03411	X	X	X	X	X	X	EC958_5071	NCTC13441_00579	BW25113_4623	b4623
insN	IS3 family transposase B (fragment)	X	X	2.62998276006195	X	X	X	X	X	X	2.75502141517989	2.80029663569412	2.59454155093153	4.5	X	X	ROD_47831	X	X	X	X	X	X	EC958_5147	NCTC13441_04090	BW25113_4587	b4587
hybD	maturation protease for hydrogenase 2	X	X	2.17931483578601	1.55759400609573	2.16601177387164	1.96943456411014	1.10277977509427	1.57001708738571	1.23999929643654	2.09922245533536	1.82830820268696	1.96697013311377	4.5	X	X	ROD_35411	SL1344_3120	SL3261_3120	STMMW_31061	STM_MW31061	SEN2989	t3067	EC958_3387	NCTC13441_00711	BW25113_2993	b2993
hybC	hydrogenase 2, large subunit	X	X	2.33070431413065	2.02769064048435	2.23608703024541	1.94150746900521	1.8536630934193	1.71559287894976	1.7153739447096	2.3331075612089	2.32546667281254	2.25453930369593	4.5	X	X	ROD_35421	SL1344_3121	SL3261_3121	STMMW_31071	STM_MW31071	SEN2990	t3068	EC958_3388	NCTC13441_00710	BW25113_2994	b2994
yaiV	putative transcriptional regulator	X	X	3.38476498676561	3.38624665935587	2.91171745617555	3.05401973135936	3.78178866560365	3.32132287916916	3.80273704839413	1.67671248514614	2.51556918096096	3.09111896547111	4.5	X	X	ROD_04161	SL1344_0369	SL3261_0369	STMMW_04441	STM_MW04441	SEN0357	t2490	EC958_0510	NCTC13441_03604	BW25113_0375	b0375
yeeS	CP4-44 prophage; putative DNA repair protein	X	X	2.21045498917659	X	X	X	X	X	X	2.71601713837409	2.21373013560804	2.52692197365349	4.5	X	X	ROD_49701	X	X	X	X	X	X	EC958_3320	NCTC13441_04972	BW25113_2002	b2002
	putative phage tail fibre protein	X	X	2.96281919407828	X	X	X	X	X	X	X	X	X	X	X	X	ROD_02421	X	X	X	X	X	X	X	X	X	X
napF	ferredoxin-type protein, role in electron transfer to periplasmic nitrate reductase NapA	X	X	2.40220716681218	2.1179686301615	2.21711937964175	2.05508110282754	1.25804256543125	1.64361250763319	2.3249071741079	2.26957956914156	2.41027784671949	2.59236647155846	4.5	X	X	ROD_23391	SL1344_2231	SL3261_2231	STMMW_22861	STM_MW22861	SEN2244	t0604	EC958_2544	NCTC13441_01501	BW25113_2208	b2208
nrfG	heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfG	X	X	1.3223054582004	2.12743388671774	2.44701689945257	2.22729687193246	2.09079106423902	1.94989522833376	2.04413284064121	1.98717193854698	1.97477853604061	2.05716698141294	4.5	X	X	ROD_34641	SL1344_4218	SL3261_4218	STMMW_42331	STM_MW42331	SEN4053	t4189	EC958_4549	NCTC13441_04394	BW25113_4076	b4076
hybE	hydrogenase 2-specific chaperone	X	X	X	1.89354485211957	1.86090405880529	1.82591791442936	1.56567200131062	1.62813367861685	1.50842190038154	2.27739079665345	2.13760478599861	1.78459463544656	4.5	X	X	X	SL1344_3119	SL3261_3119	STMMW_31051	STM_MW31051	SEN2988	t3066	EC958_3386	NCTC13441_00712	BW25113_2992	b2992
