Gene	Product	EnClNCTC9394.II	KlPnEcl8.II	KlPnRH201207.II	CiRoICC168.II	SaTySL1344.II	SaTySL3261.II	SaTyD23580.II	SaTyA130.II	SaEnP125109.II	SaTyTy2.II	EsCoEC958.II	EsCoST131.II	EsCoBW25113.II	EsCoMG1655.II	EnClNCTC9394.locus.tag	KlPnEcl8.locus.tag	KlPnRH201207.locus.tag	CiRoICC168.locus.tag	SaTySL1344.locus.tag	SaTySL3261.locus.tag	SaTyD23580.locus.tag	SaTyA130.locus.tag	SaEnP125109.locus.tag	SaTyTy2.locus.tag	EsCoEC958.locus.tag	EsCoST131.locus.tag	EsCoBW25113.locus.tag	EsCoMG1655.locus.tag	ENC_no	BN373_no	ERS227112_no	ROD_no	SL1344_no	SL3261_no	STMMW_no	STM_no	SEN_no	t_no	EC958_no	NCTC13441_no	BW25113_no	b_no	ENC_in	BN373_in	ERS227112_in	ROD_in	SL1344_in	SL3261_in	STMMW_in	STM_in	SEN_no.1	t_in	EC958_in	NCTC13441_in	BW25113_in	b_in	path_id	path_name
coaA	pantothenate kinase	-2.33138833420234	-4.5	-1.86519645883717	-0.516563966267032	-1.54421422134782	-2.67347562534646	-1.14643786103299	-4.5	-0.368683675653584	-1.03818980237627	-1.25812245012702	-4.5	-0.176350993351955	-4.5	ENC_01470	BN373_49721	ERS227112_01822	ROD_37751	SL1344_4083	SL3261_4083	STMMW_40981	STM_MW40981	SEN3928	t3487	EC958_5090	NCTC13441_04521	BW25113_3974	b3974	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00120	Coenzyme A biosynthesis, pantothenate => CoA
secE	protein translocase subunit secE/sec61 gamma	-1.42581624195301	-4.5	-4.5	-0.997393742871381	-4.5	-4.5	-1.04422707671591	-4.5	-0.558578898708532	-4.5	-4.5	-1.28807787934529	-4.5	-4.5	ENC_01450	BN373_49741	ERS227112_01828	ROD_37711	SL1344_4086	SL3261_4086	STMMW_41001	STM_MW41001	SEN3931	t3480	EC958_5092	NCTC13441_04515	BW25113_3981	b3981	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00335	Sec (secretion) system
rplK	LSU ribosomal protein L11P	-4.5	-4.5	-4.5	-1.10818285186426	-1.15485388537509	-4.5	-1.73659741625584	-4.5	-0.66835209257192	-1.33801636342084	-1.82617241518646	-4.5	-4.5	4.5	ENC_01430	BN373_49761	ERS227112_01830	ROD_37691	SL1344_4088	SL3261_4088	STMMW_41021	STM_MW41021	SEN3933	t3478	EC958_5094	NCTC13441_04513	BW25113_3983	b3983	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rplA	LSU ribosomal protein L1P	-2.02953753452137	-0.672190430648732	-0.900699656274238	0.701307572246203	0.877741713920293	-0.173240462355687	0.40942583074986	-1.39441216605311	0.748438522522587	-0.038566180212825	0.771821874275608	-1.20129147816523	-1.47392387975918	4.5	ENC_01420	BN373_49771	ERS227112_01831	ROD_37681	SL1344_4089	SL3261_4089	STMMW_41031	STM_MW41031	SEN3934	t3477	EC958_5095	NCTC13441_04512	BW25113_3984	b3984	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rplJ	LSU ribosomal protein L10P	-4.5	-1.02084595538193	-4.5	-1.25690941428015	-4.5	-4.5	-4.5	-4.5	-2.20180193981005	-4.5	-4.5	-4.5	-1.12716245332035	-4.5	ENC_01410	BN373_49781	ERS227112_01832	ROD_37671	SL1344_4090	SL3261_4090	STMMW_41041	STM_MW41041	SEN3935	t3476	EC958_5096	NCTC13441_04511	BW25113_3985	b3985	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rplL	LSU ribosomal protein L12P	-4.5	-0.710475794401228	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-0.504569807021375	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_01400	BN373_49791	ERS227112_01833	ROD_37661	SL1344_4091	SL3261_4091	STMMW_41051	STM_MW41051	SEN3936	t3475	EC958_5097	NCTC13441_04510	BW25113_3986	b3986	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rpoB	DNA-directed RNA polymerase subunit beta	-3.07701980405632	-2.41430065402936	-2.64514598466355	-0.944578496084294	-1.78029303934265	-2.72553488901218	-1.57303623356242	-2.44072860565797	-1.29140870611829	-3.56495155505882	-3.37550527011448	-3.64199073722711	-4.5	-4.5	ENC_01390	BN373_49801	ERS227112_01835	ROD_37651	SL1344_4092	SL3261_4092	STMMW_41061	STM_MW41061	SEN3937	t3474	EC958_5098	NCTC13441_04508	BW25113_3987	b3987	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00183	RNA polymerase, bacteria
rpoC	DNA-directed RNA polymerase subunit beta'	-2.42931532379876	-1.36115928752211	-4.5	-0.823431604176609	-4.12712568025389	-2.363984796563	-1.93543705017786	-4.5	-1.23731485668615	-1.52622143676934	-1.70713715330168	-3.69163360348817	-3.24904381343341	-4.5	ENC_13added	BN373_49811	ERS227112_01836	ROD_37641	SL1344_4093	SL3261_4093	STMMW_41071	STM_MW41071	SEN3938	t3473	EC958_5099	NCTC13441_04507	BW25113_3988	b3988	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00183	RNA polymerase, bacteria
hemE	uroporphyrinogen decarboxylase	-1.74050455230275	-0.156921240675922	-2.01913021127849	-1.31512951688036	-2.73301172252885	-1.66432046699072	-1.92969016822617	-4.5	-1.54172934842549	-4.5	-2.71857890237824	-4.5	-4.5	4.5	ENC_01260	BN373_49941	ERS227112_01850	ROD_37551	SL1344_4106	SL3261_4106	STMMW_41201	STM_MW41201	SEN3953	t3464	EC958_5108	NCTC13441_04497	BW25113_3997	b3997	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00121	Heme biosynthesis, glutamate => protoheme/siroheme
ubiA	4-hydroxybenzoate octaprenyltransferase	-2.43441037103315	-0.132122705437115	-1.14182001334504	-0.405307133243151	-2.41450734582747	-4.5	-2.32233548477546	-4.5	-1.26134342124797	-4.5	-0.837491735392305	-2.12527184214378	-1.54216604720417	-4.5	ENC_04710	BN373_00351	ERS227112_01900	ROD_37061	SL1344_4171	SL3261_4171	STMMW_41841	STM_MW41841	SEN4003	t4140	EC958_4496	NCTC13441_04446	BW25113_4040	b4040	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone
psd	phosphatidylserine decarboxylase precursor	-4.5	-4.5	-4.5	-4.5	-2.40150623927939	-4.5	-0.634322550396332	-1.4223621706357	-2.03091356489195	-4.5	-1.3360742698065	-4.5	-4.5	-4.5	ENC_42620	BN373_01701	ERS227112_02035	ROD_32221	SL1344_4285	SL3261_4285	STMMW_42961	STM_MW42961	SEN4118	t4400	EC958_4650	NCTC13441_04293	BW25113_4160	b4160	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE
rpsF	ribosomal protein S6	-4.5	0.0269578270964112	-4.5	-4.5	1.21028970880842	-1.5370667011444	-4.5	-4.5	0.80345566790619	-4.5	0.225213939436756	-4.5	-0.0408346193772793	4.5	ENC_43000	BN373_02051	ERS227112_02072	ROD_32551	SL1344_4324	SL3261_4324	STMMW_43351	STM_MW43351	SEN4157	t4442	EC958_4687	NCTC13441_04253	BW25113_4200	b4200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rpsR	ribosomal protein S18	-4.5	-4.5	-4.5	-0.412987842137619	-4.5	-4.5	-4.5	-4.5	-1.28621408062074	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_43020	BN373_02071	ERS227112_02074	ROD_32571	SL1344_4326	SL3261_4326	STMMW_43371	STM_MW43371	SEN4159	t4444	EC958_4689	NCTC13441_04251	BW25113_4202	b4202	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
valS	valyl-tRNA synthetase	-3.36667510760001	-0.86918931217761	-4.5	-1.85729767549451	-2.76025284517489	-3.47133682256857	-1.49882524328194	-1.46657700878997	-1.34919190186476	-4.5	-1.68152529434031	-4.5	-4.5	-4.5	ENC_34520	BN373_02801	ERS227112_02145	ROD_33241	SL1344_4405	SL3261_4405	STMMW_44211	STM_MW44211	SEN4228	t4510	EC958_4752	NCTC13441_04190	BW25113_4258	b4258	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
holC	DNA polymerase III, chi subunit	-0.814419281133328	0.807881941356873	-4.5	-0.404952163081709	1.54227244382772	1.16132043793278	-0.130104185965564	-4.5	1.57839370529226	0.623975347823521	1.66285694950292	1.81492599455506	-0.262792267133341	4.5	ENC_34510	BN373_02811	ERS227112_02146	ROD_33251	SL1344_4406	SL3261_4406	STMMW_44221	STM_MW44221	SEN4229	t4511	EC958_4753	NCTC13441_04189	BW25113_4259	b4259	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00260	DNA polymerase III complex, bacteria
lptF	Lipopolysaccharide export system permease protein LptF	-4.5	-4.5	-4.5	-0.905780755138941	-2.47795085321382	-2.49607889993932	-0.730368267083081	-4.5	-0.937971775072634	-4.5	-1.98583372730326	-4.5	-4.5	-4.5	ENC_415added	BN373_02831	ERS227112_02148	ROD_33271	SL1344_4409	SL3261_4409	STMMW_44251	STM_MW44251	SEN4232	t4513	EC958_4756	NCTC13441_04187	BW25113_4261	b4261	3	2	2	2	2	2	2	2	2	2	6	6	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00320	Lipopolysaccharide export system
lptG	Predicted permeases	-4.5	-0.997206266036634	-1.98416482621658	-1.98892735414972	-2.48115664224295	-4.5	-0.938189196696337	-4.5	-1.25923453206569	-4.5	-1.56801441199993	-4.5	-4.5	-4.5	ENC_34480	BN373_02841	ERS227112_02149	ROD_33281	SL1344_4410	SL3261_4410	STMMW_44261	STM_MW44261	SEN4233	t4514	EC958_4757	NCTC13441_04186	BW25113_4262	b4262	2	1	1	1	1	1	1	1	1	1	4	4	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00320	Lipopolysaccharide export system
holD	DNA polymerase III, psi subunit	X	0.0701138563144547	-4.5	-4.5	0.349321723587025	0.203622381443238	-4.5	-0.723644944878834	0.808552614344314	-1.42101980412794	-1.02188266130116	-4.5	-0.733452352718352	4.5	X	BN373_04531	ERS227112_02306	ROD_48731	SL1344_4485	SL3261_4485	STMMW_45001	STM_MW45001	SEN4319	t4600	EC958_0100	NCTC13441_04023	BW25113_4372	b4372	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00260	DNA polymerase III complex, bacteria
rpmJ	LSU ribosomal protein L36P	2.14598621621986	2.44377397556354	2.02279469155698	X	1.8858551021561	2.06026168593931	0.209973219731869	-4.5	1.56380055964181	1.85566912803003	1.89242891791691	2.39785625948888	2.96715021430194	4.5	ENC_22750	BN373_09241	ERS227112_02789	X	SL1344_0463	SL3261_0463	STMMW_05401	STM_MW05401	SEN0451	t2390	EC958_0440	NCTC13441_03675	BW25113_4506	b4506	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
