Gene	Product	EnClNCTC9394 NPEQ	KlPnEcl8 NPEQ	KlPnRH201207 NPEQ	CiRoICC168 NPEQ	SaTySL1344 NPEQ	SaTySL3261 NPEQ	SaTyD23580 NPEQ	SaTyA130 NPEQ	SaEnP125109 NPEQ	SaTyTy2 NPEQ	EsCoEC958 NPEQ	EsCoST131 NPEQ	EsCoBW25113 NPEQ	EsCoMG1655 NPEQ	EnClNCTC9394 locus tag	KlPnEcl8 locus tag	KlPnRH201207 locus tag	CiRoICC168 locus tag	SaTySL1344 locus tag	SaTySL3261 locus tag	SaTyD23580 locus tag	SaTyA130 locus tag	SaEnP125109 locus tag	SaTyTy2 locus tag	EsCoEC958 locus tag	EsCoST131 locus tag	EsCoBW25113 locus tag	EsCoMG1655 locus tag
argB	N-acetylglutamate kinase	2.96509950803982	2.68257119690944	2.33102010935194	2.28159057017395	2.60903298112212	2.67179125496197	2.69611748311457	2.70526846850363	2.10054026348241	2.21863752490206	2.80936660912889	2.33114178664971	2.17458055422426	4.5	ENC_01100	BN373_48811	ERS227112_00334	ROD_37861	SL1344_4072	SL3261_4072	STMMW_40871	STM_MW40871	SEN3917	t3502	EC958_4445	NCTC13441_04540	BW25113_3959	b3959
yebC	conserved hypothetical protein TIGR01033	1.67078638307082	1.49165551543905	1.61764338361642	1.59783565888437	1.94540528258429	2.15981347083332	1.72557539785941	1.48660376500401	1.57728254707629	1.53482059590915	1.62292978283049	2.21404112237735	2.47095079159564	4.5	ENC_06310	BN373_29641	ERS227112_04283	ROD_19051	SL1344_1834	SL3261_1834	STMMW_18821	STM_MW18821	SEN1104	t0978	EC958_2087	NCTC13441_02017	BW25113_1864	b1864
ampE	Membrane protein required for beta-lactamase induction	3.06581279164406	2.7845211758314	2.5181378982383	2.12042607708513	2.80124246565946	2.97369422518064	2.44882910886075	2.42655021680439	2.0057090326296	1.90836496606799	2.14095324519405	2.27557839301147	2.55118715478993	4.5	ENC_46220	BN373_06031	ERS227112_02450	ROD_01151	SL1344_0147	SL3261_0147	STMMW_01531	STM_MW01531	SEN0151	t0153	EC958_0250	NCTC13441_03876	BW25113_0111	b0111
chbR	transcriptional regulator, AraC family	3.1186009051287	3.28298396894684	3.0206370394556	3.12790403668673	2.82415870096936	2.30287999137638	2.99187532754027	3.52635969405983	2.87104748363517	3.09753104464185	1.45468224099028	2.96856213554975	2.95430961525594	4.5	ENC_14350	BN373_18561	ERS227112_05500	ROD_13211	SL1344_1250	SL3261_1250	STMMW_13221	STM_MW13221	SEN1728	t1194	EC958_1956	NCTC13441_02145	BW25113_1735	b1735
hisP	L-histidine ABC transporter ATP-binding protein/L-arginine ABC transporter ATP-binding protein/L-lysine ABC transporter ATP-binding protein/L-ornithine ABC transporter ATP-binding protein	2.54492446244205	2.60821630965053	2.1320342852756	2.07750593986006	2.62650378292191	2.658515360364	2.73832736137729	2.84300587899436	2.15861773147183	2.40288292617943	2.34855492311642	2.28961192853935	2.71464377820284	4.5	ENC_39020	BN373_33061	ERS227112_03883	ROD_27141	SL1344_2320	SL3261_2320	STMMW_23731	STM_MW23731	SEN2333	t0513	EC958_2641	NCTC13441_01405	BW25113_2306	b2306
glnH	L-glutamine-binding protein	2.31268192825018	2.46820564154377	2.21888694652229	1.99723695957363	1.90503137914174	2.20669969093857	2.08650315675336	1.84039516955646	1.82335579868167	2.36375822034752	1.70191288678574	2.02553466190191	2.1819390560888	4.5	ENC_19240	BN373_14041	ERS227112_03276	ROD_08121	SL1344_0805	SL3261_0805	STMMW_08811	STM_MW08811	SEN0775	t2058	EC958_0924	NCTC13441_03183	BW25113_0811	b0811
kduD_3	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase	2.53197652734475	2.34260625632175	2.29752579219365	2.12837993473631	2.62124973430273	2.90652506950207	2.90104337447381	3.16004988742259	2.82064439360324	3.1274883673436	2.46630324035961	2.80540653785387	2.89461922484248	4.5	ENC_370added	BN373_38961	ERS227112_01401	ROD_28911	SL1344_2995	SL3261_2995	STMMW_29791	STM_MW29791	SEN2860	t2927	EC958_3142	NCTC13441_00895	BW25113_2842	b2842
rhtA	Predicted permease, DMT superfamily	2.43679712150276	2.04401677414043	2.03920655692277	2.31527932191111	2.17057114350883	2.36980296761002	2.21624618761015	2.04167021993017	1.64710141916672	2.37010706787363	2.54400727820875	2.36438357453843	2.67652546629774	4.5	ENC_19220	BN373_14061	ERS227112_03278	ROD_08151	SL1344_0807	SL3261_0807	STMMW_08831	STM_MW08831	SEN0777	t2056	EC958_0926	NCTC13441_03181	BW25113_0813	b0813
srlD	Sorbitol-6-phosphate 2-dehydrogenase	2.22916096917741	2.40793062512487	2.31239220568322	2.04757245412918	2.07060999389549	1.97264481373986	1.95633837593749	1.35148062232195	1.39847086727622	1.79316899439296	2.0451481912173	2.46736038505123	2.31087075610397	4.5	ENC_354added	BN373_36731	ERS227112_01620	ROD_31091	SL1344_2815	SL3261_2815	STMMW_27971	STM_MW27971	SEN2676	t2736	EC958_2971	NCTC13441_01071	BW25113_2705	b2705
hcaR_2	transcriptional regulator, LysR family	2.02605283647388	1.92485931496583	2.42303448345917	2.30583176010415	1.8261942138098	1.32152152993307	1.59953612684601	1.0359866915641	1.3403562993448	1.20212896873801	2.34701548473788	2.26102248325262	1.34033394070472	4.5	ENC_12330	BN373_21301	ERS227112_05111	ROD_14701	SL1344_1417	SL3261_1417	STMMW_14871	STM_MW14871	SEN1563	t1408	EC958_1814	NCTC13441_02288	BW25113_1595	b1595
panC	Pantothenate synthetase	2.58412721797684	2.32679136964087	2.15512028265526	2.3349120171119	2.29591645849853	2.44046010541904	2.21283363065291	2.63396339656082	1.66546521280845	2.03610643545058	2.19028659862548	1.91571410901308	2.19439883883908	4.5	ENC_571added	BN373_06301	ERS227112_02481	ROD_01441	SL1344_0182	SL3261_0182	STMMW_01871	STM_MW01871	SEN0186	t0182	EC958_0276	NCTC13441_03847	BW25113_0133	b0133
znuB	ABC-type Mn2+/Zn2+ transport systems, permease components	1.70279942782144	1.43755722426848	1.91289727464416	2.25988634316329	2.07884508979674	1.83318448842531	1.68038340432693	2.41716447999323	1.31962208200706	1.70828056302834	1.99743994514976	1.73563693843168	2.42507429311835	4.5	ENC_06360	BN373_29601	ERS227112_04287	ROD_19001	SL1344_1827	SL3261_1827	STMMW_18741	STM_MW18741	SEN1110	t0984	EC958_2080	NCTC13441_02024	BW25113_1859	b1859
tpiA	triosephosphate isomerase	1.51476318739772	2.28511681004527	1.29265418925881	1.68365532227201	1.64091611446225	1.83553505758668	1.6069206648621	0.211770138621366	1.32834522621547	0.516881773869917	0.441281262139973	1.11441965131106	0.861641278609379	4.5	ENC_00810	BN373_46471	ERS227112_00574	ROD_38281	SL1344_4030	SL3261_4030	STMMW_40461	STM_MW40461	SEN3871	t3537	EC958_4404	NCTC13441_04581	BW25113_3919	b3919
garL	5-dehydro-4-deoxy-D-glucarate aldolase	2.85356947874607	2.28455243001727	2.36372477177718	2.12448929820063	2.19989252680468	2.09416923596342	1.90386146803891	2.01277261861239	2.3666238014174	2.91803140090408	2.34891343531365	2.33844594381114	1.43507106345783	4.5	ENC_33720	BN373_42021	ERS227112_01064	ROD_47531	SL1344_3222	SL3261_3222	STMMW_32491	STM_MW32491	SEN3089	t3169	EC958_3527	NCTC13441_00567	BW25113_3126	b3126
rhaS	transcriptional regulator, AraC family	2.71565857971324	2.20050746749537	2.16710536583335	2.22483846190844	2.12984821255785	2.30080997742195	2.1209143989799	2.54213043253798	1.80071862923919	1.59772580436797	2.33872508959493	2.39244216832365	2.32793021327401	4.5	ENC_00670	BN373_48471	ERS227112_00368	ROD_38461	SL1344_3997	SL3261_3997	STMMW_40131	STM_MW40131	SEN3839	t3571	EC958_4389	NCTC13441_04594	BW25113_3905	b3905
clcD_2	Dienelactone hydrolase and related enzymes	2.84694654581079	2.36857788335658	2.83506302353277	2.42546206585223	2.45091462132096	2.57224040730386	2.62503898034052	2.41130955010758	2.18080408333355	2.25479607168653	2.54056630963966	2.52191192053578	2.22602921428238	4.5	ENC_01810	BN373_49511	ERS227112_01798	ROD_39241	SL1344_3921	SL3261_3921	STMMW_39381	STM_MW39381	SEN3762	t3330	EC958_4306	NCTC13441_04675	BW25113_3830	b3830
yibQ	Divergent polysaccharide deacetylase	2.63405055374369	2.40295285573128	1.99437327080818	2.4172599291329	2.06521875753655	2.07022549475667	1.92235295168476	1.6997085619474	1.65561988947731	1.90285882377974	2.11648980830055	2.61937265005884	2.25225541466775	4.5	ENC_22added	BN373_46001	ERS227112_00620	ROD_42021	SL1344_3672	SL3261_3672	STMMW_36941	STM_MW36941	SEN3528	t3813	EC958_4022	NCTC13441_00069	BW25113_3614	b3614
yfiO	outer membrane assembly lipoprotein YfiO	-4.5	-4.5	-4.5	-4.5	-0.796363653335678	-4.5	0.784018759095199	-4.5	1.5745259236874	-4.5	-1.88203466218629	-4.5	-4.5	-4.5	ENC_27930	BN373_35721	ERS227112_01726	ROD_25371	SL1344_2623	SL3261_2623	STMMW_26791	STM_MW26791	SEN2586	t2619	EC958_2899	NCTC13441_01145	BW25113_2595	b2595
cmoA	methyltransferase, putative	1.61372420579368	1.7648175564623	1.60930235652818	1.64410352245973	2.41346026296919	2.49215747837576	2.16368064801251	2.61230884409765	1.6898669122862	1.76149840646819	2.26745193004668	1.98926734024999	-0.687526121872574	4.5	ENC_06230	BN373_29701	ERS227112_04277	ROD_19161	SL1344_1840	SL3261_1840	STMMW_18881	STM_MW18881	SEN1098	t0972	EC958_2093	NCTC13441_02011	BW25113_1870	b1870
yeeZ	Nucleoside-diphosphate-sugar epimerases	2.35906466069295	1.90714336236183	1.91820015020843	2.28041747295749	2.0711855113438	2.21090137817978	1.89622996282473	1.30873337552498	1.88081340316804	1.81797996881948	2.22850294975766	2.05883389290389	2.08075908750678	4.5	ENC_41520	BN373_30761	ERS227112_04107	ROD_21561	SL1344_2047	SL3261_2047	STMMW_21011	STM_MW21011	SEN2069	t0804	EC958_2357	NCTC13441_01697	BW25113_2016	b2016
pdhR	transcriptional regulator, GntR family	2.43308952358145	2.17274517634805	2.0240309323133	2.19209217597057	2.28685457601285	2.46708294526358	2.35704117588714	1.06694389680864	1.48150105478055	1.43147991625075	2.03431163520784	1.81012066300937	1.84683280976577	4.5	ENC_46260	BN373_06071	ERS227112_02454	ROD_01191	SL1344_0151	SL3261_0151	STMMW_01571	STM_MW01571	SEN0155	t0157	EC958_0255	NCTC13441_03869	BW25113_0113	b0113
cynR_3	Transcriptional regulator	2.52169452017192	2.54307137796898	2.14280542005984	2.26761316703879	2.07647160725884	2.25314516134162	2.17683414455344	1.84937779819529	1.73989670876987	2.23457836613741	2.1193618919472	2.31251944616264	1.74335852053759	4.5	ENC_38470	BN373_34131	ERS227112_03824	ROD_23671	SL1344_2387	SL3261_2387	STMMW_24431	STM_MW24431	SEN2405	t0433	EC958_5021	NCTC13441_01310	BW25113_2409	b2409
epsF_1	Type II secretory pathway, component PulF	3.02001526911794	2.27147118535167	2.40936353967062	2.04645863831051	2.71791327641309	2.82247374966466	2.55109522941429	2.33232701201536	2.315376224538	1.82857600550133	2.28636835379613	2.44466056299056	2.4181834348825	4.5	ENC_46170	BN373_05971	ERS227112_02445	ROD_01101	SL1344_0142	SL3261_0142	STMMW_01481	STM_MW01481	SEN0146	t0148	EC958_0245	NCTC13441_03881	BW25113_0106	b0106
arcA	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	2.05661963512267	2.11447079133489	1.05261770801572	1.62378995914091	1.17435852786727	0.933896595511782	1.57544558083959	0.755524873887766	1.23079119349176	0.682032680245146	1.83624483531517	0.612742598728462	1.27484823865008	4.5	ENC_45230	BN373_04811	ERS227112_02334	ROD_50881	SL1344_4525	SL3261_4525	STMMW_45411	STM_MW45411	SEN4354	t4637	EC958_0132	NCTC13441_03993	BW25113_4401	b4401
trpA	tryptophan synthase, alpha chain	1.94786439105587	1.79904648774936	1.08729139060291	2.07502455821211	2.29292633703764	2.06801736366694	1.72439881265664	1.98348432401668	1.4104727502231	1.95289105350635	2.48687750572135	1.61190122984415	2.05054701444108	4.5	ENC_08200	BN373_18791	ERS227112_05474	ROD_17431	SL1344_1658	SL3261_1658	STMMW_17221	STM_MW17221	SEN1307	t1639	EC958_1589	NCTC13441_02508	BW25113_1260	b1260
pyrH	uridylate kinase	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-1.78570567970082	-4.5	-1.28545846871936	-4.5	-4.5	-1.61750608716829	-4.5	-4.5	ENC_46940	BN373_06761	ERS227112_02526	ROD_01741	SL1344_0219	SL3261_0219	STMMW_02241	STM_MW02241	SEN0225	t0219	EC958_0317	NCTC13441_03806	BW25113_0171	b0171
kdsB	3-deoxy-D-manno-octulosonate cytidylyltransferase	-4.5	-0.648168594831829	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-0.752025491804991	-4.5	1.73641928194266	1.01142564148218	-4.5	-4.5	ENC_17650	BN373_15611	ERS227112_03433	ROD_09861	SL1344_0925	SL3261_0925	STMMW_09991	STM_MW09991	SEN0892	t1946	EC958_1129	NCTC13441_02971	BW25113_0918	b0918
dam	DNA adenine methylase Dam	0.21585360889477	2.45755464478788	-4.5	2.66276658796837	2.34167143126639	2.12502844531739	2.58232745789291	2.69189997198342	2.46836488177439	2.52971608121664	2.5338620844042	2.4641592648029	3.32013116234546	4.5	ENC_25840	BN373_43951	ERS227112_00827	ROD_44361	SL1344_3451	SL3261_3451	STMMW_34741	STM_MW34741	SEN3310	t4022	EC958_3778	NCTC13441_00313	BW25113_3387	b3387
ydiY	Putative salt-induced outer membrane protein	2.88714972554055	3.27224847675477	2.43010711633614	2.78504877379796	2.69547523339605	2.90569858367349	2.89935982635119	3.05313805316938	2.62750082571958	2.84531019504991	2.75478948568632	3.30253020785989	3.24681537461614	4.5	ENC_14210	BN373_27681	ERS227112_04490	ROD_13341	SL1344_1262	SL3261_1262	STMMW_13341	STM_MW13341	SEN1716	t1207	EC958_1944	NCTC13441_02157	BW25113_1722	b1722
mazG	MazG family protein	2.34866968841512	1.9775847771342	2.47429968066485	2.00827153444815	2.08865176768266	2.24305926740914	1.75553771481213	2.33231857196566	2.200709947366	2.45535114422695	2.20120911151333	1.66295194148405	1.80602331633089	4.5	ENC_30240	BN373_37691	ERS227112_01535	ROD_30331	SL1344_2933	SL3261_2933	STMMW_29171	STM_MW29171	SEN2793	t2855	EC958_3050	NCTC13441_00993	BW25113_2781	b2781
srlR	Transcriptional regulators of sugar metabolism	2.36872087738452	2.51027378458274	2.29751237920713	2.25049495263174	2.35420731291219	2.30474122141236	2.04611283371708	2.09215864568714	2.03177241202139	1.90552168185958	2.26114856108107	2.0542371706638	1.10385772298334	4.5	ENC_29560	BN373_36751	ERS227112_01618	ROD_31071	SL1344_2817	SL3261_2817	STMMW_27991	STM_MW27991	SEN2678	t2739	EC958_2973	NCTC13441_01069	BW25113_2707	b2707
gltC_5	HTH-type transcriptional regulator GltC	2.51753572013294	2.19862123993086	2.72189254625129	2.1049380200973	1.70649957026917	2.13823816891734	1.89393114734358	1.58785731023331	1.88495385886191	1.73808582900451	1.44669634351601	1.60253291798705	1.67562663384158	4.5	ENC_592added	BN373_48911	ERS227112_01734	ROD_39831	SL1344_3858	SL3261_3858	STMMW_38731	STM_MW38731	SEN3704	t3449	EC958_4229	NCTC13441_04755	BW25113_4480	b4480
qorB	Predicted nucleoside-diphosphate-sugar epimerases	2.73919310741844	2.42219520789721	2.57180470796806	2.24278206636592	2.15957823020178	2.23792914927949	2.19601878586888	2.35202642651621	1.76931077054746	1.73365368238188	2.09696910691246	1.74842657053249	1.47017494739872	4.5	ENC_43130	BN373_02151	ERS227112_02082	ROD_32661	SL1344_4334	SL3261_4334	STMMW_43451	STM_MW43451	SEN4169	t4454	EC958_4706	NCTC13441_04234	BW25113_4211	b4211
sufC	Iron-regulated ABC transporter ATPase subunit SufC	1.43972183461391	2.19651264013561	1.6045977516488	1.90730935143023	2.06329558354634	1.775050016644	1.34273399474965	0.549524992332869	1.05582984721003	0.907763582264924	1.96307821615723	1.86954019329404	1.06626219561349	4.5	ENC_13680	BN373_27241	ERS227112_04538	ROD_13681	SL1344_1305	SL3261_1305	STMMW_13771	STM_MW13771	SEN1674	t1239	EC958_1902	NCTC13441_02199	BW25113_1682	b1682
yggR	pilus retraction protein PilT	2.29368614748526	2.10329515260949	2.42594413661546	1.83898568435559	2.2043694180137	2.33291606797013	2.04568596856553	1.68260101628747	1.36618349484433	1.562313396226	1.96478186439732	1.90856131293199	2.14988867974888	4.5	ENC_32000	BN373_40371	ERS227112_01279	ROD_50361	SL1344_3074	SL3261_3074	STMMW_30601	STM_MW30601	SEN2942	t3011	EC958_3236	NCTC13441_00801	BW25113_2950	b2950
zupT	Predicted divalent heavy-metal cations transporter	2.62498273765588	1.94078011581933	1.82441847342135	2.22483319901823	1.79075147709489	1.66964296519065	1.82117596764533	1.35822831424	1.47128010248096	1.81535451154344	2.31831882832879	2.47035230567613	2.00974889452553	4.5	ENC_32830	BN373_41051	ERS227112_01155	ROD_35861	SL1344_3164	SL3261_3164	STMMW_31501	STM_MW31501	SEN3033	t3111	EC958_3445	NCTC13441_00653	BW25113_3040	b3040
yfcA	Predicted permeases	2.32151339909014	1.9290610759177	2.05750647831386	2.0814653725725	2.04202044605751	2.06384591676363	1.90445245083574	2.35700650938756	1.37514719619212	1.70892858056336	2.03658611135035	2.12935912324789	1.86494138189704	4.5	ENC_38800	BN373_33271	ERS227112_03862	ROD_27391	SL1344_2351	SL3261_2351	STMMW_24041	STM_MW24041	SEN2364	t0482	EC958_2662	NCTC13441_01384	BW25113_2327	b2327
nhoA	Arylamine N-acetyltransferase	2.17492613072871	2.06981322423579	1.33041925156109	2.03959809558711	2.22639361642758	1.97142358111567	2.16621550479395	1.52590469259867	1.77494951560222	1.97092221758086	2.07109791945431	2.06734352591743	2.616716742991	4.5	ENC_09710	BN373_24651	ERS227112_04792	ROD_15741	SL1344_1513	SL3261_1513	STMMW_15771	STM_MW15771	SEN1473	t1492	EC958_1730	NCTC13441_02364	BW25113_1463	b1463
rpsC	SSU ribosomal protein S3P	-2.0522415226197	-4.5	-4.5	-1.56839597756631	-1.45434028469782	-4.5	-4.5	-1.14874668826798	-1.32341028389466	-4.5	-2.13790737195828	-4.5	-4.5	-4.5	ENC_25280	BN373_43501	ERS227112_00873	ROD_45081	SL1344_3401	SL3261_3401	STMMW_34261	STM_MW34261	SEN3262	t4071	EC958_3707	NCTC13441_00381	BW25113_3314	b3314
uppS	Undecaprenyl pyrophosphate synthetase	-4.5	-0.999506366575928	-1.74978636377389	-4.5	-1.97892774636909	-4.5	-1.13871416691115	-4.5	-0.826144053681589	-4.5	-4.5	-1.66496037468486	-1.12565999163818	-4.5	ENC_46970	BN373_06791	ERS227112_02529	ROD_01771	SL1344_0222	SL3261_0222	STMMW_02271	STM_MW02271	SEN0228	t0222	EC958_0320	NCTC13441_03803	BW25113_0174	b0174
bax	Uncharacterized FlgJ-related protein	2.8809866529771	2.41065441078327	2.05074258208313	2.58385122259713	2.28675376094687	2.49531487964823	2.20041849124729	1.99934707135534	2.0905966969068	2.4109388324102	2.10643509559979	2.38758887742723	2.29676853677755	4.5	ENC_47390	BN373_45771	ERS227112_00645	ROD_42391	SL1344_3628	SL3261_3628	STMMW_36511	STM_MW36511	SEN3485	t3856	EC958_3976	NCTC13441_00113	BW25113_3570	b3570
purC	phosphoribosylaminoimidazole-succinocarboxamide synthase	2.48458823167973	2.43164972610998	2.1419951048998	2.15125114346733	1.70072227110688	2.05488585013568	2.17162124345298	1.89082645789314	1.91420551784	2.16249273776242	1.78501209668364	2.11950909907474	1.67211246180669	4.5	ENC_37970	BN373_34691	ERS227112_03769	ROD_24251	SL1344_2450	SL3261_2450	STMMW_25051	STM_MW25051	SEN2466	t0372	EC958_2793	NCTC13441_01253	BW25113_2476	b2476
lptB	ABC-type (unclassified) transport system, ATPase component	-4.5	-1.27117219934664	-4.5	-1.62893140028142	-4.5	-2.15394432395015	-1.2477665122768	-4.5	-1.0499903172732	-4.5	-0.562498781899851	-4.5	-4.5	-4.5	ENC_34380	BN373_42611	ERS227112_00987	ROD_46191	SL1344_3291	SL3261_3291	STMMW_33181	STM_MW33181	SEN3152	t3236	EC958_3601	NCTC13441_00491	BW25113_3201	b3201
rlmB	23S rRNA Gm-2251 2'-O-methyltransferase	2.83959844874643	2.56989626400037	2.40534723059788	1.98331723444352	2.09233448761887	1.99986680660756	2.13228125641889	1.94572248322294	1.66641247373483	2.01519677619257	2.05899008384479	2.24036111369799	2.10707224102517	4.5	ENC_42810	BN373_01891	ERS227112_02057	ROD_32401	SL1344_4302	SL3261_4302	STMMW_43131	STM_MW43131	SEN4135	t4420	EC958_4667	NCTC13441_04273	BW25113_4180	b4180
araD	L-ribulose 5-phosphate 4-epimerase	2.92597677215627	2.643382635386	2.31862008726965	2.35396752392513	2.23203909118003	1.99483391588212	1.85535502136275	1.90619358648487	2.24073439452231	1.99166488056918	2.53226744429094	2.30610545680354	2.08198461229051	4.5	ENC_45740	BN373_05481	ERS227112_02396	ROD_00671	SL1344_0101	SL3261_0101	STMMW_01071	STM_MW01071	SEN0102	t0105	EC958_0195	NCTC13441_03929	BW25113_0061	b0061
rnz	RNAse Z	2.6597677436622	2.57856281565417	2.15558227175306	1.95816730047371	2.561383473425	2.46633047399878	2.13141004468928	2.01068242907057	1.96274519580184	1.61622691860919	2.4249289438573	2.47373510809787	2.00715635296108	4.5	ENC_39370	BN373_32761	ERS227112_03913	ROD_26751	SL1344_2282	SL3261_2282	STMMW_23361	STM_MW23361	SEN2295	t0550	EC958_2607	NCTC13441_01439	BW25113_2268	b2268
fkpA	FKBP-type peptidyl-prolyl cis-trans isomerases 1	2.85506688444012	2.90784207267417	2.39678119064412	2.54920309517221	2.78226832993089	2.94245061020165	2.83903414825649	2.90012884231623	2.54149114725359	2.88108338128609	2.87288317582677	2.70022374343814	2.92737031688126	4.5	ENC_25460	BN373_43691	ERS227112_00854	ROD_44721	SL1344_3420	SL3261_3420	STMMW_34451	STM_MW34451	SEN3281	t4052	EC958_3743	NCTC13441_00348	BW25113_3347	b3347
ramA_1	Predicted amidohydrolase	2.23052928324921	2.63125070691085	2.19737462478087	1.45225591596381	2.08840056692128	2.20790979268129	1.71439596640316	1.49741780227521	1.5297221095922	1.58863925974954	2.06106920314928	1.91449336523345	1.50593767037082	4.5	ENC_24710	BN373_07181	ERS227112_02574	ROD_02211	SL1344_0304	SL3261_0304	STMMW_03191	STM_MW03191	SEN0291	t2542	EC958_0359	NCTC13441_03759	BW25113_0219	b0219
yafK	Uncharacterized protein conserved in bacteria	2.34759978152134	1.99863461859335	2.24644222567253	2.01186390602559	2.3839849744049	2.57456750882375	2.23621622737282	1.38985410171756	1.9659017040186	2.50832499983005	2.36489465343648	2.47002083996015	2.96778314914665	4.5	ENC_24670	BN373_07221	ERS227112_02578	ROD_02251	SL1344_0308	SL3261_0308	STMMW_03231	STM_MW03231	SEN0295	t2538	EC958_0364	NCTC13441_03754	BW25113_0224	b0224
