CS17_00008	transaldolase B,Transaldolase,transaldolase B,Transaldolase,transaldolase,Transaldolase
NCTC13441_03775	D,D-heptose 1,7-bisphosphate phosphatase,D,D-heptose 1,7-bisphosphate phosphatase,D,D-heptose 1,7-bisphosphate phosphatase,haloacid dehalogenase-like hydrolase
NCTC13441_03779	hypothetical protein,outer membrane lipoprotein
NCTC13441_03781	Proline--tRNA ligase,prolyl-tRNA synthetase,Prolyl-tRNA synthetase,proline--tRNA ligase,tRNA synthetase class II core domain (G, H, P, S and T)
NCTC13441_03788	tRNA(Ile)-lysidine synthase,tRNA(Ile)-lysidine synthetase,Predicted ATPase of the PP-loop superfamily implicated in cell cycle control,tRNA(Ile)-lysidine synthetase,PP-loop family
NCTC13441_03791	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,acetyl-CoA carboxylase carboxyltransferase subunit alpha,Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta),acetyl-CoA carboxylase, carboxyl transferase, alpha subunit,Acetyl co-enzyme A carboxylase carboxyltransferase alpha subunit
NCTC13441_03792	DNA polymerase III subunit alpha,DNA polymerase III subunit alpha,DNA polymerase III, alpha subunit,Bacterial DNA polymerase III alpha subunit
NCTC13441_03794	Lipid-A-disaccharide synthase,lipid-A-disaccharide synthase,Predicted membrane protein,lipid-A-disaccharide synthase,Lipid-A-disaccharide synthetase
NCTC13441_03795	Acyl-[acyl-carrier-protein
NCTC13441_03796	(3R)-hydroxymyristoyl-[acyl-carrier-protein
NCTC13441_03797	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,UDP-3-O-[3-hydroxymyristoyl
NCTC13441_03799	Omp85,outer membrane protein assembly factor YaeT,Outer membrane protein/protective antigen OMA87,outer membrane protein assembly complex, YaeT protein,Surface antigen
NCTC13441_03800	Regulator of sigma E protease,zinc metallopeptidase RseP,Translation elongation factor Ts,RIP metalloprotease RseP,Peptidase family M50
NCTC13441_03801	Phosphatidate cytidylyltransferase,CDP-diglyceride synthase,Predicted CDP-diglyceride synthetase/phosphatidate cytidylyltransferase,Cytidylyltransferase family
NCTC13441_03802	hypothetical protein
NCTC13441_03803	Undecaprenyl pyrophosphate synthase,undecaprenyl pyrophosphate synthase,Undecaprenyl pyrophosphate synthase,di-trans,poly-cis-decaprenylcistransferase,Putative undecaprenyl diphosphate synthase
NCTC13441_03804	1-deoxy-D-xylulose 5-phosphate reductoisomerase,1-deoxy-D-xylulose 5-phosphate reductoisomerase,Translation elongation factor Ts,1-deoxy-D-xylulose 5-phosphate reductoisomerase,1-deoxy-D-xylulose 5-phosphate reductoisomerase
NCTC13441_03805	Ribosome-releasing factor,ribosome recycling factor,Translation elongation factor Ts,ribosome recycling factor,Ribosome recycling factor
NCTC13441_03806	Uridylate kinase,uridylate kinase,Uridylate kinase,UMP kinase,Amino acid kinase family
NCTC13441_03807	Elongation factor Ts,elongation factor Ts,Translation elongation factor Ts,translation elongation factor Ts,Elongation factor TS
NCTC13441_03808	30S ribosomal protein S2,30S ribosomal protein S2,Ribosomal protein S2,ribosomal protein S2,Ribosomal protein S2
NCTC13441_03810	Methionine aminopeptidase,methionine aminopeptidase,Xaa-Pro aminopeptidase,methionine aminopeptidase, type I,Metallopeptidase family M24
NCTC13441_03811	PII uridylyl-transferase,UTP:GlnB (protein PII) uridylyltransferase,protein-P-II uridylyltransferase,GlnD PII-uridylyltransferase
NCTC13441_03812	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase,2,3,4,5-tetrahydropyridine-2,6-carboxylate N-succinyltransferase,Tetrahydrodipicolinate N-succinyltransferase,2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase,Bacterial transferase hexapeptide (six repeats)
NCTC13441_03816	Deoxyguanosinetriphosphate triphosphohydrolase,deoxyguanosinetriphosphate triphosphohydrolase,putative dGTPase,HD domain
NCTC13441_03817	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,MTA/SAH nucleosidase,Phosphorylase superfamily
NCTC13441_03820	Iron-sulfur cluster insertion protein erpA,iron-sulfur cluster insertion protein ErpA,iron-sulfur cluster assembly accessory protein,Iron-sulphur cluster biosynthesis
NCTC13441_03822	Glutamate-1-semialdehyde 2,1-aminomutase,glutamate-1-semialdehyde aminotransferase,Glutamate-1-semialdehyde aminotransferase,glutamate-1-semialdehyde-2,1-aminomutase,Aminotransferase class-III
NCTC13441_03827	S-fimbrillin,fimbrial protein StiA,P pilus assembly protein, pilin FimA,Fimbrial protein
NCTC13441_03828	Outer membrane usher protein fimD precursor,long polar fimbrial outer membrane usher protein LpfC,Fimbrial Usher protein
NCTC13441_03829	Chaperone protein fimC precursor,fimbrial assembly chaperone SthB,Gram-negative pili assembly chaperone, N-terminal domain
NCTC13441_03830	Type-1A pilin,putative fimbrial protein SthA,P pilus assembly protein, pilin FimA,Fimbrial protein
NCTC13441_03838	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase,2-amino-4-hydroxy-6-hydroxymethyldihyropteridine pyrophosphokinase,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK)
NCTC13441_03839	putative fimbrial protein StaA,P pilus assembly protein, pilin FimA,Fimbrial protein
NCTC13441_03840	Chaperone protein papD precursor,putative chaperone protein EcpD,Gram-negative pili assembly chaperone, N-terminal domain
NCTC13441_03841	Heat shock protein E,putative fimbrial outer membrane usher protein,Fimbrial Usher protein
NCTC13441_03842	putative fimbrial protein StaD,P pilus assembly protein, pilin FimA
NCTC13441_03843	putative fimbrial protein StaE,P pilus assembly protein, pilin FimA
NCTC13441_03844	hypothetical protein,putative fimbrial protein StaF,P pilus assembly protein, pilin FimA
NCTC13441_03845	putative fimbrial-like adhesin protein,P pilus assembly protein, pilin FimA,Fimbrial protein
NCTC13441_03855	Carbonic anhydrase 2,carbonic anhydrase,Carbonic anhydrase,Carbonic anhydrase
NCTC13441_03862	hypothetical protein,Uncharacterised protein family (UPF0231)
NCTC13441_03865	Dihydrolipoyl dehydrogenase,dihydrolipoamide dehydrogenase,Uncharacterized conserved protein,dihydrolipoyl dehydrogenase,Pyridine nucleotide-disulphide oxidoreductase
NCTC13441_03866	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,pyruvate dehydrogenase dihydrolipoyltransacetylase,Acetyl/propionyl-CoA carboxylase, alpha subunit,dihydrolipoyllysine-residue acetyltransferase,2-oxoacid dehydrogenases acyltransferase (catalytic domain)
NCTC13441_03867	Pyruvate dehydrogenase E1 component,pyruvate dehydrogenase subunit E1,Pyruvate dehydrogenase complex, dehydrogenase (E1) component,pyruvate dehydrogenase (acetyl-transferring), homodimeric type,Transketolase, thiamine diphosphate binding domain
NCTC13441_03870	Microcin-E7 immunity protein,Colicin immunity protein / pyocin immunity protein
NCTC13441_03872	Microcin-E7 immunity protein,Colicin immunity protein / pyocin immunity protein
NCTC13441_03874	Pyocin-S2,Pyocin large subunit,type VI secretion system effector, Hcp1 family,DNase/tRNase domain of colicin-like bacteriocin
NCTC13441_03883	Dephospho-CoA kinase,dephospho-CoA kinase,Dephospho-CoA kinase,dephospho-CoA kinase,Dephospho-CoA kinase
NCTC13441_03885	DNA gyrase inhibitor YacG,DNA gyrase inhibitor,Domain of unknown function (DUF329)
NCTC13441_03888	Secretion monitor precursor,SecA regulator SecM,Secretion monitor precursor protein (SecM)
NCTC13441_03889	UDP-3-O-[3-hydroxymyristoyl
NCTC13441_03890	Cell division protein FtsZ,cell division protein FtsZ,Cell division GTPase,cell division protein FtsZ,FtsZ family, C-terminal domain
NCTC13441_03891	Cell division protein FtsA,cell division protein FtsA,Ethanolamine utilization protein, possible chaperonin,cell division protein FtsA,Cell division protein FtsA
NCTC13441_03892	Cell division protein FtsQ,cell division protein FtsQ,Cell division protein FtsQ
NCTC13441_03893	D-alanine--D-alanine ligase B,D-alanine--D-alanine ligase,Glutathione synthase/Ribosomal protein S6 modification enzyme (glutaminyl transferase),D-alanine--D-alanine ligase,D-ala D-ala ligase C-terminus
NCTC13441_03894	UDP-N-acetylmuramate--L-alanine ligase,UDP-N-acetylmuramate--L-alanine ligase,Folylpolyglutamate synthase,UDP-N-acetylmuramate--alanine ligase,Mur ligase middle domain
NCTC13441_03895	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase,Predicted glycosyl transferase,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase,Glycosyltransferase family 28 N-terminal domain
NCTC13441_03896	Cell division protein FtsW,cell division protein FtsW,cell division protein FtsW,Cell cycle protein
NCTC13441_03897	UDP-N-acetylmuramoylalanine--D-glutamate ligase,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,Folylpolyglutamate synthase,UDP-N-acetylmuramoylalanine--D-glutamate ligase,Mur ligase middle domain
NCTC13441_03898	Phospho-N-acetylmuramoyl-pentapeptide-transferase,phospho-N-acetylmuramoyl-pentapeptide-transferase,phospho-N-acetylmuramoyl-pentapeptide-transferase,Glycosyl transferase family 4
NCTC13441_03899	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,Folylpolyglutamate synthase,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,Mur ligase middle domain
NCTC13441_03900	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase,UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase,Folylpolyglutamate synthase,UDP-N-acetylmuramyl-tripeptide synthetase,Mur ligase middle domain
NCTC13441_03901	Peptidoglycan synthase FtsI precursor,peptidoglycan synthase FtsI,Membrane carboxypeptidase/penicillin-binding protein,stage V sporulation protein D,Penicillin binding protein transpeptidase domain
NCTC13441_03902	Cell division protein FtsL,cell division protein FtsL,Cell division protein,cell division protein FtsL,Cell division protein FtsL
NCTC13441_03903	Ribosomal RNA small subunit methyltransferase H,16S rRNA m(4)C1402 methyltranserfase,S-adenosyl-methyltransferase MraW,MraW methylase family
NCTC13441_03908	HTH-type transcriptional regulator LeuO,leucine transcriptional activator,putative choline sulfate-utilization transcription factor,Bacterial regulatory helix-turn-helix protein, lysR family
NCTC13441_03921	Tripartite tricarboxylate transporter TctA family
NCTC13441_03923	Tripartite tricarboxylate transporter family receptor
NCTC13441_03924	Dihydrodipicolinate synthase,dihydrodipicolinate synthase,dihydrodipicolinate synthase,Dihydrodipicolinate synthetase family
NCTC13441_03925	Ribokinase,ribokinase,ADP-heptose synthase, bifunctional sugar kinase/adenylyltransferase,ribokinase,pfkB family carbohydrate kinase
NCTC13441_03934	Organic solvent tolerance protein,LPS assembly outer membrane complex protein LptD,Organic solvent tolerance protein OstA,lipopolysaccharide transport periplasmic protein LptA,Organic solvent tolerance protein
NCTC13441_03950	L-carnitine/gamma-butyrobetaine antiporter,L-carnitine/gamma-butyrobetaine antiporter,transporter, betaine/carnitine/choline transporter (BCCT) family,BCCT family transporter
NCTC13441_03956	DNA-binding transcriptional activator CaiF,Protein of unknown function (DUF1401)
NCTC13441_03957	hypothetical protein
NCTC13441_03960	Dihydrodipicolinate reductase,dihydrodipicolinate reductase,Dihydrodipicolinate reductase,dihydrodipicolinate reductase,Dihydrodipicolinate reductase, C-terminus
NCTC13441_03963	4-hydroxy-3-methylbut-2-enyl diphosphate reductase,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,LytB protein
NCTC13441_03965	Lipoprotein signal peptidase,lipoprotein signal peptidase,signal peptidase II,Signal peptidase (SPase) II
NCTC13441_03966	Isoleucine--tRNA ligase,isoleucyl-tRNA synthetase,Isoleucyl-tRNA synthetase,isoleucine--tRNA ligase,tRNA synthetases class I (I, L, M and V)
NCTC13441_03967	Riboflavin biosynthesis protein ribF,bifunctional riboflavin kinase/FMN adenylyltransferase,FAD synthase,riboflavin biosynthesis protein RibF,FAD synthetase
NCTC13441_03968	30S ribosomal protein S20,30S ribosomal protein S20,Ribosomal protein S20,ribosomal protein S20,Ribosomal protein S20
NCTC13441_03969	Inner membrane symporter yihP,putative symporter YagG,sugar (Glycoside-Pentoside-Hexuronide) transporter,Major Facilitator Superfamily
NCTC13441_03973	hypothetical protein
NCTC13441_03974	Arylsulfatase precursor,arylsulfatase,Phosphoglycerol transferase and related proteins, alkaline phosphatase superfamily,choline-sulfatase,Sulfatase
NCTC13441_03975	hypothetical protein,Nucleoside-specific channel-forming protein, Tsx
NCTC13441_03979	Heat shock protein 70,molecular chaperone DnaK,Ethanolamine utilization protein, possible chaperonin,chaperone protein DnaK,Hsp70 protein
NCTC13441_03993	Dye resistance protein,two-component response regulator,Response regulator containing a CheY-like receiver domain and an HD-GYP domain,phosphate regulon transcriptional regulatory protein PhoB,Response regulator receiver domain
NCTC13441_04023	DNA polymerase III subunit psi,DNA polymerase III subunit psi,DNA polymerase III, psi subunit,DNA polymerase III, psi subunit,DNA polymerase III psi subunit
NCTC13441_04030	Transcriptional activator protein BglJ,DNA-binding transcriptional activator BglJ,Response regulator,Bacterial regulatory proteins, luxR family
NCTC13441_04031	Putative transcription factor YjjQ,DNA-binding transcriptional activator BglJ,Bacterial regulatory proteins, luxR family
NCTC13441_04034	Primosomal protein I,primosomal protein DnaI,Pyocin large subunit
NCTC13441_04035	DNA replication protein dnaC,DNA replication protein DnaC,DNA replication protein,chromosomal replication initiator protein DnaA,IstB-like ATP binding protein
NCTC13441_04039	transcriptional regulator NanR,Transcriptional regulators,phosphonate utilization associated transcriptional regulator,Bacterial regulatory proteins, gntR family
NCTC13441_04046	Protein of unknown function (DUF497)
NCTC13441_04067	Anti-adapter protein iraD,DNA replication/recombination/repair protein,type VI secretion system lysozyme-like protein,Gene 25-like lysozyme
NCTC13441_04077	Outer membrane usher protein fimD precursor,outer membrane usher protein,Fimbrial Usher protein
NCTC13441_04078	Chaperone protein fimC precursor,fimbrial chaperone protein FimC,Gram-negative pili assembly chaperone, N-terminal domain
NCTC13441_04079	Type-1A pilin,fimbrial protein FimI,P pilus assembly protein, pilin FimA,Fimbrial protein
NCTC13441_04080	Fimbrial subunit type 1 precursor,type-1 fimbrial protein subunit A,P pilus assembly protein, pilin FimA,Fimbrial protein
NCTC13441_04081	Tyrosine recombinase XerC,tyrosine recombinase,Site-specific recombinase XerD,tyrosine recombinase XerD,Phage integrase family
NCTC13441_04085	Porin NanC,outer membrane porin L,Oligogalacturonate-specific porin protein (KdgM)
NCTC13441_04086	N-acetylneuraminate epimerase precursor,N-acetylneuraminic acid mutarotase,mutatrotase, YjhT family,Kelch motif
NCTC13441_04087	Domain of unknown function (DUF303)
NCTC13441_04088	putative DNA helicase
NCTC13441_04090	Integrase core domain
NCTC13441_04105	5-keto-D-gluconate transporter,high-affinity gluconate transporter,H+/gluconate symporter and related permeases,transporter, gluconate:H+ symporter (GntP) family,GntP family permease
NCTC13441_04107	Putative glucose uptake permease,Fatty acid elongase 3-ketoacyl-CoA synthase 1
