EMBL_ACC	LEN_(MB)	LEN_(BPs)	NUM_GENES	GC_CONTENT	NCBI_TAXONOMY	SPECIES_NAME	DESCRIPTION
CP002669.1	0.8MB	829709	107953	0.26	Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.	Mycoplasma hyorhinis MCLD	Mycoplasma hyorhinis MCLD, complete genome.
CP002671.1	1.0MB	1046087	216220	0.41	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;Chlamydia/Chlamydophila group; Chlamydia.	Chlamydia trachomatis RC-F/69	Chlamydia trachomatis RC-F/69, complete genome.
CP002672.1	1.0MB	1038817	214721	0.41	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;Chlamydia/Chlamydophila group; Chlamydia.	Chlamydia trachomatis RC-L2(s)/46	Chlamydia trachomatis RC-L2(s)/46, complete genome.
CP002673.1	1.1MB	1083893	225744	0.42	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;Chlamydia/Chlamydophila group; Chlamydia.	Chlamydia trachomatis RC-F(s)/852	Chlamydia trachomatis RC-F(s)/852, complete genome.
CP002674.1	1.0MB	1038797	214794	0.41	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;Chlamydia/Chlamydophila group; Chlamydia.	Chlamydia trachomatis RC-J/943	Chlamydia trachomatis RC-J/943, complete genome.
CP002675.1	1.0MB	1038792	214751	0.41	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;Chlamydia/Chlamydophila group; Chlamydia.	Chlamydia trachomatis RC-J/953	Chlamydia trachomatis RC-J/953, complete genome.
CP002676.1	1.0MB	1046171	216186	0.41	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;Chlamydia/Chlamydophila group; Chlamydia.	Chlamydia trachomatis RC-L2(s)/3	Chlamydia trachomatis RC-L2(s)/3, complete genome.
CP002677.1	1.1MB	1083842	225720	0.42	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;Chlamydia/Chlamydophila group; Chlamydia.	Chlamydia trachomatis RC-F(s)/342	Chlamydia trachomatis RC-F(s)/342, complete genome.
CP002678.1	1.1MB	1061854	220507	0.41	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;Chlamydia/Chlamydophila group; Chlamydia.	Chlamydia trachomatis RC-J(s)/122	Chlamydia trachomatis RC-J(s)/122, complete genome.
CP002679.1	1.0MB	1038839	214748	0.41	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;Chlamydia/Chlamydophila group; Chlamydia.	Chlamydia trachomatis RC-J/966	Chlamydia trachomatis RC-J/966, complete genome.
CP002680.1	1.1MB	1080953	225142	0.42	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;Chlamydia/Chlamydophila group; Chlamydia.	Chlamydia trachomatis J/6276tet1	Chlamydia trachomatis J/6276tet1, complete genome.
CP002681.1	1.0MB	1038442	214700	0.41	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;Chlamydia/Chlamydophila group; Chlamydia.	Chlamydia trachomatis RC-J/971	Chlamydia trachomatis RC-J/971, complete genome.
CP002682.1	1.0MB	1038870	214749	0.41	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;Chlamydia/Chlamydophila group; Chlamydia.	Chlamydia trachomatis RC-L2/55	Chlamydia trachomatis RC-L2/55, complete genome.
CP002683.1	2.3MB	2322224	488204	0.42	Bacteria; Thermodesulfobacteria; Thermodesulfobacteriales;Thermodesulfobacteriaceae; Thermodesulfatator.	Thermodesulfatator indicus DSM 15286	Thermodesulfatator indicus DSM 15286, complete genome.
CP002689.1	2.2MB	2186370	576922	0.52	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae;Porphyromonas.	Porphyromonas asaccharolytica DSM 20707	Porphyromonas asaccharolytica DSM 20707, complete genome.
CP002690.1	1.9MB	1898865	326947	0.34	Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales;Thermodesulfobiaceae; Thermodesulfobium.	Thermodesulfobium narugense DSM 14796	Thermodesulfobium narugense DSM 14796, complete genome.
CP002691.1	8.4MB	8371686	1975953	0.47	Bacteria; Bacteroidetes; Sphingobacteriia; Sphingobacteriales;Saprospiraceae; Haliscomenobacter.	Haliscomenobacter hydrossis DSM 1100	Haliscomenobacter hydrossis DSM 1100, complete genome.
CP002695.1	4.1MB	4124236	1400967	0.68	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Alcaligenaceae; Bordetella.	Bordetella pertussis CS	Bordetella pertussis CS, complete genome.
CP002696.1	3.1MB	3055580	786282	0.51	Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Treponema.	Treponema brennaborense DSM 12168	Treponema brennaborense DSM 12168, complete genome.
CP002697.1	0.6MB	643504	82288	0.25	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Buchnera.	Buchnera aphidicola str. USDA (Myzus persicae)	Buchnera aphidicola str. USDA (Myzus persicae), complete genome.
CP002699.1	0.6MB	643502	82289	0.25	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Buchnera.	Buchnera aphidicola str. W106 (Myzus persicae)	Buchnera aphidicola str. W106 (Myzus persicae), complete genome.
CP002701.1	0.6MB	643517	82280	0.25	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Buchnera.	Buchnera aphidicola str. G002 (Myzus persicae)	Buchnera aphidicola str. G002 (Myzus persicae), complete genome.
CP002703.1	0.6MB	643510	82289	0.25	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Buchnera.	Buchnera aphidicola str. F009 (Myzus persicae)	Buchnera aphidicola str. F009 (Myzus persicae), complete genome.
CP002725.1	1.7MB	1726519	356034	0.41	Bacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae;Gardnerella.	Gardnerella vaginalis HMP9231	Gardnerella vaginalis HMP9231, complete genome.
CP002727.1	4.9MB	4920769	1564559	0.64	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Pseudomonadaceae; Pseudomonas.	Pseudomonas fulva 12-X	Pseudomonas fulva 12-X, complete genome.
CP002728.1	2.8MB	2759867	518086	0.38	Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales;Thermoanaerobacteraceae; Tepidanaerobacter.	Tepidanaerobacter acetatoxydans Re1	Tepidanaerobacter acetatoxydans Re1, complete genome.
CP002729.1	5.2MB	5186416	1315412	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Escherichia.	Escherichia coli UMNK88	Escherichia coli UMNK88, complete genome.
CP002734.1	3.4MB	3449360	1139333	0.66	Bacteria; Actinobacteria; Propionibacteriales; Propionibacteriaceae;Propionibacterium.	Propionibacterium propionicum F0230a	Propionibacterium propionicum F0230a, complete genome.
CP002735.1	6.7MB	6685842	2232303	0.67	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Comamonadaceae; Delftia.	Delftia sp. Cs1-4	Delftia sp. Cs1-4, complete genome.
CP002736.1	2.9MB	2892255	674126	0.47	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae;Desulfotomaculum.	Desulfotomaculum nigrificans CO-1-SRB	Desulfotomaculum carboxydivorans CO-1-SRB, complete genome.
CP002738.1	5.1MB	5051681	1298382	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Methylococcales;Methylococcaceae; Methylomonas.	Methylomonas methanica MC09	Methylomonas methanica MC09, complete genome.
CP002739.1	2.5MB	2534358	448335	0.35	Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales;Thermoanaerobacterales Family III. Incertae Sedis; Thermoanaerobacterium.	Thermoanaerobacterium xylanolyticum LX-11	Thermoanaerobacterium xylanolyticum LX-11, complete genome.
CP002740.1	3.7MB	3671982	1147854	0.63	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae;Sinorhizobium/Ensifer group; Sinorhizobium.	Sinorhizobium meliloti BL225C	Sinorhizobium meliloti BL225C, complete genome.
CP002743.1	2.3MB	2327492	684207	0.59	Bacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae;Bifidobacterium.	Bifidobacterium breve ACS-071-V-Sch8b	Bifidobacterium breve ACS-071-V-Sch8b, complete genome.
CP002744.1	1.2MB	1163362	226214	0.39	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;Chlamydia/Chlamydophila group; Chlamydia.	Chlamydia psittaci Mat116	Chlamydophila psittaci Mat116, complete genome.
CP002745.1	5.2MB	5186898	1543474	0.60	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Oxalobacteraceae; Collimonas.	Collimonas fungivorans Ter331	Collimonas fungivorans Ter331, complete genome.
CP002746.1	0.9MB	900755	128610	0.29	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borreliella.	Borreliella bissettii DN127	Borrelia bissettii DN127, complete genome.
CP002764.1	2.1MB	2113023	399682	0.38	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae;Lactobacillus.	Lactobacillus kefiranofaciens ZW3	Lactobacillus kefiranofaciens ZW3, complete genome.
CP002767.1	5.1MB	5066051	1172011	0.46	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;Shewanellaceae; Shewanella.	Shewanella baltica BA175	Shewanella baltica BA175, complete genome.
CP002770.1	3.6MB	3601386	982031	0.55	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae;Desulfotomaculum.	Desulfotomaculum kuznetsovii DSM 6115	Desulfotomaculum kuznetsovii DSM 6115, complete genome.
CP002771.1	3.9MB	3899940	862409	0.44	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales;Marinomonas.	Marinomonas posidonica IVIA-Po-181	Marinomonas posidonica IVIA-Po-181, complete genome.
CP002773.1	5.4MB	5442880	1519904	0.56	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Serratia.	Serratia plymuthica AS9	Serratia plymuthica AS9, complete genome.
CP002774.1	5.4MB	5443009	1519941	0.56	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Serratia.	Serratia sp. AS12	Serratia sp. AS12, complete genome.
CP002775.1	5.4MB	5442549	1519798	0.56	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Serratia.	Serratia sp. AS13	Serratia sp. AS13, complete genome.
CP002776.1	1.9MB	1932455	452820	0.47	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales;Piscirickettsiaceae; Thioalkalimicrobium.	Thioalkalimicrobium cyclicum ALM1	Thioalkalimicrobium cyclicum ALM1, complete genome.
CP002777.1	1.9MB	1863201	643914	0.69	Bacteria; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Thermus.	Thermus thermophilus SG0.5JP17-16	Thermus thermophilus SG0.5JP17-16, complete genome.
CP002780.1	4.0MB	3969014	943083	0.47	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae;Desulfotomaculum.	Desulfotomaculum ruminis DSM 2154	Desulfotomaculum ruminis DSM 2154, complete genome.
CP002781.1	3.8MB	3820344	1192536	0.63	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae;Sinorhizobium/Ensifer group; Sinorhizobium.	Sinorhizobium meliloti AK83	Sinorhizobium meliloti AK83 chromosome 1, complete sequence.
CP002782.1	1.7MB	1680879	522646	0.62	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae;Sinorhizobium/Ensifer group; Sinorhizobium.	Sinorhizobium meliloti AK83	Sinorhizobium meliloti AK83 chromosome 2, complete sequence.
CP002783.1	1.3MB	1312480	390666	0.60	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae;Sinorhizobium/Ensifer group; Sinorhizobium.	Sinorhizobium meliloti AK83	Sinorhizobium meliloti AK83 chromosome 3, complete sequence.
CP002786.1	4.7MB	4738809	1478070	0.62	Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae;Amycolicicoccus.	Amycolicicoccus subflavus DQS3-9A1	Amycolicicoccus subflavus DQS3-9A1, complete genome.
CP002789.1	4.9MB	4941214	1613884	0.65	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales;Xanthomonadaceae; Xanthomonas.	Xanthomonas campestris pv. raphani 756C	Xanthomonas campestris pv. raphani 756C, complete genome.
CP002790.1	2.5MB	2502095	663747	0.53	Bacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae;Corynebacterium.	Corynebacterium ulcerans 809	Corynebacterium ulcerans 809, complete genome.
CP002791.1	2.6MB	2606374	690762	0.53	Bacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae;Corynebacterium.	Corynebacterium ulcerans BR-AD22	Corynebacterium ulcerans BR-AD22, complete genome.
CP002794.1	2.4MB	2385301	715072	0.60	Bacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae;Bifidobacterium.	Bifidobacterium longum subsp. longum KACC 91563	Bifidobacterium longum subsp. longum KACC 91563, complete genome.
CP002797.2	5.0MB	4971461	1271726	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Escherichia.	Escherichia coli NA114	Escherichia coli NA114, complete genome.
CP002798.1	3.1MB	3080818	987252	0.64	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales;Sphingomonadaceae; Sphingobium.	Sphingobium chlorophenolicum L-1	Sphingobium chlorophenolicum L-1 chromosome 1, complete sequence.
CP002799.1	1.4MB	1368670	433846	0.64	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales;Sphingomonadaceae; Sphingobium.	Sphingobium chlorophenolicum L-1	Sphingobium chlorophenolicum L-1 chromosome 2, complete sequence.
CP002801.1	5.3MB	5323186	1864807	0.70	Bacteria; Actinobacteria; Frankiales; Frankiaceae; Frankia.	Frankia symbiont of Datisca glomerata	Frankia symbiont of Datisca glomerata, complete genome.
CP002804.1	1.2MB	1169374	227287	0.39	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;Chlamydia/Chlamydophila group; Chlamydia.	Chlamydia psittaci C19/98	Chlamydophila psittaci C19/98, complete genome.
CP002805.1	1.2MB	1172197	227906	0.39	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;Chlamydia/Chlamydophila group; Chlamydia.	Chlamydia psittaci 01DC11	Chlamydophila psittaci 01DC11, complete genome.
CP002806.1	1.2MB	1172182	227905	0.39	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;Chlamydia/Chlamydophila group; Chlamydia.	Chlamydia psittaci 02DC15	Chlamydophila psittaci 02DC15, complete genome.
CP002807.1	1.2MB	1172032	227886	0.39	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;Chlamydia/Chlamydophila group; Chlamydia.	Chlamydia psittaci 08DC60	Chlamydophila psittaci 08DC60, complete genome.
CP002808.1	1.2MB	1155937	224468	0.39	Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.	Mycoplasma haemofelis Ohio2	Mycoplasma haemofelis Ohio2, complete genome.
CP002810.1	3.3MB	3307740	1220458	0.74	Bacteria; Actinobacteria; Micrococcales; Promicromonosporaceae;Isoptericola.	Isoptericola variabilis 225	Isoptericola variabilis 225, complete genome.
CP002811.1	5.2MB	5242964	1212014	0.46	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;Shewanellaceae; Shewanella.	Shewanella baltica OS117	Shewanella baltica OS117, complete genome.
CP002815.1	2.6MB	2560282	767317	0.60	Bacteria; Actinobacteria; Propionibacteriales; Propionibacteriaceae;Propionibacterium.	Propionibacterium acnes 6609	Propionibacterium acnes 6609, complete genome.
CP002816.1	3.0MB	2976163	565112	0.38	Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.	Listeria monocytogenes M7	Listeria monocytogenes M7, complete genome.
CP002819.1	3.5MB	3481091	1160919	0.67	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Burkholderiaceae; Ralstonia.	Ralstonia solanacearum Po82	Ralstonia solanacearum Po82, complete genome.
CP002821.1	3.5MB	3539447	1106669	0.63	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;Bradyrhizobiaceae; Oligotropha.	Oligotropha carboxidovorans OM4	Oligotropha carboxidovorans OM4, complete genome.
CP002824.1	5.3MB	5280350	1446996	0.55	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;Enterobacteriaceae; Enterobacter.	Enterobacter aerogenes KCTC 2190	Enterobacter aerogenes KCTC 2190, complete genome.
CP002825.1	3.3MB	3296168	509719	0.31	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;Flavobacteriaceae; Lacinutrix.	Lacinutrix sp. 5H-3-7-4	Lacinutrix sp. 5H-3-7-4, complete genome.
CP002826.1	3.6MB	3595748	1122918	0.62	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;Bradyrhizobiaceae; Oligotropha.	Oligotropha carboxidovorans OM5	Oligotropha carboxidovorans OM5, complete genome.
CP002829.1	1.6MB	1634377	253558	0.31	Bacteria; Thermodesulfobacteria; Thermodesulfobacteriales;Thermodesulfobacteriaceae; Thermodesulfobacterium.	Thermodesulfobacterium geofontis OPF15	Thermodesulfobacterium geofontis OPF15, complete genome.
CP002830.1	9.0MB	9003593	3185508	0.71	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales;Cystobacterineae; Myxococcaceae; Myxococcus.	Myxococcus fulvus HW-1	Myxococcus fulvus HW-1, complete genome.
CP002831.1	4.3MB	4345237	1001316	0.46	Bacteria; Bacteroidetes; Sphingobacteriia; Sphingobacteriales;Saprospiraceae; Saprospira.	Saprospira grandis str. Lewin	Saprospira grandis str. Lewin, complete genome.
CP002835.1	3.9MB	3893306	860727	0.44	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Geobacillus.	Geobacillus thermoglucosidasius C56-YS93	Geobacillus thermoglucosidasius C56-YS93, complete genome.
CP002844.1	2.3MB	2264399	445131	0.39	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae;Lactobacillus.	Lactobacillus reuteri SD2112	Lactobacillus reuteri SD2112, complete genome.
CP002850.1	2.0MB	2021773	463194	0.46	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales;Sphingomonadaceae; Zymomonas.	Zymomonas mobilis subsp. mobilis ATCC 10988	Zymomonas mobilis subsp. mobilis ATCC 10988, complete genome.
CP002857.1	2.6MB	2601311	739274	0.57	Bacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae;Corynebacterium.	Corynebacterium resistens DSM 45100	Corynebacterium resistens DSM 45100, complete genome.
CP002858.1	2.5MB	2526590	487144	0.38	Bacteria; Deferribacteres; Deferribacterales; Deferribacteraceae;Flexistipes.	Flexistipes sinusarabici DSM 4947	Flexistipes sinusarabici DSM 4947, complete genome.
CP002859.1	6.6MB	6568739	1526550	0.47	Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Runella.	Runella slithyformis DSM 19594	Runella slithyformis DSM 19594, complete genome.
CP002865.1	2.0MB	1989865	433422	0.44	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales;Sphingomonadaceae; Zymomonas.	Zymomonas mobilis subsp. pomaceae ATCC 29192	Zymomonas mobilis subsp. pomaceae ATCC 29192, complete genome.
CP002868.1	3.2MB	3239340	740972	0.46	Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Treponema.	Treponema caldarium DSM 7334	Treponema caldarium DSM 7334, complete genome.
CP002869.1	8.7MB	8663821	2518323	0.58	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus.	Paenibacillus mucilaginosus KNP414	Paenibacillus mucilaginosus KNP414, complete genome.
CP002870.1	6.0MB	5984790	1862292	0.62	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Pseudomonadaceae; Pseudomonas.	Pseudomonas putida S16	Pseudomonas putida S16, complete genome.
CP002871.1	4.4MB	4407929	1443043	0.66	Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae;Mycobacterium; Mycobacterium tuberculosis complex.	Mycobacterium tuberculosis HKBS1	Mycobacterium tuberculosis HKBS1, complete genome.
CP002872.1	2.0MB	2035931	351042	0.33	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales;Francisellaceae; Francisella.	Francisella sp. TX077308	Francisella sp. TX077308, complete genome.
CP002873.1	2.6MB	2555556	357081	0.28	Bacteria; Spirochaetes; Brachyspirales; Brachyspiraceae; Brachyspira.	Brachyspira pilosicoli P43/6/78	Brachyspira pilosicoli P43/6/78, complete genome.
CP002874.1	3.3MB	3304788	448159	0.27	Bacteria; Spirochaetes; Brachyspirales; Brachyspiraceae; Brachyspira.	Brachyspira intermedia PWS/A	Brachyspira intermedia PWS/A, complete genome.
CP002876.1	3.8MB	3783444	861970	0.45	Bacteria; Proteobacteria; Betaproteobacteria; Nitrosomonadales;Nitrosomonadaceae; Nitrosomonas.	Nitrosomonas sp. Is79A3	Nitrosomonas sp. Is79A3, complete genome.
CP002877.1	3.9MB	3872936	1288611	0.66	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Burkholderiaceae; Cupriavidus.	Cupriavidus necator N-1	Cupriavidus necator N-1 chromosome 1, complete sequence.
CP002878.1	2.7MB	2684606	895121	0.67	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Burkholderiaceae; Cupriavidus.	Cupriavidus necator N-1	Cupriavidus necator N-1 chromosome 2, complete sequence.
CP002881.1	4.5MB	4547930	1448827	0.64	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Pseudomonadaceae; Pseudomonas.	Pseudomonas stutzeri ATCC 17588 = LMG 11199	Pseudomonas stutzeri ATCC 17588 = LMG 11199, complete genome.
CP002882.1	4.4MB	4401899	1441455	0.66	Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae;Mycobacterium; Mycobacterium tuberculosis complex.	Mycobacterium tuberculosis BT2	Mycobacterium tuberculosis BT2, complete genome.
CP002883.1	4.4MB	4399405	1439678	0.66	Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae;Mycobacterium; Mycobacterium tuberculosis complex.	Mycobacterium tuberculosis BT1	Mycobacterium tuberculosis BT1, complete genome.
