Gene	Product	log(ii/essentiality_threshold)														Locus tag														Number of copies of gene in the genome														path_id	path_name
		Enterobacter.cloacae.NCTC.9394	Klebsiella.pneumoniae.Ecl8	Klebsiella.pneumoniae.RH201207	Citrobacter.rodentium.ICC168	Salmonella.typhimurium.SL1344	Salmonella.typhimurium.SL3261	Salmonella.typhimurium.D23580	Salmonella.typhimurium.A130	Salmonella.enteritidis.P125109	Salmonella.Typhi.Ty2	Escherichia.coli.EC958	Escherichia.coli.ST131	Escherichia.coli.BW25113	Escherichia.coli.MG1655	Enterobacter.cloacae.NCTC.9394	Klebsiella.pneumoniae.Ecl8	Klebsiella.pneumoniae.RH201207	Citrobacter.rodentium.ICC168	Salmonella.typhimurium.SL1344	Salmonella.typhimurium.SL3261	Salmonella.typhimurium.D23580	Salmonella.typhimurium.A130	Salmonella.enteritidis.P125109	Salmonella.Typhi.Ty2	Escherichia.coli.EC958	Escherichia.coli.ST131	Escherichia.coli.BW25113	Escherichia.coli.MG1655	Enterobacter.cloacae.NCTC.9394	Klebsiella.pneumoniae.Ecl8	Klebsiella.pneumoniae.RH201207	Citrobacter.rodentium.ICC168	Salmonella.typhimurium.SL1344	Salmonella.typhimurium.SL3261	Salmonella.typhimurium.D23580	Salmonella.typhimurium.A130	Salmonella.enteritidis.P125109	Salmonella.Typhi.Ty2	Escherichia.coli.EC958	Escherichia.coli.ST131	Escherichia.coli.BW25113	Escherichia.coli.MG1655		
ubiF	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	-1.3076357922	1.5790638956	-0.57688836	0.6102966587	0.1818653797	-2.0548700636	-0.562516708	-4.5	-1.8063898936	-4.5	1.0767295723	0.3462483889	0.8761825926	4.5	ENC_20540	BN373_12671	ERS227112_03129	ROD_06751	SL1344_0660	SL3261_0660	STMMW_07361	STM_MW07361	SEN0640	t2202	EC958_0780	NCTC13441_03335	BW25113_0662	b0662	3	3	3	3	3	3	3	3	3	3	3	3	3	3	eco01100	Metabolic pathways 
ubiG	3-demethylubiquinone-9 3-O-methyltransferase	X	0.0574763804	-4.5	-1.3408873243	-1.9603073887	-4.5	-4.5	-4.5	-1.9911304195	-4.5	-4.5	-4.5	-4.5	4.5	X	BN373_32521	ERS227112_03938	ROD_23541	SL1344_2245	SL3261_2245	STMMW_23001	STM_MW23001	SEN2258	t0588	EC958_2568	NCTC13441_01476	BW25113_2232	b2232	3	5	4	5	5	5	5	5	4	4	7	7	7	7	eco01100	Metabolic pathways 
ubiH	2-octaprenyl-6-methoxyphenol hydroxylase /2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	-1.4711579972	0.528824968	-4.5	0.252237597	-0.1769929839	-1.8549189906	-1.3192162382	-4.5	-2.9277617467	-2.3602156965	0.2422457729	-0.3179736905	-0.8597249118	4.5	ENC_31470	BN373_40071	ERS227112_01323	ROD_49261	SL1344_3033	SL3261_3033	STMMW_30171	STM_MW30171	SEN2900	t2975	EC958_3188	NCTC13441_00849	BW25113_2907	b2907	3	3	3	3	3	3	3	3	3	3	3	3	3	3	eco01100	Metabolic pathways 
ubiX	3-octaprenyl-4hydroxybenzoate decarboxylase	-0.3368676833	1.8784901241	-1.1750986406	-4.5	1.3111752218	1.1636849338	1.8140750477	0.8447898064	1.0899162397	0.9166845229	0.5029817262	-0.9035949951	-4.5	4.5	ENC_38970	BN373_33111	ERS227112_03878	ROD_27191	SL1344_2325	SL3261_2325	STMMW_23781	STM_MW23781	SEN2338	t0508	EC958_2646	NCTC13441_01400	BW25113_2311	b2311	2	2	2	2	2	2	2	2	2	2	1	1	1	1	eco01100	Metabolic pathways 
ugd	UDP-glucose 6-dehydrogenase	-4.5	0.5196473307	0.2896371333	3.1503619667	2.1182923649	2.6411389689	2.6466375663	3.2897082936	2.834824785	3.6084339541	2.5360803023	3.0495476577	3.108833152	4.5	ENC_506added	BN373_30991	ERS227112_04086	ROD_21661	SL1344_2057	SL3261_2057	STMMW_21111	STM_MW21111	SEN2079	t0793	EC958_2369	NCTC13441_01684	BW25113_2028	b2028	2	2	2	2	2	2	2	2	2	3	2	2	2	2	eco01100	Metabolic pathways 
waaA	3-deoxy-D-manno-octulosonic acid transferase	-4.5	-1.2795086573	-1.610137928	-4.5	-2.8448561424	-4.5	-4.5	-4.5	-3.2047522778	-4.5	-3.0151250799	-4.5	-2.1634744735	-4.5	ENC_25added	BN373_46151	ERS227112_00605	ROD_41831	SL1344_3690	SL3261_3690	STMMW_37131	STM_MW37131	SEN3546	t3794	EC958_4041	NCTC13441_00050	BW25113_3633	b3633	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01100	Metabolic pathways 
waaU	lipopolysaccharide core biosynthesis	X	X	3.0570360868	X	X	X	X	X	X	X	1.2567546877	2.4772975825	2.4592921174	-4.5	X	X	ERS227112_00611	X	X	X	X	X	X	X	EC958_4030	NCTC13441_00061	BW25113_3623	b3623	0	1	2	0	0	0	0	0	0	0	2	2	2	2	eco01100	Metabolic pathways 
eno	enolase	-4.5	-0.4138866294	-4.5	-1.4691359872	-4.5	-4.5	-4.5	-1.5505985829	-1.492243699	-4.5	0.3965460498	-2.1593127492	-4.5	-4.5	ENC_30220	BN373_37671	ERS227112_01537	ROD_30351	SL1344_2931	SL3261_2931	STMMW_29151	STM_MW29151	SEN2791	t2853	EC958_3048	NCTC13441_00995	BW25113_2779	b2779	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00680	Methane metabolism 
fbaA	fructose-bisphosphate aldolase	X	-0.8946265231	-4.5	-4.5	-1.7958522457	-1.3666825203	-1.2360038199	-4.5	-0.9087222659	-2.3141521704	0.3985301564	-2.0147456354	-4.5	-4.5	X	BN373_40181	ERS227112_01311	ROD_50681	SL1344_3044	SL3261_3044	STMMW_30291	STM_MW30291	SEN2911	t2987	EC958_3204	NCTC13441_00831	BW25113_2925	b2925	0	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00680	Methane metabolism 
glyA	serine hydroxymethyltransferase	-1.5695471202	-1.3466417536	-4.5	1.6585957606	0.5563811839	1.5967618923	-4.5	0.4159777824	-1.2462443696	-0.154086078	-1.6046028481	-4.5	-4.5	4.5	ENC_37150	BN373_35341	ERS227112_00039	ROD_24931	SL1344_2517	SL3261_2517	STMMW_25721	STM_MW25721	SEN2535	t0301	EC958_2857	NCTC13441_01190	BW25113_2551	b2551	1	1	1	1	1	1	1	1	2	2	1	1	1	1	eco00680	Methane metabolism 
accA	acetyl-CoA carboxylase carboxyltransferase subunit alpha	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-2.0611159024	-4.5	-1.2947620187	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_47080	BN373_06901	ERS227112_02540	ROD_01881	SL1344_0233	SL3261_0233	STMMW_02381	STM_MW02381	SEN0239	t0233	EC958_0331	NCTC13441_03791	BW25113_0185	b0185	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01120	Microbial metabolism in diverse environments 
accB	biotin carboxyl carrier protein	-1.5570538888	-0.8371673697	-4.5	-4.5	-1.7106580789	-4.5	-4.5	X	-1.3214113017	-4.5	-4.5	-4.5	-0.8840421093	-4.5	ENC_35030	BN373_43051	ERS227112_00942	ROD_45591	SL1344_3352	SL3261_3352	STMMW_33771	X	SEN3213	t3294	EC958_3647	NCTC13441_00446	BW25113_3255	b3255	1	2	1	1	1	1	1	0	1	1	1	1	1	1	eco01120	Microbial metabolism in diverse environments 
accC	Biotin carboxylase	-2.1002628673	-4.5	-4.5	-1.5313932766	-2.6929607146	-2.7560792555	-1.2522391353	-4.5	-3.0661120384	-4.5	-2.1037791903	-4.5	-4.5	-4.5	ENC_35050	BN373_43061	ERS227112_00941	ROD_45581	SL1344_3353	SL3261_3353	STMMW_33781	STM_MW33781	SEN3214	t3295	EC958_3648	NCTC13441_00445	BW25113_3256	b3256	1	0	0	0	0	0	0	0	0	0	0	0	0	0	eco01120	Microbial metabolism in diverse environments 
accD	acetyl-CoA carboxylase carboxyltransferase subunit alpha	-4.5	-4.5	-4.5	-1.6843217266	-4.5	-4.5	-1.710090881	-4.5	-4.5	-4.5	-2.0109132603	-4.5	-4.5	-4.5	ENC_38910	BN373_33161	ERS227112_03873	ROD_27281	SL1344_2335	SL3261_2335	STMMW_23881	STM_MW23881	SEN2348	t0498	EC958_2651	NCTC13441_01395	BW25113_2316	b2316	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01120	Microbial metabolism in diverse environments 
aceE	pyruvate dehydrogenase E1 component, homodimeric type	1.2696037409	2.0437983264	0.2521806314	1.5864429927	0.110527517	0.9327913785	0.9535114205	-0.313692292	0.7746859797	-1.6050684544	0.8767102889	-0.3220568791	1.6059941799	4.5	ENC_46270	BN373_06081	ERS227112_02456	ROD_01201	SL1344_0152	SL3261_0152	STMMW_01581	STM_MW01581	SEN0156	t0158	EC958_0256	NCTC13441_03867	BW25113_0114	b0114	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01120	Microbial metabolism in diverse environments 
aceF	pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase, long form	0.9133373207	1.9203138271	-0.2331814339	1.2239036763	0	-0.0910065042	0.399763648	-0.30496167	0.3627593102	-2.6393038246	0.7595260314	-0.671923976	0.2989506555	4.5	ENC_46280	BN373_06091	ERS227112_02457	ROD_01211	SL1344_0153	SL3261_0153	STMMW_01591	STM_MW01591	SEN0157	t0159	EC958_0257	NCTC13441_03866	BW25113_0115	b0115	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01120	Microbial metabolism in diverse environments 
acnB	aconitase	2.6081987806	1.9876938234	-0.176944007	1.9375338145	2.2372075442	2.041201891	1.9328987963	0.9487358422	1.5308715912	0.3601897732	1.091651065	1.3066494234	1.9978960016	4.5	ENC_46340	BN373_06141	ERS227112_02462	ROD_01251	SL1344_0159	SL3261_0159	STMMW_01641	STM_MW01641	SEN0162	t0164	EC958_0260	NCTC13441_03863	BW25113_0118	b0118	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01120	Microbial metabolism in diverse environments 
alsK	D-allose kinase	2.3185268607	X	X	2.1848824583	X	X	X	X	X	X	2.2781801462	2.0864560912	1.7330614909	-4.5	ENC_05180	X	X	ROD_34691	X	X	X	X	X	X	EC958_4565	NCTC13441_04379	BW25113_4084	b4084	1	0	0	1	0	0	0	0	0	0	1	1	1	1	eco01120	Microbial metabolism in diverse environments 
asd	aspartate semialdehyde dehydrogenase	-2.6006232359	-1.0642164269	-4.5	-2.027308961	-2.7761227572	-2.8055279822	-2.6650798484	-4.5	-0.8980355883	-4.5	-2.0591453467	-4.5	-4.5	-4.5	ENC_26270	BN373_44371	ERS227112_00786	ROD_43921	SL1344_3506	SL3261_3506	STMMW_35281	STM_MW35281	SEN3363	t3981	EC958_3827	NCTC13441_00266	BW25113_3433	b3433	1	2	2	1	1	1	1	1	1	1	1	1	1	1	eco01120	Microbial metabolism in diverse environments 
cysE	serine O-acetyltransferase	1.0837095836	0.6573880502	-4.5	1.314346542	-0.0609862357	1.208573829	0.6949488336	-4.5	0.0564886806	1.3664611489	-0.259906167	-0.09312706	0.1859459267	4.5	ENC_02250	BN373_45931	ERS227112_00627	ROD_42091	SL1344_3665	SL3261_3665	STMMW_36871	STM_MW36871	SEN3521	t3820	EC958_4015	NCTC13441_00076	BW25113_3607	b3607	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01120	Microbial metabolism in diverse environments 
dapA	dihydrodipicolinate synthase	-4.5	-1.0326659276	-1.755275083	-4.5	-4.5	-4.5	-0.2582040824	-4.5	-1.1419139047	-4.5	-1.9570536408	-4.5	-4.5	4.5	ENC_37950	BN373_34711	ERS227112_03767	ROD_24271	SL1344_2452	SL3261_2452	STMMW_25071	STM_MW25071	SEN2468	t0370	EC958_2795	NCTC13441_01250	BW25113_2478	b2478	3	2	2	5	3	3	3	3	3	2	6	6	4	4	eco01120	Microbial metabolism in diverse environments 
dapB	dihydrodipicolinate reductase	-4.5	-4.5	-4.5	-4.5	-2.1918244843	-1.0459014275	-2.0378687187	-4.5	-0.9213020262	-4.5	-4.5	-4.5	-1.2672584222	4.5	ENC_45560	BN373_05241	ERS227112_02375	ROD_00341	SL1344_0065	SL3261_0065	STMMW_00651	STM_MW00651	SEN0065	t0066	EC958_0164	NCTC13441_03960	BW25113_0031	b0031	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01120	Microbial metabolism in diverse environments 
dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-0.3012831517	-4.5	-0.7151335424	-4.5	-4.5	4.5	ENC_46870	BN373_06701	ERS227112_02520	ROD_01691	SL1344_0214	SL3261_0214	STMMW_02191	STM_MW02191	SEN0219	t0214	EC958_0312	NCTC13441_03812	BW25113_0166	b0166	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01120	Microbial metabolism in diverse environments 
dapE	succinyldiaminopimelate desuccinylase	-4.5	-4.5	-4.5	-1.7124068477	-4.5	-2.0606213109	-1.2076347444	-0.9713157041	-1.8094679521	-4.5	-0.5771659116	-4.5	-4.5	4.5	ENC_38020	BN373_34641	ERS227112_03774	ROD_24201	SL1344_2446	SL3261_2446	STMMW_25021	STM_MW25021	SEN2462	t0376	EC958_2788	NCTC13441_01258	BW25113_2472	b2472	1	3	2	1	1	1	1	1	1	1	1	1	1	1	eco01120	Microbial metabolism in diverse environments 
dapF	diaminopimelate epimerase	1.3510488813	1.5881802739	2.608884139	-0.8627932363	-1.0756946321	0.5519342549	-2.447409834	0.1015249303	-0.5035644968	-4.5	1.6285710933	-4.5	-1.7754808583	4.5	ENC_01980	BN373_49331	ERS227112_01780	ROD_39421	SL1344_3901	SL3261_3901	STMMW_39181	STM_MW39181	SEN3744	t3350	EC958_4271	NCTC13441_04710	BW25113_3809	b3809	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01120	Microbial metabolism in diverse environments 
eno	enolase	-4.5	-0.4138866294	-4.5	-1.4691359872	-4.5	-4.5	-4.5	-1.5505985829	-1.492243699	-4.5	0.3965460498	-2.1593127492	-4.5	-4.5	ENC_30220	BN373_37671	ERS227112_01537	ROD_30351	SL1344_2931	SL3261_2931	STMMW_29151	STM_MW29151	SEN2791	t2853	EC958_3048	NCTC13441_00995	BW25113_2779	b2779	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01120	Microbial metabolism in diverse environments 
fbaA	fructose-bisphosphate aldolase	X	-0.8946265231	-4.5	-4.5	-1.7958522457	-1.3666825203	-1.2360038199	-4.5	-0.9087222659	-2.3141521704	0.3985301564	-2.0147456354	-4.5	-4.5	X	BN373_40181	ERS227112_01311	ROD_50681	SL1344_3044	SL3261_3044	STMMW_30291	STM_MW30291	SEN2911	t2987	EC958_3204	NCTC13441_00831	BW25113_2925	b2925	0	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01120	Microbial metabolism in diverse environments 
folD	methenyltetrahydrofolate cyclohydrolase /5,10-methylenetetrahydrofolate dehydrogenase (NADP+)	-2.1598109245	0.3760107936	-4.5	-0.3401239331	-2.0851081909	-1.8464942813	-0.5471772927	-4.5	-1.59235964	-1.627633436	-1.9200796599	-4.5	-4.5	-4.5	ENC_22180	BN373_09731	ERS227112_02835	ROD_05611	SL1344_0535	SL3261_0535	STMMW_06101	STM_MW06101	SEN0523	t2321	EC958_0668	NCTC13441_03446	BW25113_0529	b0529	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01120	Microbial metabolism in diverse environments 
gapA	glyceraldehyde-3-phosphate dehydrogenase	-4.5	-4.5	-4.5	-4.5	-1.9918123502	-4.5	-1.3420305258	-4.5	-0.9231260509	-4.5	0.1040114018	-4.5	-4.5	4.5	ENC_14760	BN373_18191	ERS227112_03665	ROD_12731	SL1344_1225	SL3261_1225	STMMW_12971	STM_MW12971	SEN1762	t1169	EC958_2001	NCTC13441_02101	BW25113_1779	b1779	3	3	4	3	2	2	2	2	2	2	3	3	3	3	eco01120	Microbial metabolism in diverse environments 
glyA	serine hydroxymethyltransferase	-1.5695471202	-1.3466417536	-4.5	1.6585957606	0.5563811839	1.5967618923	-4.5	0.4159777824	-1.2462443696	-0.154086078	-1.6046028481	-4.5	-4.5	4.5	ENC_37150	BN373_35341	ERS227112_00039	ROD_24931	SL1344_2517	SL3261_2517	STMMW_25721	STM_MW25721	SEN2535	t0301	EC958_2857	NCTC13441_01190	BW25113_2551	b2551	1	1	1	1	1	1	1	1	2	2	1	1	1	1	eco01120	Microbial metabolism in diverse environments 
icd	isocitrate dehydrogenase (NADP)	0.8975770359	0.3598895999	-4.5	0.1892814784	1.5591340033	1.4511651275	1.5375133499	0.2458733579	1.0905579873	-0.3658515076	-1.4498838492	-0.7604474198	1.2507240753	4.5	ENC_14990	BN373_17611	ERS227112_03614	ROD_12261	SL1344_1176	SL3261_1176	STMMW_12481	STM_MW12481	SEN1811	t1682	EC958_1333	NCTC13441_02776	BW25113_1136	b1136	2	3	4	5	2	2	2	2	2	2	2	2	3	3	eco01120	Microbial metabolism in diverse environments 
lpdA	dihydrolipoamide dehydrogenase	-1.3143918345	0.8016237362	-4.5	-0.6975769459	-0.7138162473	-2.5784884794	-0.2967405039	-1.6306134324	0.1672680032	-2.3528419954	-2.086324611	-4.5	0.6791219417	4.5	ENC_46290	BN373_06101	ERS227112_02458	ROD_01221	SL1344_0154	SL3261_0154	STMMW_01601	STM_MW01601	SEN0158	t0160	EC958_0258	NCTC13441_03865	BW25113_0116	b0116	3	4	5	3	4	4	4	4	4	4	5	5	4	4	eco01120	Microbial metabolism in diverse environments 
napB	nitrate reductase, small, cytochrome C550 subunit, periplasmic	X	X	X	2.2568436056	1.609881087	2.1639109961	1.694294412	-0.0406429965	1.5168342143	2.1974164785	1.7353242329	1.7232899508	2.1779335894	4.5	X	X	X	ROD_23341	SL1344_2226	SL3261_2226	STMMW_22811	STM_MW22811	SEN2239	t0608	EC958_2539	NCTC13441_01506	BW25113_2203	b2203	0	0	0	1	1	1	1	1	1	1	1	1	1	1	eco01120	Microbial metabolism in diverse environments 
paaB	phenylacetate-CoA oxygenase, PaaH subunit	1.3419564434	2.1506114833	2.0692172949	X	X	X	X	X	X	X	X	X	-4.5	4.5	ENC_11700	BN373_20251	ERS227112_05215	X	X	X	X	X	X	X	X	X	BW25113_1389	b1389	1	1	1	0	0	0	0	0	0	0	0	0	1	1	eco01120	Microbial metabolism in diverse environments 
paaD	phenylacetate-CoA oxygenase, PaaJ subunit	1.6934746206	2.583714354	2.2572139901	X	X	X	X	X	X	X	X	X	-4.5	4.5	ENC_11680	BN373_20271	ERS227112_05213	X	X	X	X	X	X	X	X	X	BW25113_1391	b1391	1	1	1	0	0	0	0	0	0	0	0	0	1	1	eco01120	Microbial metabolism in diverse environments 
paaK	Coenzyme F390 synthetase	1.7592844933	2.0953439151	1.8804117836	X	X	X	X	X	X	X	X	X	-1.1236078892	4.5	ENC_11600	BN373_20341	ERS227112_05206	X	X	X	X	X	X	X	X	X	BW25113_1398	b1398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	eco01120	Microbial metabolism in diverse environments 
pdxH	Pyridoxamine 5'-phosphate oxidase	1.1410551515	1.3739942866	0.7231165822	1.6454511401	2.1891726131	2.0372727656	1.6609161289	0.6524119867	1.110098441	-0.6810363211	1.6023526745	0.4795233295	1.1745303158	4.5	ENC_13090	BN373_25571	ERS227112_04698	ROD_14291	SL1344_1380	SL3261_1380	STMMW_14511	STM_MW14511	SEN1599	t1316	EC958_1861	NCTC13441_02243	BW25113_1638	b1638	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01120	Microbial metabolism in diverse environments 
pgk	phosphoglycerate kinase	-4.5	-4.5	-4.5	-4.5	-4.5	-2.5420557197	-1.7182595208	-1.6369693047	-0.8531566855	-2.3941554669	-0.2984816609	-4.5	-4.5	-4.5	ENC_31600	BN373_40191	ERS227112_01310	ROD_50671	SL1344_3045	SL3261_3045	STMMW_30301	STM_MW30301	SEN2912	t2988	EC958_3205	NCTC13441_00830	BW25113_2926	b2926	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01120	Microbial metabolism in diverse environments 
pgm	phosphoglucomutase, alpha-D-glucose phosphate-specific	2.2690768917	2.162081247	-2.0004477678	1.6717566386	1.9419050631	2.1633165308	1.6555595603	0.696654017	1.3928028389	-0.8805513848	2.0109983207	1.0469525082	1.85910321	4.5	ENC_20380	BN373_12821	ERS227112_03152	ROD_06961	SL1344_0680	SL3261_0680	STMMW_07561	STM_MW07561	SEN0662	t2177	EC958_0806	NCTC13441_03303	BW25113_0688	b0688	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01120	Microbial metabolism in diverse environments 
prs	ribose-phosphate pyrophosphokinase	-4.5	-0.7890031956	-4.5	-1.6230858323	-1.9107734895	-1.2895045012	-1.2711571467	-4.5	-1.5737769852	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_07550	BN373_28321	ERS227112_04430	ROD_18061	SL1344_1708	SL3261_1708	STMMW_17721	STM_MW17721	SEN1259	t1096	EC958_1475	NCTC13441_02635	BW25113_1207	b1207	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01120	Microbial metabolism in diverse environments 
rpiA	ribose 5-phosphate isomerase	1.9518005784	1.6165362	-1.5057629549	1.4229880801	-0.8963198796	-1.2767550432	0.8688065354	-0.3677491859	0.1302107411	-1.8022173381	0.4974311091	1.9714897883	1.3255999939	4.5	ENC_31530	BN373_40131	ERS227112_01316	ROD_49161	SL1344_3039	SL3261_3039	STMMW_30231	STM_MW30231	SEN2906	t2981	EC958_3194	NCTC13441_00841	BW25113_2914	b2914	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01120	Microbial metabolism in diverse environments 
sucA	2-oxoglutarate dehydrogenase E1 component	0.0405202214	1.3347492219	0.8800014659	1.3339850689	1.9094557589	1.3778558487	1.0270709132	0.6538368577	1.347248963	-1.3619047841	0.9881780534	0.8212862788	0.7278105644	4.5	ENC_20130	BN373_13051	ERS227112_03175	ROD_07231	SL1344_0718	SL3261_0718	STMMW_07931	STM_MW07931	SEN0686	t2140	EC958_0840	NCTC13441_03270	BW25113_0726	b0726	1	1	1	1	1	1	1	1	1	1	2	2	1	1	eco01120	Microbial metabolism in diverse environments 
sucB	2-oxoglutarate dehydrogenase E2 component	-2.3489032612	0.5829721443	0.9100561076	0.8034404187	1.466121871	1.2590553488	0.4583945079	-0.3014833051	1.039070445	-4.5	0.905361541	1.1770911777	0.5683076613	4.5	ENC_20120	BN373_13061	ERS227112_03176	ROD_07241	SL1344_0719	SL3261_0719	STMMW_07941	STM_MW07941	SEN0687	t2139	EC958_0841	NCTC13441_03269	BW25113_0727	b0727	1	3	1	1	1	1	1	1	1	1	2	2	1	1	eco01120	Microbial metabolism in diverse environments 
tktA	transketolase	1.0618405801	1.9858802308	1.64530687	2.0041488423	2.0606476469	1.6503095755	1.8017013499	1.1872829884	1.4627508166	-1.8516259556	1.5751694551	0.9303221118	1.9140807742	4.5	ENC_31720	BN373_40211	ERS227112_01308	ROD_50511	SL1344_3052	SL3261_3052	STMMW_30371	STM_MW30371	SEN2919	t2996	EC958_3220	NCTC13441_00816	BW25113_2935	b2935	2	3	2	3	2	2	2	2	2	2	3	3	2	2	eco01120	Microbial metabolism in diverse environments 
dam	DNA adenine methylase Dam	0.2158536089	2.4575546448	-4.5	2.662766588	2.3416714313	2.1250284453	2.5823274579	2.691899972	2.4683648818	2.5297160812	2.5338620844	2.4641592648	3.3201311623	4.5	ENC_25840	BN373_43951	ERS227112_00827	ROD_44361	SL1344_3451	SL3261_3451	STMMW_34741	STM_MW34741	SEN3310	t4022	EC958_3778	NCTC13441_00313	BW25113_3387	b3387	1	2	2	2	2	2	1	1	2	4	2	2	1	1	eco03430	Mismatch repair 
dnaE	DNA polymerase III, alpha subunit	-3.4188002012	-1.8034342907	-4.5	-2.9480867005	-3.4945953015	-4.5	-1.964627102	-4.5	-1.1348616836	-4.5	-2.8522112877	-3.1909592564	-2.654077532	-4.5	ENC_47070	BN373_06891	ERS227112_02539	ROD_01871	SL1344_0232	SL3261_0232	STMMW_02371	STM_MW02371	SEN0238	t0232	EC958_0330	NCTC13441_03792	BW25113_0184	b0184	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03430	Mismatch repair 
dnaN	DNA polymerase III, beta subunit	-4.5	-4.5	-1.926908783	-1.5703652445	-4.5	-4.5	-2.6959101474	-1.1302369152	-1.4867059604	-4.5	-4.5	-2.4737428643	-4.5	-4.5	ENC_03930	BN373_47481	ERS227112_00471	ROD_40261	SL1344_3804	SL3261_3804	STMMW_38221	STM_MW38221	SEN3654	t3682	EC958_4174	NCTC13441_04815	BW25113_3701	b3701	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03430	Mismatch repair 
dnaQ	DNA polymerase III, epsilon subunit	-1.3704429924	-0.9365809859	-4.5	-4.5	-0.1221187606	-1.8242858188	-0.3960961882	-4.5	0.7794375273	-4.5	0.1824227856	-0.9624394916	-0.0441091825	4.5	ENC_24790	BN373_07151	ERS227112_02570	ROD_02201	SL1344_0259	SL3261_0259	STMMW_02631	STM_MW02631	SEN0266	t2601	EC958_0358	NCTC13441_03761	BW25113_0215	b0215	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03430	Mismatch repair 
dnaX	DNA polymerase III, tau subunit	X	-4.5	-4.5	-4.5	-4.5	-2.6650808065	-2.3971176253	-4.5	-2.9866819648	-4.5	-1.6210362752	-4.5	-2.0791507575	-4.5	X	BN373_09401	ERS227112_02804A	ROD_05281	SL1344_0477	SL3261_0477	STMMW_05541	STM_MW05541	SEN0465	t2376	EC958_0609	NCTC13441_14added	BW25113_0470	b0470	0	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03430	Mismatch repair 
holA	DNA polymerase III, delta subunit	-4.5	-4.5	-1.5769120234	-4.5	-4.5	-1.9396110517	-4.5	-4.5	-1.719487311	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_20700	BN373_12521	ERS227112_03114	ROD_06601	SL1344_0634	SL3261_0634	STMMW_07111	STM_MW07111	SEN0615	t2221	EC958_0759	NCTC13441_03355	BW25113_0640	b0640	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03430	Mismatch repair 
holB	DNA polymerase III, delta prime subunit	-4.5	-4.5	-1.6136566404	-1.6734854293	-4.5	-0.9295435387	-1.5210699069	-4.5	-4.5	-4.5	-4.5	-1.6156914417	-0.3568020513	-4.5	ENC_15390	BN373_17111	ERS227112_03575	ROD_11611	SL1344_1138	SL3261_1138	STMMW_12101	STM_MW12101	SEN1848	t1719	EC958_1295	NCTC13441_02813	BW25113_1099	b1099	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03430	Mismatch repair 
holC	DNA polymerase III, chi subunit	-0.8144192811	0.8078819414	-4.5	-0.4049521631	1.5422724438	1.1613204379	-0.130104186	-4.5	1.5783937053	0.6239753478	1.6628569495	1.8149259946	-0.2627922671	4.5	ENC_34510	BN373_02811	ERS227112_02146	ROD_33251	SL1344_4406	SL3261_4406	STMMW_44221	STM_MW44221	SEN4229	t4511	EC958_4753	NCTC13441_04189	BW25113_4259	b4259	1	1	1	1	1	1	1	1	1	1	1	1	1	1	eco03430	Mismatch repair 
