Gene	Product	log(ii/essentiality+AF8-threshold)													Locus tag													Number of copies of gene in the genome													path+AF8-id	path+AF8-name
		Klebsiella.pneumoniae.Ecl8	Klebsiella.pneumoniae.RH201207	Citrobacter.rodentium.ICC168	Salmonella.typhimurium.SL1344	Salmonella.typhimurium.SL3261	Salmonella.typhimurium.D23580	Salmonella.typhimurium.A130	Salmonella.enteritidis.P125109	Salmonella.Typhi.Ty2	Escherichia.coli.EC958	Escherichia.coli.ST131	Escherichia.coli.BW25113	Escherichia.coli.MG1655	Klebsiella.pneumoniae.Ecl8	Klebsiella.pneumoniae.RH201207	Citrobacter.rodentium.ICC168	Salmonella.typhimurium.SL1344	Salmonella.typhimurium.SL3261	Salmonella.typhimurium.D23580	Salmonella.typhimurium.A130	Salmonella.enteritidis.P125109	Salmonella.Typhi.Ty2	Escherichia.coli.EC958	Escherichia.coli.ST131	Escherichia.coli.BW25113	Escherichia.coli.MG1655	Klebsiella.pneumoniae.Ecl8	Klebsiella.pneumoniae.RH201207	Citrobacter.rodentium.ICC168	Salmonella.typhimurium.SL1344	Salmonella.typhimurium.SL3261	Salmonella.typhimurium.D23580	Salmonella.typhimurium.A130	Salmonella.enteritidis.P125109	Salmonella.Typhi.Ty2	Escherichia.coli.EC958	Escherichia.coli.ST131	Escherichia.coli.BW25113	Escherichia.coli.MG1655		
rfaC	lipopolysaccharide heptosyltransferase I	+AC0-0.5966646074	+AC0-2.4529785986	0.3295553619	0.5701529185	0.5980887357	0.7760185977	+AC0-0.7471485515	1.4428488062	+AC0-2.1804641916	+AC0-1.1131647552	0.2233077463	1.910781112	4.5	BN373+AF8-46061	ERS227112+AF8-00614	ROD+AF8-41961	SL1344+AF8-3678	SL3261+AF8-3678	STMMW+AF8-37011	STM+AF8-MW37011	SEN3534	t3807	EC958+AF8-4028	NCTC13441+AF8-00063	BW25113+AF8-3621	b3621	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01100	Metabolic pathways 
rfaD	ADP+AC0-glyceromanno+AC0-heptose 6+AC0-epimerase	+AC0-0.5663101797	+AC0-2.4152362888	0.2125238343	1.1986504251	0.3684972891	1.1689885372	+AC0-0.0319306892	1.2936935917	+AC0-2.1587609748	+AC0-0.7491264801	0.5570603949	1.9122055845	4.5	BN373+AF8-46041	ERS227112+AF8-00616	ROD+AF8-41981	SL1344+AF8-3676	SL3261+AF8-3676	STMMW+AF8-36991	STM+AF8-MW36991	SEN3532	t3809	EC958+AF8-4026	NCTC13441+AF8-00065	BW25113+AF8-3619	b3619	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01100	Metabolic pathways 
rfaF	lipopolysaccharide heptosyltransferase II	0	+AC0-4.5	0.9343649997	1.4109820388	1.652572449	1.0545241139	0.1415317806	1.0089306239	+AC0-1.5796181259	0.5223279862	0.5694108886	1.9269248026	4.5	BN373+AF8-46051	ERS227112+AF8-00615	ROD+AF8-41971	SL1344+AF8-3677	SL3261+AF8-3677	STMMW+AF8-37001	STM+AF8-MW37001	SEN3533	t3808	EC958+AF8-4027	NCTC13441+AF8-00064	BW25113+AF8-3620	b3620	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01100	Metabolic pathways 
rfaG	putative lipopolysaccharide core biosynthesis protein RfaG	+AC0-1.8516416952	+AC0-1.8990115379	2.2959362814	2.3052799423	2.806557136	2.5589585952	2.4827768922	2.6883272585	3.051168224	2.5741934874	2.4705815219	3.5176657487	4.5	BN373+AF8-46121	ERS227112+AF8-00608	ROD+AF8-41861	SL1344+AF8-3688	SL3261+AF8-3688	STMMW+AF8-37111	STM+AF8-MW37111	SEN3544	t3796	EC958+AF8-4038	NCTC13441+AF8-00053	BW25113+AF8-3631	b3631	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01100	Metabolic pathways 
ribA	GTP cyclohydrolase II	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-1.4493375436	+AC0-0.8058768234	+AC0-4.5	+AC0-4.5	+AC0-0.7136723874	+AC0-4.5	+AC0-1.3417683432	+AC0-4.5	+AC0-4.5	+AC0-4.5	BN373+AF8-18991	ERS227112+AF8-05455	ROD+AF8-17231	SL1344+AF8-1643	SL3261+AF8-1643	STMMW+AF8-17061	STM+AF8-MW17061	SEN1322	t1624	EC958+AF8-1609	NCTC13441+AF8-02486	BW25113+AF8-1277	b1277	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01100	Metabolic pathways 
ribB	3,4+AC0-dihydroxy+AC0-2+AC0-butanone 4+AC0-phosphate synthase	+AC0-4.5	+AC0-4.5	+AC0-0.8055780542	+AC0-4.5	+AC0-4.5	+AC0-1.8373214199	+AC0-1.1107410874	+AC0-0.9978148991	+AC0-4.5	+AC0-2.2153064272	+AC0-4.5	+AC0-4.5	+AC0-4.5	BN373+AF8-41061	ERS227112+AF8-01154	ROD+AF8-35901	SL1344+AF8-3168	SL3261+AF8-3168	STMMW+AF8-31561	STM+AF8-MW31561	SEN3037	t3115	EC958+AF8-3451	NCTC13441+AF8-00647	BW25113+AF8-3041	b3041	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01100	Metabolic pathways 
ribD	riboflavin biosynthesis protein RibD	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-2.5206357105	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	BN373+AF8-08551	ERS227112+AF8-02717	ROD+AF8-04631	SL1344+AF8-0410	SL3261+AF8-0410	STMMW+AF8-04861	STM+AF8-MW04861	SEN0398	t2447	EC958+AF8-0552	NCTC13441+AF8-03565	BW25113+AF8-0414	b0414	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01100	Metabolic pathways 
ribE	riboflavin synthase, alpha subunit	+AC0-0.3682298024	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-0.7925928442	+AC0-4.5	+AC0-0.5149655254	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	BN373+AF8-25831	ERS227112+AF8-04672	ROD+AF8-14071	SL1344+AF8-1358	SL3261+AF8-1358	STMMW+AF8-14291	STM+AF8-MW14291	SEN1621	t1294	EC958+AF8-1884	NCTC13441+AF8-02219	BW25113+AF8-1662	b1662	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01100	Metabolic pathways 
ribF	riboflavin biosynthesis protein RibF	+AC0-4.5	+AC0-4.5	+AC0-1.8018323397	+AC0-1.236499352	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-0.9019796899	+AC0-4.5	+AC0-0.8541640661	+AC0-1.2513357892	+AC0-4.5	+AC0-4.5	BN373+AF8-05011	ERS227112+AF8-02355	ROD+AF8-00221	SL1344+AF8-0046	SL3261+AF8-0046	STMMW+AF8-00461	STM+AF8-MW00461	SEN0045	t0047	EC958+AF8-0157	NCTC13441+AF8-03967	BW25113+AF8-0025	b0025	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01100	Metabolic pathways 
ribH	6,7+AC0-dimethyl+AC0-8+AC0-ribityllumazine synthase	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-1.3059341692	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-0.2322435606	+AC0-4.5	+AC0-4.5	+AC0-4.5	BN373+AF8-08561	ERS227112+AF8-02718	ROD+AF8-04641	SL1344+AF8-0411	SL3261+AF8-0411	STMMW+AF8-04871	STM+AF8-MW04871	SEN0399	t2446	EC958+AF8-0553	NCTC13441+AF8-03564	BW25113+AF8-0415	b0415	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01100	Metabolic pathways 
rpiA	ribose 5+AC0-phosphate isomerase A	1.6165362	+AC0-1.5057629549	1.4229880801	+AC0-0.8963198796	+AC0-1.2767550432	0.8688065354	+AC0-0.3677491859	0.1302107411	+AC0-1.8022173381	0.4974311091	1.9714897883	1.3255999939	4.5	BN373+AF8-40131	ERS227112+AF8-01316	ROD+AF8-49161	SL1344+AF8-3039	SL3261+AF8-3039	STMMW+AF8-30231	STM+AF8-MW30231	SEN2906	t2981	EC958+AF8-3194	NCTC13441+AF8-00841	BW25113+AF8-2914	b2914	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01100	Metabolic pathways 
rpoA	DNA+AC0-directed RNA polymerase, alpha subunit	+AC0-1.5902574909	+AC0-4.5	+AC0-1.9123133572	+AC0-1.788002195	+AC0-2.5437985083	+AC0-1.2732620988	+AC0-4.5	+AC0-0.280778131	+AC0-4.5	+AC0-1.7848410138	+AC0-4.5	+AC0-4.5	+AC0-4.5	BN373+AF8-43321	ERS227112+AF8-00890	ROD+AF8-45261	SL1344+AF8-3382	SL3261+AF8-3382	STMMW+AF8-34081	STM+AF8-MW34081	SEN3243	t4090	EC958+AF8-3689	NCTC13441+AF8-00400	BW25113+AF8-3295	b3295	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01100	Metabolic pathways 
rpoB	DNA+AC0-directed RNA polymerase, beta subunit	+AC0-2.414300654	+AC0-2.6451459847	+AC0-0.9445784961	+AC0-1.7802930393	+AC0-2.725534889	+AC0-1.5730362336	+AC0-2.4407286057	+AC0-1.2914087061	+AC0-3.5649515551	+AC0-3.3755052701	+AC0-3.6419907372	+AC0-4.5	+AC0-4.5	BN373+AF8-49801	ERS227112+AF8-01835	ROD+AF8-37651	SL1344+AF8-4092	SL3261+AF8-4092	STMMW+AF8-41061	STM+AF8-MW41061	SEN3937	t3474	EC958+AF8-5098	NCTC13441+AF8-04508	BW25113+AF8-3987	b3987	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01100	Metabolic pathways 
rpoC	DNA+AC0-directed RNA polymerase, beta' subunit	+AC0-1.3611592875	+AC0-4.5	+AC0-0.8234316042	+AC0-4.1271256803	+AC0-2.3639847966	+AC0-1.9354370502	+AC0-4.5	+AC0-1.2373148567	+AC0-1.5262214368	+AC0-1.7071371533	+AC0-3.6916336035	+AC0-3.2490438134	+AC0-4.5	BN373+AF8-49811	ERS227112+AF8-01836	ROD+AF8-37641	SL1344+AF8-4093	SL3261+AF8-4093	STMMW+AF8-41071	STM+AF8-MW41071	SEN3938	t3473	EC958+AF8-5099	NCTC13441+AF8-04507	BW25113+AF8-3988	b3988	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01100	Metabolic pathways 
sucA	oxoglutarate dehydrogenase (succinyl+AC0-transferring), E1 component	1.3347492219	0.8800014659	1.3339850689	1.9094557589	1.3778558487	1.0270709132	0.6538368577	1.347248963	+AC0-1.3619047841	0.9881780534	0.8212862788	0.7278105644	4.5	BN373+AF8-13051	ERS227112+AF8-03175	ROD+AF8-07231	SL1344+AF8-0718	SL3261+AF8-0718	STMMW+AF8-07931	STM+AF8-MW07931	SEN0686	t2140	EC958+AF8-0840	NCTC13441+AF8-03270	BW25113+AF8-0726	b0726	1	1	1	1	1	1	1	1	1	2	2	1	1	eco01100	Metabolic pathways 
sucB	dihydrolipoyllysine+AC0-residue succinyltransferase, E2 component of oxoglutarate dehydrogenase (succinyl+AC0-transferring) complex	0.5829721443	0.9100561076	0.8034404187	1.466121871	1.2590553488	0.4583945079	+AC0-0.3014833051	1.039070445	+AC0-4.5	0.905361541	1.1770911777	0.5683076613	4.5	BN373+AF8-13061	ERS227112+AF8-03176	ROD+AF8-07241	SL1344+AF8-0719	SL3261+AF8-0719	STMMW+AF8-07941	STM+AF8-MW07941	SEN0687	t2139	EC958+AF8-0841	NCTC13441+AF8-03269	BW25113+AF8-0727	b0727	3	1	1	1	1	1	1	1	1	2	2	1	1	eco01100	Metabolic pathways 
suhB	inositol+AC0-1+AC0-monophosphatase	+AC0-4.5	+AC0-4.5	0.4741162796	+AC0-1.3079745147	+AC0-1.7855564053	+AC0-1.5449425557	+AC0-4.5	+AC0-2.1731481865	+AC0-4.5	+AC0-1.8358292571	+AC0-4.5	+AC0-4.5	+AC0-4.5	BN373+AF8-35221	ERS227112+AF8-00050	ROD+AF8-24771	SL1344+AF8-2508	SL3261+AF8-2508	STMMW+AF8-25631	STM+AF8-MW25631	SEN2526	t0310	EC958+AF8-2844	NCTC13441+AF8-01202	BW25113+AF8-2533	b2533	4	4	2	2	2	2	2	2	2	2	2	2	2	eco01100	Metabolic pathways 
thiL	thiamine+AC0-monophosphate kinase	1.2879004725	+AC0-1.6639980408	1.8524754442	0.8766842348	+AC0-1.3422093735	+AC0-0.3937670075	+AC0-0.0830526799	+AC0-1.299546805	+AC0-1.0455505212	1.9816858264	+AC0-1.0789654543	+AC0-1.3720252495	+AC0-4.5	BN373+AF8-08581	ERS227112+AF8-02720	ROD+AF8-04661	SL1344+AF8-0413	SL3261+AF8-0413	STMMW+AF8-04891	STM+AF8-MW04891	SEN0401	t2444	EC958+AF8-0555	NCTC13441+AF8-03562	BW25113+AF8-0417	b0417	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01100	Metabolic pathways 
thyA	thymidylate synthase	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-2.1583252743	+AC0-2.1105158026	+AC0-1.2824761016	+AC0-4.5	+AC0-0.4936152014	+AC0-1.1840668498	+AC0-2.0697777651	+AC0-4.5	+AC0-4.5	4.5	BN373+AF8-38661	ERS227112+AF8-01432	ROD+AF8-28691	SL1344+AF8-2979	SL3261+AF8-2979	STMMW+AF8-29621	STM+AF8-MW29621	SEN2843	t2910	EC958+AF8-5050	NCTC13441+AF8-00913	BW25113+AF8-2827	b2827	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01100	Metabolic pathways 
tktA	transketolase 1, thiamine triphosphate+AC0-binding	1.9858802308	1.64530687	2.0041488423	2.0606476469	1.6503095755	1.8017013499	1.1872829884	1.4627508166	+AC0-1.8516259556	1.5751694551	0.9303221118	1.9140807742	4.5	BN373+AF8-40211	ERS227112+AF8-01308	ROD+AF8-50511	SL1344+AF8-3052	SL3261+AF8-3052	STMMW+AF8-30371	STM+AF8-MW30371	SEN2919	t2996	EC958+AF8-3220	NCTC13441+AF8-00816	BW25113+AF8-2935	b2935	3	2	3	2	2	2	2	2	2	3	3	2	2	eco01100	Metabolic pathways 
tmk	thymidylate kinase	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-1.1765114043	+AC0-1.075232208	+AC0-4.5	+AC0-1.2259089259	+AC0-4.5	+AC0-1.5050362919	+AC0-4.5	+AC0-4.5	+AC0-4.5	BN373+AF8-17101	ERS227112+AF8-03574	ROD+AF8-11601	SL1344+AF8-1137	SL3261+AF8-1137	STMMW+AF8-12091	STM+AF8-MW12091	SEN1849	t1720	EC958+AF8-1294	NCTC13441+AF8-02814	BW25113+AF8-1098	b1098	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01100	Metabolic pathways 
ubiA	4+AC0-hydroxybenzoate polyprenyl transferase	+AC0-0.1321227054	+AC0-1.1418200133	+AC0-0.4053071332	+AC0-2.4145073458	+AC0-4.5	+AC0-2.3223354848	+AC0-4.5	+AC0-1.2613434212	+AC0-4.5	+AC0-0.8374917354	+AC0-2.1252718421	+AC0-1.5421660472	+AC0-4.5	BN373+AF8-00351	ERS227112+AF8-01900	ROD+AF8-37061	SL1344+AF8-4171	SL3261+AF8-4171	STMMW+AF8-41841	STM+AF8-MW41841	SEN4003	t4140	EC958+AF8-4496	NCTC13441+AF8-04446	BW25113+AF8-4040	b4040	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01100	Metabolic pathways 
ubiD	3+AC0-octaprenyl+AC0-4+AC0-hydroxybenzoate carboxy+AC0-lyase	+AC0-0.5053616705	+AC0-2.3195288805	+AC0-0.4573480666	+AC0-0.648058883	+AC0-0.6512447852	+AC0-0.7266222135	+AC0-0.6745180632	+AC0-0.6423739104	+AC0-4.5	+AC0-0.9658117666	+AC0-0.9479863638	+AC0-4.5	+AC0-4.5	BN373+AF8-49621	ERS227112+AF8-01809	ROD+AF8-39131	SL1344+AF8-3932	SL3261+AF8-3932	STMMW+AF8-39491	STM+AF8-MW39491	SEN3773	t3319	EC958+AF8-4323	NCTC13441+AF8-04658	BW25113+AF8-3843	b3843	3	3	2	2	2	2	2	2	2	1	1	1	1	eco01100	Metabolic pathways 
ubiE	ubiquinone/menaquinone biosynthesis methyltransferase UbiE	+AC0-0.7558370213	+AC0-4.5	+AC0-0.0691261911	+AC0-0.9880702525	+AC0-1.7692784392	+AC0-0.5665499216	+AC0-1.6112563182	+AC0-0.6600107594	+AC0-4.5	0	0.0648746363	+AC0-0.0976178377	4.5	BN373+AF8-49541	ERS227112+AF8-01801	ROD+AF8-39211	SL1344+AF8-3924	SL3261+AF8-3924	STMMW+AF8-39411	STM+AF8-MW39411	SEN3765	t3327	EC958+AF8-4315	NCTC13441+AF8-04666	BW25113+AF8-3833	b3833	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01100	Metabolic pathways 
ubiF	2+AC0-octaprenyl+AC0-3+AC0-methyl+AC0-6+AC0-methoxy+AC0-1,4+AC0-benzoquinol hydroxylase	1.5790638956	+AC0-0.57688836	0.6102966587	0.1818653797	+AC0-2.0548700636	+AC0-0.562516708	+AC0-4.5	+AC0-1.8063898936	+AC0-4.5	1.0767295723	0.3462483889	0.8761825926	4.5	BN373+AF8-12671	ERS227112+AF8-03129	ROD+AF8-06751	SL1344+AF8-0660	SL3261+AF8-0660	STMMW+AF8-07361	STM+AF8-MW07361	SEN0640	t2202	EC958+AF8-0780	NCTC13441+AF8-03335	BW25113+AF8-0662	b0662	3	3	3	3	3	3	3	3	3	3	3	3	3	eco01100	Metabolic pathways 
ubiG	3+AC0-demethylubiquinone+AC0-9 3+AC0-O+AC0-methyltransferase	0.0574763804	+AC0-4.5	+AC0-1.3408873243	+AC0-1.9603073887	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-1.9911304195	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	4.5	BN373+AF8-32521	ERS227112+AF8-03938	ROD+AF8-23541	SL1344+AF8-2245	SL3261+AF8-2245	STMMW+AF8-23001	STM+AF8-MW23001	SEN2258	t0588	EC958+AF8-2568	NCTC13441+AF8-01476	BW25113+AF8-2232	b2232	5	4	5	5	5	5	5	4	4	7	7	7	7	eco01100	Metabolic pathways 
ubiH	2+AC0-octaprenyl+AC0-6+AC0-methoxyphenol hydroxylase	0.528824968	+AC0-4.5	0.252237597	+AC0-0.1769929839	+AC0-1.8549189906	+AC0-1.3192162382	+AC0-4.5	+AC0-2.9277617467	+AC0-2.3602156965	0.2422457729	+AC0-0.3179736905	+AC0-0.8597249118	4.5	BN373+AF8-40071	ERS227112+AF8-01323	ROD+AF8-49261	SL1344+AF8-3033	SL3261+AF8-3033	STMMW+AF8-30171	STM+AF8-MW30171	SEN2900	t2975	EC958+AF8-3188	NCTC13441+AF8-00849	BW25113+AF8-2907	b2907	3	3	3	3	3	3	3	3	3	3	3	3	3	eco01100	Metabolic pathways 
ubiX	3+AC0-octaprenyl+AC0-4+AC0-hydroxybenzoate carboxy+AC0-lyase	1.8784901241	+AC0-1.1750986406	+AC0-4.5	1.3111752218	1.1636849338	1.8140750477	0.8447898064	1.0899162397	0.9166845229	0.5029817262	+AC0-0.9035949951	+AC0-4.5	4.5	BN373+AF8-33111	ERS227112+AF8-03878	ROD+AF8-27191	SL1344+AF8-2325	SL3261+AF8-2325	STMMW+AF8-23781	STM+AF8-MW23781	SEN2338	t0508	EC958+AF8-2646	NCTC13441+AF8-01400	BW25113+AF8-2311	b2311	2	2	2	2	2	2	2	2	2	1	1	1	1	eco01100	Metabolic pathways 
waaA	3+AC0-deoxy+AC0-D+AC0-manno+AC0-octulosonic+AC0-acid transferase	+AC0-1.2795086573	+AC0-1.610137928	+AC0-4.5	+AC0-2.8448561424	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-3.2047522778	+AC0-4.5	+AC0-3.0151250799	+AC0-4.5	+AC0-2.1634744735	+AC0-4.5	BN373+AF8-46151	ERS227112+AF8-00605	ROD+AF8-41831	SL1344+AF8-3690	SL3261+AF8-3690	STMMW+AF8-37131	STM+AF8-MW37131	SEN3546	t3794	EC958+AF8-4041	NCTC13441+AF8-00050	BW25113+AF8-3633	b3633	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01100	Metabolic pathways 
waaU	lipopolysaccharide core biosynthesis	X	3.0570360868	X	X	X	X	X	X	X	1.2567546877	2.4772975825	2.4592921174	+AC0-4.5	X	ERS227112+AF8-00611	X	X	X	X	X	X	X	EC958+AF8-4030	NCTC13441+AF8-00061	BW25113+AF8-3623	b3623	0	2	0	0	0	0	0	0	0	2	2	2	2	eco01100	Metabolic pathways 
eno	phosphopyruvate hydratase	+AC0-0.4138866294	+AC0-4.5	+AC0-1.4691359872	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-1.5505985829	+AC0-1.492243699	+AC0-4.5	0.3965460498	+AC0-2.1593127492	+AC0-4.5	+AC0-4.5	BN373+AF8-37671	ERS227112+AF8-01537	ROD+AF8-30351	SL1344+AF8-2931	SL3261+AF8-2931	STMMW+AF8-29151	STM+AF8-MW29151	SEN2791	t2853	EC958+AF8-3048	NCTC13441+AF8-00995	BW25113+AF8-2779	b2779	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00680	Methane metabolism 
fbaA	fructose+AC0-bisphosphate aldolase	+AC0-0.8946265231	+AC0-4.5	+AC0-4.5	+AC0-1.7958522457	+AC0-1.3666825203	+AC0-1.2360038199	+AC0-4.5	+AC0-0.9087222659	+AC0-2.3141521704	0.3985301564	+AC0-2.0147456354	+AC0-4.5	+AC0-4.5	BN373+AF8-40181	ERS227112+AF8-01311	ROD+AF8-50681	SL1344+AF8-3044	SL3261+AF8-3044	STMMW+AF8-30291	STM+AF8-MW30291	SEN2911	t2987	EC958+AF8-3204	NCTC13441+AF8-00831	BW25113+AF8-2925	b2925	1	1	1	1	1	1	1	1	1	1	1	1	1	eco00680	Methane metabolism 
glyA	serine hydroxymethyltransferase	+AC0-1.3466417536	+AC0-4.5	1.6585957606	0.5563811839	1.5967618923	+AC0-4.5	0.4159777824	+AC0-1.2462443696	+AC0-0.154086078	+AC0-1.6046028481	+AC0-4.5	+AC0-4.5	4.5	BN373+AF8-35341	ERS227112+AF8-00039	ROD+AF8-24931	SL1344+AF8-2517	SL3261+AF8-2517	STMMW+AF8-25721	STM+AF8-MW25721	SEN2535	t0301	EC958+AF8-2857	NCTC13441+AF8-01190	BW25113+AF8-2551	b2551	1	1	1	1	1	1	1	2	2	1	1	1	1	eco00680	Methane metabolism 
accA	acetyl+AC0-CoA carboxylase, carboxyl transferase, alpha subunit	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-2.0611159024	+AC0-4.5	+AC0-1.2947620187	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-4.5	BN373+AF8-06901	ERS227112+AF8-02540	ROD+AF8-01881	SL1344+AF8-0233	SL3261+AF8-0233	STMMW+AF8-02381	STM+AF8-MW02381	SEN0239	t0233	EC958+AF8-0331	NCTC13441+AF8-03791	BW25113+AF8-0185	b0185	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01120	Microbial metabolism in diverse environments 
accB	acetyl+AC0-CoA carboxylase, biotin carboxyl carrier protein	+AC0-0.8371673697	+AC0-4.5	+AC0-4.5	+AC0-1.7106580789	+AC0-4.5	+AC0-4.5	X	+AC0-1.3214113017	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-0.8840421093	+AC0-4.5	BN373+AF8-43051	ERS227112+AF8-00942	ROD+AF8-45591	SL1344+AF8-3352	SL3261+AF8-3352	STMMW+AF8-33771	X	SEN3213	t3294	EC958+AF8-3647	NCTC13441+AF8-00446	BW25113+AF8-3255	b3255	2	1	1	1	1	1	0	1	1	1	1	1	1	eco01120	Microbial metabolism in diverse environments 
accC	acetyl+AC0-CoA carboxylase, biotin carboxylase subunit	+AC0-4.5	+AC0-4.5	+AC0-1.5313932766	+AC0-2.6929607146	+AC0-2.7560792555	+AC0-1.2522391353	+AC0-4.5	+AC0-3.0661120384	+AC0-4.5	+AC0-2.1037791903	+AC0-4.5	+AC0-4.5	+AC0-4.5	BN373+AF8-43061	ERS227112+AF8-00941	ROD+AF8-45581	SL1344+AF8-3353	SL3261+AF8-3353	STMMW+AF8-33781	STM+AF8-MW33781	SEN3214	t3295	EC958+AF8-3648	NCTC13441+AF8-00445	BW25113+AF8-3256	b3256	2	1	1	1	1	1	1	1	1	1	1	1	1	eco01120	Microbial metabolism in diverse environments 
accD	acetyl+AC0-CoA carboxylase, carboxyl transferase, beta subunit	+AC0-4.5	+AC0-4.5	+AC0-1.6843217266	+AC0-4.5	+AC0-4.5	+AC0-1.710090881	+AC0-4.5	+AC0-4.5	+AC0-4.5	+AC0-2.0109132603	+AC0-4.5	+AC0-4.5	+AC0-4.5	BN373+AF8-33161	ERS227112+AF8-03873	ROD+AF8-27281	SL1344+AF8-2335	SL3261+AF8-2335	STMMW+AF8-23881	STM+AF8-MW23881	SEN2348	t0498	EC958+AF8-2651	NCTC13441+AF8-01395	BW25113+AF8-2316	b2316	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01120	Microbial metabolism in diverse environments 
aceE	pyruvate dehydrogenase (acetyl+AC0-transferring), homodimeric type	2.0437983264	0.2521806314	1.5864429927	0.110527517	0.9327913785	0.9535114205	+AC0-0.313692292	0.7746859797	+AC0-1.6050684544	0.8767102889	+AC0-0.3220568791	1.6059941799	4.5	BN373+AF8-06081	ERS227112+AF8-02456	ROD+AF8-01201	SL1344+AF8-0152	SL3261+AF8-0152	STMMW+AF8-01581	STM+AF8-MW01581	SEN0156	t0158	EC958+AF8-0256	NCTC13441+AF8-03867	BW25113+AF8-0114	b0114	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01120	Microbial metabolism in diverse environments 
aceF	dihydrolipoyllysine+AC0-residue acetyltransferase	1.9203138271	+AC0-0.2331814339	1.2239036763	0	+AC0-0.0910065042	0.399763648	+AC0-0.30496167	0.3627593102	+AC0-2.6393038246	0.7595260314	+AC0-0.671923976	0.2989506555	4.5	BN373+AF8-06091	ERS227112+AF8-02457	ROD+AF8-01211	SL1344+AF8-0153	SL3261+AF8-0153	STMMW+AF8-01591	STM+AF8-MW01591	SEN0157	t0159	EC958+AF8-0257	NCTC13441+AF8-03866	BW25113+AF8-0115	b0115	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01120	Microbial metabolism in diverse environments 
acnB	aconitate hydratase 2	1.9876938234	+AC0-0.176944007	1.9375338145	2.2372075442	2.041201891	1.9328987963	0.9487358422	1.5308715912	0.3601897732	1.091651065	1.3066494234	1.9978960016	4.5	BN373+AF8-06141	ERS227112+AF8-02462	ROD+AF8-01251	SL1344+AF8-0159	SL3261+AF8-0159	STMMW+AF8-01641	STM+AF8-MW01641	SEN0162	t0164	EC958+AF8-0260	NCTC13441+AF8-03863	BW25113+AF8-0118	b0118	1	1	1	1	1	1	1	1	1	1	1	1	1	eco01120	Microbial metabolism in diverse environments 
alsK	D+AC0-allose kinase	X	X	2.1848824583	X	X	X	X	X	X	2.2781801462	2.0864560912	1.7330614909	+AC0-4.5	X	X	ROD+AF8-34691	X	X	X	X	X	X	EC958+AF8-4565	NCTC13441+AF8-04379	BW25113+AF8-4084	b4084	0	0	1	0	0	0	0	0	0	1	1	1	1	eco01120	Microbial metabolism in diverse environments 
