STM_MW00581	citrate carrier protein
SEN3713	Transcriptional regulator
SEN3714	DNA-binding transcriptional regulator IlvY
SEN3715	Alpha-keto-beta-hydroxylacyl reductoisomerase
SEN3716	Peptidyl-prolyl cis-trans isomerase
SEN3718	DNA helicase
SEN3722	Facilitates transcription termination by a mechanism that involves Rho binding to the nascent RNA, activation of Rho's RNA-dependent ATPase activity, and release of the mRNA from the DNA template (By similarity)
SEN3723	Undecaprenyl-Phosphate
SEN3724	lipopolysaccharide biosynthesis protein
SEN3725	UDP-N-acetylglucosamine 2-epimerase
SEN3733	Could be involved in ECA polysaccharide chain elongation (By similarity)
SEN3738	Uroporphyrinogen-III synthase
SEN3739	Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps (By similarity)
SEN3742A	NA
SEN3744	Catalyzes the stereoinversion of LL-2,6- diaminoheptanedioate (L,L-DAP) to meso-diaminoheptanedioate (meso- DAP), a precursor of L-lysine and an essential component of the bacterial peptidoglycan (By similarity)
SEN3750	rard protein
SEN3751	Thioesterase superfamily protein
SEN3752	Phospholipase
SEN3754	threonine efflux
SEN3756	lysophospholipase l2
SEN3758	carboxylate amino acid amine transporter
SEN3761	arylsulfatase regulator
SEN3765	Methyltransferase required for the conversion of demethylmenaquinone (DMKH2) to menaquinone (MKH2) and the conversion of 2-polyprenyl-6-methoxy-1,4-benzoquinol (DDMQH2) to 2-polyprenyl-3-methyl-6-methoxy-1,4-benzoquinol (DMQH2) (By similarity)
SEN3767	Required, probably indirectly, for the hydroxylation of 2-octaprenylphenol to 2-octaprenyl-6-hydroxy-phenol, the fourth step in ubiquinone biosynthesis (By similarity)
SEN3771	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. Although TatD is not required for export activity, it is a central component of a quality control system that is linked to the Tat translocation system. May act by degrading wild-type pre-protein molecules that are misfolded. Shows magnesium-dependent DNase activity (By similarity)
SEN3773	Catalyzes the decarboxylation of 3-octaprenyl-4-hydroxy benzoate to 2-octaprenylphenol (By similarity)
SEN3774	reductase
SEN3775	arylsulfate sulfotransferase
SEN3781	Protoporphyrinogen oxidase
SEN3786	Thiol disulfide Interchange Protein
SEN3787	Acyltransferase
SEN3788	Dna polymerase I
SEN3789	Necessary for normal cell division and for the maintenance of normal septation (By similarity)
SEN3795	glutamine synthetase
SEN3797	hydrolase
SEN3799	coproporphyrinogen III oxidase
SEN3803	Outer membrane channel protein that allows an efficient diffusion of low-molecular-weight solutes such as small sugars and tetraglycine. However, the specific substrate recognized by the OmpL channel is
SEN3804	transporter
SEN3819	Uncharacterized protein conserved in bacteria (DUF2136)
SEN3828	frv operon regulatory protein
SEN3830	frv operon regulatory protein
SEN3842	oligogalacturonate-specific porin
SEN3851	cation diffusion facilitator family transporter
SEN3855	transporter
SEN3861	AraC-like ligand binding domain
SEN3866	Part of the ABC transporter complex LsrABCD involved in autoinducer 2 (AI-2) import. Probably responsible for the translocation of the substrate across the membrane
SEN3867	Part of the ABC transporter complex LsrABCD involved in autoinducer 2 (AI-2) import. Binds AI-2 and delivers it to the LsrC and LsrD permeases
SEN3868	Could be involved in the degradation of phospho-AI-2, thereby terminating induction of the lsr operon and closing the AI-2 signaling cycle
SEN3869	Involved in the degradation of phospho-AI-2, thereby terminating induction of the lsr operon and closing the AI-2 signaling cycle. Catalyzes the cleavage of phosphorylated 4,5- dihydroxy-2,3-pentanedione (P-DPD) to 2-phosphoglycolic acid (PG) and another three-carbon compound
SEN3885	primosomal protein N''
SEN3888	arylsulfate sulfotransferase
SEN3889	This regulatory protein, when combined with SAM (S- adenosylmethionine) represses the expression of the methionine regulon and of enzymes involved in SAM synthesis (By similarity)
SEN3892	Mechanosensitive ion channel
SEN3901	Glycerol dehydrogenase
SEN3910	PTS System
SEN3913	Catalyzes the addition of a phosphoethanolamine moiety to the outer membrane lipopolysaccharide core (By similarity). Plays a role in the pathogenesis of E.coli meningitis. Required for invasion of E.coli K1 into brain microvascular endothelial cells (BMEC). Contributes to E.coli traversal across the blood- brain barrier
SEN3919	Transcriptional regulator
SEN3922	membrAne
SEN3923	Catalyzes the formation of 5-methyl-uridine at position 54 (m5U54) in all tRNAs (By similarity)
SEN3924	Involved in the active translocation of vitamin B12 (cyanocobalamin) across the outer membrane to the periplasmic space. It derives its energy for transport by interacting with the trans-periplasmic membrane protein TonB (By similarity)
SEN3925	Provides the (R)-glutamate required for cell wall biosynthesis (By similarity)
SEN3926	Cell wall formation (By similarity)
SEN3927	Biotin-protein ligase
SEN3928	Pantothenic acid kinase
SEN3931	preprotein translocase subunit SecE
SEN3932	Participates in transcription elongation, termination and antitermination (By similarity)
SEN3933	This protein binds directly to 23S ribosomal RNA (By similarity)
SEN3934	Binds directly to 23S rRNA. The L1 stalk is quite mobile in the ribosome, and is involved in E site tRNA release (By similarity)
SEN3935	50S ribosomal protein L10
SEN3936	Seems to be the binding site for several of the factors involved in protein synthesis and appears to be essential for accurate translation (By similarity)
SEN3937	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)
SEN3938	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)
SEN3941	NA
SEN3951	Has binding activity to the major sigma subunit of RNA polymerase. May be involved in replacement of the RNA polymerase sigma subunit from sigma-70 to sigma-S during the transition from exponential growth to the stationary phase (By similarity)
SEN3953	Catalyzes the decarboxylation of four acetate groups of uroporphyrinogen-III to yield coproporphyrinogen-III (By similarity)
SEN3956	DNA-binding protein
SEN3963	acetyltransferase
SEN3975	nucleoprotein polynucleotide-associated enzyme
SEN3978	Transcriptional regulator
SEN3979	Sucrose-6F-phosphate phosphohydrolase
SEN3982	NA
SEN3985	regulatoR
SEN3988	Exopolysaccharide production protein YjbE
SEN3995	Maltose transporter membrane protein
SEN4003	Synthesis of 3-octaprenyl-4-hydroxybenzoate (By similarity)
SEN4004	glycerol-3-phosphate acyltransferase
SEN4005	Diacylglycerol kinase
SEN4006	Represses a number of genes involved in the response to DNA damage (SOS response), including recA and lexA. In the presence of single-stranded DNA, RecA interacts with LexA causing an autocatalytic cleavage which disrupts the DNA-binding part of LexA, leading to derepression of the SOS regulon and eventually DNA repair (By similarity)
SEN4015	Replicative dna helicase
SEN4025	single-stranded DNA-binding protein
SEN4026	NA
SEN4028	Outer membrane efflux protein
SEN4029	HlyD family secretion protein
SEN4032	secretion protein
SEN4033	membrAne
SEN4034	domain protein
SEN4048	Cytochrome c nitrite reductase, pentaheme subunit
SEN4063	regulatoR
SEN4064	Phosphoethanolamine transferase
SEN4066	Transcriptional regulator
SEN4075	transcriptional regulatory protein
SEN4076	sensory histidine kinase DcuS
SEN4077	Anaerobic dimethyl sulfoxide reductase, A subunit, DmsA YnfE family
SEN4081	Domain of unknown function (DUF1996)
SEN4082	SdiA-regulated domain-containing protein
SEN4084	Inherit from proNOG: Large repetitive protein
SEN4090	acid phosphatase
SEN4099	Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter (By similarity)
SEN4100	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions (By similarity)
SEN4102	Uncharacterized protein YjeJ
SEN4105	Entericidin EcnA/B family
SEN4106	Entericidin B
SEN4107	transcriptional regulatory protein
SEN4115	Inner membrane transporter yjeM
SEN4116	Protein of unknown function (DUF2645)
SEN4118	Phosphatidylserine decarboxylase proenzyme
SEN4119	May play a role in 30S ribosomal subunit biogenesis. Unusual circulary permuted GTPase that catalyzes rapid hydrolysis of GTP with a slow catalytic turnover (By similarity)
SEN4120	3'-to-5' exoribonuclease specific for small oligoribonucleotides (By similarity)
SEN4124	UPF0079 ATP-binding protein
SEN4133	Transcriptional regulator
SEN4136	Conserved protein
SEN4137	Phage shock protein A
SEN4140	membrane
SEN4141	Conserved protein
SEN4149	PTS system ascorbate-specific transporter
SEN4154	L-ribulose-5-phosphate 4-epimerase
SEN4157	Binds together with S18 to 16S ribosomal RNA (By similarity)
SEN4158	Binds single-stranded DNA at the primosome assembly site (PAS) (By similarity)
SEN4159	Binds as a heterodimer with protein S6 to the central domain of the 16S rRNA, where it helps stabilize the platform of the 30S subunit (By similarity)
SEN4161	membrane
SEN4165	NA
SEN4166	NA
SEN4175	Protein of unknown function (DUF1107)
SEN4178	surface antigen
SEN4180	AIG2 family
SEN4181	Major facilitator superfamily
SEN4182	Amidohydrolase family
SEN4183	pyrophosphate phospho-hydrolase
SEN4188	Cytochrome b(562)
SEN4208	Pfam:Transposase_8
SEN4218	Arginine dihydrolase
SEN4219	toxin-antitoxin biofilm protein
SEN4226	acetyltransferase
SEN4227	membrane
SEN4228	amino acids such as threonine, to avoid such errors, it has a posttransfer editing activity that hydrolyzes mischarged Thr-tRNA(Val) in a tRNA-dependent manner (By similarity)
SEN4232	permease YjgP YjgQ family protein
SEN4233	permease YjgP YjgQ family protein
SEN4236	gluconate 5-dehydrogenase
SEN4237	L-idonate 5-dehydrogenase
SEN4238	ec 2.7.1.12
SEN4243	CcdB protein
SEN4243A	Inherit from COG: Integrase
SEN4244	Transposase
SEN4249	outer membrane usher protein
SEN4259	Inherit from bactNOG: Endonuclease
SEN4260	transcriptional regulatory protein
SEN4262	UPF0386 protein
SEN4263	Protein of unknown function (DUF1062)
SEN4264	NA
SEN4265	Domain of unknown function DUF302
SEN4270	Protein of unknown function (DUF796)
SEN4282	Domain of unknown function (DUF1127)
SEN4283	NA
SEN4285	restriction modification system DNA specificity
SEN4289	restriction
SEN4291	Type I restriction modification DNA specificity domain
SEN4292	DNA helicase
SEN4293	Protein of unknown function (DUF497)
SEN4300	system, IIa component
SEN4301	iib component
SEN4302	PTS System
SEN4303	IID component
SEN4304	SIS domain
SEN4305	SIS domain
SEN4308	dna replication protein
SEN4309	it is also involved in inducing stable DNA replication during SOS response. It forms, in concert with DnaB protein and other prepriming proteins DnaC, N, N', N'' a prepriming protein complex on the specific site of the template DNA recognized by protein N' (By similarity)
SEN4312	regulator
SEN4313	DNA-binding transcriptional activator BglJ
SEN4319	DNA polymerase III subunit psi
SEN4347	Fimbrial protein
SEN4348	Fimbrial
SEN4349	Outer membrane usher protein
SEN4350	fimbrial assembly chaperone SthB
SEN4351	Fimbrial
SEN4352	CRP FNR family transcriptional regulator
SEN_1added	Sugar phosphatase supH
SL1344_0012	Acts as a chaperone (By similarity)
SL1344_0016	Pfam:DUF847
SL1344_0017	Inherit from COG: Transcriptional regulator
SL1344_0021	Fimbrial
SL1344_0022	Part of the elfADCG-ycbUVF fimbrial operon, which promotes adhesion of bacteria to different abiotic surfaces. Could be required for the biogenesis of the ElfA fimbriae
SL1344_0029	NA
SL1344_0030	Trans_reg_C
SL1344_0031	Transcriptional regulator
SL1344_0032	Inherit from COG: Transcriptional regulator
SL1344_0033	arylsulfate sulfotransferase
SL1344_0038	NA
SL1344_0039	arylsulfate sulfotransferase
SL1344_0044	Binds directly to 16S ribosomal RNA (By similarity)
SL1344_0046	riboflavin biosynthesis protein ribF
SL1344_0047	amino acids such as valine, to avoid such errors it has two additional distinct tRNA(Ile)-dependent editing activities. One activity is designated as 'pretransfer' editing and involves the hydrolysis of activated Val-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Val-tRNA(Ile) (By similarity)
