STM_MW00581	citrate carrier protein
SEN1591	Required for nitrogen fixation. May be part of a membrane complex functioning as an intermediate in the electron transport to nitrogenase (By similarity)
SEN1592	Electron transport complex
SEN1593	Required for nitrogen fixation. May be part of a membrane complex functioning as an intermediate in the electron transport to nitrogenase (By similarity)
SEN1594	endonuclease III
SEN1595	Inherit from bactNOG: Transporter
SEN1596	Glutathione S-transferase
SEN1597	functions in a salvage pathway. Uses pyridoxamine (By similarity)
SEN1599	Catalyzes the oxidation of either pyridoxine 5'- phosphate (PNP) or pyridoxamine 5'-phosphate (PMP) into pyridoxal 5'-phosphate (PLP) (By similarity)
SEN1600	membrane-bound lysozyme inhibitor of C-type lysozyme
SEN1601	Catalyzes the specific phosphorylation of 1,6-anhydro-N- acetylmuramic acid (anhMurNAc) with the simultaneous cleavage of the 1,6-anhydro ring, generating MurNAc-6-P. Is required for the utilization of anhMurNAc either imported from the medium or derived from its own cell wall murein, and thus plays a role in cell wall recycling (By similarity)
SEN1602	Outer membrane lipoprotein
SEN1603	Transcription regulator that can specifically activate or repress expression of target genes (By similarity)
SEN1604	Protein of unknown function (DUF1656)
SEN1605	secretion protein HlyD family
SEN1606	Fusaric acid resistance protein
SEN1607	Destroys radicals which are normally produced within the cells and which are toxic to biological systems (By similarity)
SEN1608	aldo keto reductase
SEN1610	Tet-R family transcriptional regulator
SEN1611	Nadh flavin oxidoreductase nadh oxidase
SEN1612	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
SEN1613	Responsible for the end-turnover of tRNA specifically removes the terminal AMP residue from uncharged tRNA (tRNA-C-C-A). Also appears to be involved in tRNA biosynthesis (By similarity)
SEN1614	Glutaredoxin
SEN1615	NLP P60 protein
SEN1616	Destroys radicals which are normally produced within the cells and which are toxic to biological systems (By similarity)
SEN1617	Is the main repressor of the genes involved in the de novo synthesis of purine nucleotides, regulating purB, purC, purEK, purF, purHD, purL, purMN and guaBA expression. PurR is allosterically activated to bind its cognate DNA by binding the purine corepressors, hypoxanthine or guanine, thereby effecting transcription repression (By similarity)
SEN1618	Transcriptional regulator
SEN1619	inner membrane transport protein YdhC
SEN1620	cyclopropane-fatty-acyl-phospholipid synthase
SEN1622	Multidrug efflux pump that functions probably as a Na( ) drug antiporter (By similarity)
SEN1623	type iii secretion
SEN1624	type iii secretion
SEN1625	Bacterial export proteins, family 3
SEN1626	Type III secretion system protein
SEN1627	Type III secretion system protein
SEN1630	type iii secretion
SEN1631	type iii secretion
SEN1632	secretion system apparatus protein
SEN1633	type iii secretion
SEN1634	type III secretion system apparatus protein
SEN1635	NA
SEN1636	type iii secretion
SEN1639	type iii secretion
SEN1641	NA
SEN1642	type iii secretion
SEN1643	NA
SEN1644	pathogenicity island effector protein
SEN1645	secretion system effector
SEN1646	type iii secretion
SEN1647	EspA family secreted protein
SEN1649	NA
SEN1650	type III secretion apparatus protein
SEN1651	type iii secretion
SEN1652	secreted effector protein
SEN1653	Two-component sensor
SEN1654	regulatoR
SEN1655	Transcriptional regulator
SEN1656	Conserved protein
SEN1657	Protein of unknown function (DUF2767)
SEN1658	Two component transcriptional regulator, luxr family
SEN1659	Histidine kinase
SEN1660	Tetrathionate reductase, subunit B
SEN1661	tetrathionate reductase subunit C
SEN1662	Tetrathionate reductase subunit A
SEN1663	Ribokinase
SEN1664	cytoplasmic protein
SEN1665	Proline imino-peptidase
SEN1666	Amino acid
SEN1667	Pyruvate kinase
SEN1668	major outer membrane lipoprotein
SEN1669	major outer membrane lipoprotein
SEN1670	ErfK YbiS YcfS YnhG family protein
SEN1671	Participates in cysteine desulfuration mediated by SufS. Cysteine desulfuration mobilizes sulfur from L-cysteine to yield L-alanine and constitutes an essential step in sulfur metabolism for biosynthesis of a variety of sulfur-containing biomolecules. Functions as a sulfur acceptor for SufS, by mediating the direct transfer of the sulfur atom from the S-sulfanylcysteine of SufS, an intermediate product of cysteine desulfuration process (By similarity)
SEN1672	Cysteine desulfurase
SEN1673	FeS assembly protein SufD
SEN1674	FeS assembly ATPase SufC
SEN1675	cysteine desulfurase activator complex subunit SufB
SEN1676	Is able to transfer iron-sulfur clusters to apo- ferredoxin. Multiple cycles of 2Fe2S cluster formation and transfer are observed, suggesting that IscA acts catalytically. Recruits intracellular free iron so as to provide iron for the assembly of transient iron-sulfur cluster in IscU in the presence of IscS, L-cysteine and the thioredoxin reductase system TrxA TrxB (By similarity)
SEN1677	Sodium:dicarboxylate symporter family
SEN1678	uncharacterized protein ydiH
SEN1679	Thioesterase superfamily protein
SEN1680	domain protein
SEN1681	membrAne
SEN1682	Ydil protein
SEN1683	Inner membrane transport protein ydiM
SEN1684	amino acid amine transport protein
SEN1685	NAD-dependent shikimate 5-dehydrogenase 2
SEN1686	Type I DHQase
SEN1687	CoA transferase having broad substrate specificity for short-chain acyl-CoA thioesters with the activity decreasing when the length of the carboxylic acid chain exceeds four carbons (By similarity)
SEN1688	acyl-CoA dehydrogenase
SEN1689	Transcriptional regulator
SEN1690	YdiO, YdiQ, YdiR, YdiS, and YdiT may play a role in electron transport between the anaerobic fatty acid oxidation pathway and the respiratory chain
SEN1691	Electron transfer flavoprotein
SEN1692	Electron transfer flavoprotein-ubiquinone oxidoreductase
SEN1693	Inherit from proNOG: ferredoxin like protein
SEN1694	Amp-dependent synthetase and ligase
SEN1695	Catalyzes the phosphorylation of pyruvate to phosphoenolpyruvate (By similarity)
SEN1696	Bifunctional serine threonine kinase and phosphorylase involved in the regulation of the phosphoenolpyruvate synthase (PEPS) by catalyzing its phosphorylation dephosphorylation (By similarity)
SEN1697	Stereospecific condensation of phosphoenolpyruvate (PEP) and D-erythrose-4-phosphate (E4P) giving rise to 3-deoxy-D- arabino-heptulosonate-7-phosphate (DAHP) (By similarity)
SEN1698	Hemin uptake protein
SEN1699	UPF0061 protein
SEN1700	Diguanylate phosphodiesterase
SEN1701	Lipoprotein
SEN1702	ABC transporter
SEN1703	Glutathione peroxidase
SEN1704	Part of the ABC transporter complex BtuCDF involved in vitamin B12 import. Involved in the translocation of the substrate across the membrane (By similarity)
SEN1705	This protein is one of the two subunits of integration host factor, a specific DNA-binding protein that functions in genetic recombination as well as in transcriptional and translational control (By similarity)
SEN1712	May link the O-antigen tetrasaccharide units into long chains, giving rise to typical smooth LPS
SEN1713	DNA RNA non-specific endonuclease
SEN1715	Uncharacterized protein conserved in bacteria (DUF2219)
SEN1716	Salt-induced outer membrane protein
SEN1717	6-phosphofructokinase
SEN1718	Uncharacterized protein ydiZ
SEN1719	Fructosamine kinase
SEN1720	YfeABCD locus regulator
SEN1721	HAD-superfamily hydrolase subfamily IA variant 3
SEN1722	inner membrane protein YdjM
SEN1723	sodium dicarboxylate symporter
SEN1724	Activates the cell division inhibited by chromosomal DNA over-replication (By similarity)
SEN1725	catalase
SEN1726	UPF0249 protein
SEN1727	6-phospho-beta-glucosidase
SEN1728	transcriptional regulator ChbR
SEN1729	PTS system N,N'-diacetylchitobiose-specific transporter subunit IIA
SEN1730	PTS system N,N'-diacetylchitobiose-specific transporter subunit IIC
SEN1731	PTS system N,N'-diacetylchitobiose-specific transporter subunit IIB
SEN1732	DNA-binding transcriptional activator OsmE
SEN1734	Incises the DNA at the 3' side of a lesion during nucleotide excision repair. Incises the DNA farther away from the lesion than UvrC. Not able to incise the 5' site of a lesion. When a lesion remains because UvrC is not able to induce the 3' incision, Cho incises the DNA. Then UvrC makes the 5' incision. The combined action of Cho and UvrC broadens the substrate range of nucleotide excision repair (By similarity)
SEN1735	Periplasmic protein
SEN1736	Transforms N(2)-succinylglutamate into succinate and glutamate (By similarity)
SEN1737	Catalyzes the hydrolysis of N(2)-succinylarginine into N(2)-succinylornithine, ammonia and CO(2) (By similarity)
SEN1738	Catalyzes the NAD-dependent reduction of succinylglutamate semialdehyde into succinylglutamate (By similarity)
SEN1739	Arginine
SEN1740	Acetylornithine aminotransferase
SEN1741	iii (ec 3.1.11.2)
SEN1742	Pyrimidine (Deoxy)nucleoside triphosphate pyrophosphohydrolase
SEN1743	Protein of unknown function (DUF1496)
SEN1744	Glutamate dehydrogenase
SEN1745	dNA topoisomerase
SEN1746	Synthesizes selenophosphate from selenide and ATP (By similarity)
SEN1747	nitroreductase
SEN1748	Signal peptide peptidase
SEN1749	L-asparaginase
SEN1750	Nicotinamidase
SEN1751	Inner membrane metabolite transport protein ydjE
SEN1752	Transcriptional regulator
SEN1753	aldo keto reductase
SEN1754	Sugar Kinase
SEN1755	aldolase
SEN1756	l-threonine 3-dehydrogenase
SEN1757	metabolite transport protein YdjK
SEN1758	Oxidoreductase
SEN1759	Glyco_18
SEN1760	cytoplasmic protein
SEN1761	peptide-methionine (R)-S-oxide reductase
SEN1763	Aldose 1-epimerase
SEN1764	Aldo Keto reductase
SEN1765	Radical SAM domain-containing protein
SEN1766	MltA-interacting protein
SEN1767	Serine protein kinase
SEN1768	UPF0229 protein
SEN1769	Diguanylate cyclase
SEN1770	YbaK prolyl-tRNA synthetase associated
SEN1771	UPF0756 membrane protein
SEN1772	transcriptional regulator
SEN1773	transporter
SEN1774	Protein of unknown function, DUF488
SEN1775	NA
SEN1776	Domain of unknown function (DUF333)
SEN1777	Transglycosylase-associated protein
SEN1779	NA
SEN1780	Domain of unknown function (DUF1869)
SEN1781	cytoplasmic protein
SEN1782	Leucine export protein LeuE
SEN1783	Catalyzes the Claisen rearrangement of chorismate to prephenate (By similarity)
SEN1786	Transcriptional regulator
SEN1787	regulatory protein
SEN1788	aminoglycoside resistance protein
SEN1789	metal-binding protein
SEN1790	Inherit from COG: 4Fe-4S ferredoxin, iron-sulfur binding
SEN1791	Mechanosensitive ion channel
SEN1792	(ABC) transporter
SEN1793	abc transporter atp-binding protein
SEN1794	Permease protein
SEN1795	(ABC) transporter
SEN1796	substrate-binding protein
SEN1797	NA
SEN1798	cytochrome b561
SEN1799	Inherit from proNOG: BNR Asp-box repeat protein
SEN1800	Heat shock protein
SEN1802	Lysozyme inhibitor
SEN1803	membrAne
SEN1805	Cold shock-like protein
SEN1806	RICIN
SEN1807	Virulence protein
SEN1811	isocitrate dehydrogenase (NADP)
SEN1812	Pseudouridine synthase
SEN1813	secreted protein
SEN1814	Nudix Hydrolase
SEN1815	Catalyzes the 2-thiolation of uridine at the wobble position (U34) of tRNA, leading to the formation of s(2)U34 (By similarity)
SEN1816	High frequency lysogenization protein HflD homolog
SEN1817	adenylosuccinate lyase
SEN1818	Two component transcriptional regulator, winged helix family
SEN1819	Histidine kinase
SEN1820	Cupin 4 family protein
SEN1821	Inherit from COG: repeat-containing protein
SEN1822	Cleaves the N-terminal amino acid of tripeptides (By similarity)
SEN1823	Part of the ABC transporter complex PotABCD involved in spermidine putrescine import. Responsible for energy coupling to the transport system (By similarity)
SEN1824	Putrescine ABC transporter
SEN1826	Putrescine ABC transporter
SEN1827	Putrescine ABC transporter
SEN1828	NAD-dependent protein deacetylase which modulates the activities of several enzymes which are inactive in their acetylated form. May also have NAD-dependent lysine demalonylase and desuccinylase activity (By similarity)
SEN1829	Catalyzes the phosphorylation of N-acetyl-D-glucosamine (GlcNAc) derived from cell-wall degradation, yielding GlcNAc-6-P (By similarity)
SEN1833	transcription-repair coupling factor
SEN1834	ErfK YbiS YcfS YnhG family protein
SEN1835	Reduces the permeability of the outer membrane to copper. Seems to be involved in the regulation of biofilm formation. May decrease biofilm formation by repressing cell-cell interaction and cell surface interaction
SEN1836	Transcriptional regulator
SEN1837	17 kDa surface antigen
SEN1838	NadH dehydrogenase
SEN1839	UPF0227 protein
SEN1840	Cleaves GlcNAc linked beta-1,4 to MurNAc tripeptides (By similarity)
SEN1841	Thiamine kinase
SEN1842	Regulator of peptidoglycan synthesis that is essential for the function of penicillin-binding protein 1B (PBP1b) (By similarity)
SEN1843	(Lipo)protein
SEN1844	Histidine triad (HIT) protein
SEN1845	receptor
SEN1846	pts system
SEN1847	hydrolase, TatD family
SEN1850	Aminodeoxychorismate lyase
SEN1851	4-amino-4-deoxychorismate lyase
SEN1852	Beta-ketoacyl synthase, C-terminal domain
SEN1853	Carrier of the growing fatty acid chain in fatty acid biosynthesis (By similarity)
SEN1857	Catalyzes the reversible formation of acyl-phosphate (acyl-PO(4)) from acyl- acyl-carrier-protein (acyl-ACP). This enzyme utilizes acyl-ACP as fatty acyl donor, but not acyl-CoA (By similarity)
SEN1858	50s ribosomal protein l32
SEN1859	metal-binding, possibly nucleic acid-binding protein
SEN1860	Maf-like protein
SEN1861	uncharacterized protein yiaF
SEN1862	Pseudouridine synthase
SEN1864	flagellar hook-associated protein
SEN1865	flagellar hook-associated protein
SEN1866	Flagellar rod assembly protein muramidase FlgJ
SEN1867	Assembles around the rod to form the L-ring and probably protects the motor basal body from shearing forces during rotation (By similarity)
SEN1868	Assembles around the rod to form the L-ring and probably protects the motor basal body from shearing forces during rotation (By similarity)
SEN1869	flagellar basal-body rod protein FlgG
SEN1870	Flagellar basal-body rod protein FlgF
SEN1871	Flagellar hook protein flgE
SEN1872	flagellar basal body rod modification protein
SEN1873	flagellar basal-body rod protein FlgC
SEN1874	Structural component of flagellum, the bacterial motility apparatus. Part of the rod structure of flagellar basal body (By similarity)
