Gene_EGGNOG	Gene_Keio	Pathway	DEG: Synechococcus elongatus PCC 7942	DEG: Mycobacterium tuberculosis H37Rv	DEG: Porphyromonas gingivalis ATCC 33277	DEG: Bacteroides thetaiotaomicron VPI-5482	DEG: Bacteroides fragilis 638R	DEG: Francisella novicida U112	DEG: Acinetobacter baumannii ATCC 17978	DEG: Pseudomonas aeruginosa PAO1	DEG: Shewanella oneidensis MR-1	TraDIS: Klebsiella pneumoniae Ecl8	TraDIS: Klebsiella pneumoniae RH201207	TraDIS: Escherichia coli ST131 EC958	TraDIS: Escherichia coli UPEC ST131 NCTC13441	Keio: Escherichia coli BW25113	TraDIS: Escherichia coli BW25113	TraDIS: Citrobacter rodentium ICC168	TraDIS: Salmonella Typhi Ty2	DEG: Salmonella enterica serovar Typhi	TraDIS: Salmonella Typhimurium A130	TraDIS: Salmonella Typhimurium D23580	TraDIS: Salmonella Typhimurium SL3261	TraDIS: Salmonella Typhimurium SL1344	TraDIS: Salmonella Enteritidis P125109	Symbiont: Secondary endosymbiont of Ctenarytaina eucalypti	Symbiont: Candidatus Moranella endobia PCIT	Symbiont: Secondary endosymbiont of Heteropsylla cubana	Symbiont: Candidatus Baumannia cicadellinicola strain BGSS	Symbiont: Candidatus Baumannia cicadellinicola strain B-GSS	Symbiont: Baumannia cicadellinicola str. Hc (Homalodisca coagulata)	Symbiont: Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus strain 757	Symbiont: Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri strain 675	Symbiont: Candidatus Blochmannia vafer str. BVAF	Symbiont: Candidatus Blochmannia floridanus	Symbiont: Candidatus Blochmannia pennsylvanicus str. BPEN	Symbiont: Candidatus Blochmannia chromaiodes str. 640	Symbiont: Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	Symbiont: Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans	Symbiont: Buchnera aphidicola str. Sg (Schizaphis graminum)	Symbiont: Buchnera aphidicola str. G002 (Myzus persicae)	Symbiont: Buchnera aphidicola str. USDA (Myzus persicae)	Symbiont: Buchnera aphidicola str. F009 (Myzus persicae)	Symbiont: Buchnera aphidicola str. W106 (Myzus persicae)	Symbiont: Buchnera aphidicola str. Ak (Acyrthosiphon kondoi)	Symbiont: Buchnera aphidicola str. APS (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. Tuc7 (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. LL01 (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. TLW03 (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. JF98 (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. JF99 (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. 5A (Acyrthosiphon pisum)	Symbiont: Buchnera aphidicola str. Ua (Uroleucon ambrosiae)	Symbiont: Buchnera aphidicola str. Bp (Baizongia pistaciae)	Symbiont: Buchnera aphidicola BCc	Symbiont: Buchnera aphidicola (Cinara tujafilina)	Symbiont: Sodalis glossinidius str. morsitans	Symbiont: Sodalis praecaptivus strain HS1	Symbiont: Candidatus Sodalis pierantonius str. SOPE	DEG: Haemophilus influenzae Rd KW20	DEG: Vibrio cholerae N16961	DEG: Burkholderia pseudomallei K96243	DEG: Burkholderia thailandensis E264	DEG: Rhodopseudomonas palustris CGA009	DEG: Agrobacterium fabrum str. C58	DEG: Caulobacter crescentus	DEG: Brevundimonas subvibrioides ATCC 15264	DEG: Helicobacter pylori 26695	DEG: Mycoplasma genitalium G37	DEG: Mycoplasma pulmonis UAB CTIP	DEG: Streptococcus agalactiae A909	DEG: Streptococcus pyogenes NZ131	DEG: Streptococcus pyogenes MGAS5448	DEG: Staphylococcus aureus NCTC 8325	DEG: Staphylococcus aureus N315	DEG: Bacillus subtilis 168	Locus: Klebsiella pneumoniae Ecl8	Locus: Klebsiella pneumoniae RH201207	Locus: Escherichia coli ST131 EC958	Locus: Escherichia coli UPEC ST131 NCTC13441	Locus: Escherichia coli BW25113 (Keio)	Locus: Escherichia coli BW25113	Locus: Citrobacter rodentium ICC168	Locus: Salmonella Typhi Ty2	Locus: Salmonella Typhimurium A130	Locus: Salmonella Typhimurium D23580	Locus: Salmonella Typhimurium SL3261	Locus: Salmonella Typhimurium SL1344	Locus: Salmonella Enteritidis P125109	Enterobacteriaceae %essential	Endosymbiont %conserved	Gammaproteobacteria %essential	Gammaproteobacteria (excluding symbionts) %essential	Proteobacteria %essential	Proteobacteria (excluding symbionts) %essential	Bacteria %essential	Bacteria (excluding symbionts) %essential	Enterobacteriaceae: Ancestral essentiality	E. coli + Salmonella + Citrobacter: Ancestral essentiality	Salmonella + Citrobacter: Ancestral essentiality	Klebsiella: Ancestral essentiality	E. coli: Ancestral essentiality	Salmonella: Ancestral essentiality
lpdA	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.28191284308196	2.23958425004697	2.19807613185151	2.00159282385209	A	A	A	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_07471	ERS227112_02609	EC958_4518	NCTC13441_04424	-	-	-	-	-	-	-	-	-	0.0	0.0	0.0	0.0	1.6	3.7	1.4	2.5	0	0	0	0	0	0
yfdZ	alaC	-	E	A/N	A/N	E	E	A/N	A/N	A/N	A/N	2.42945135907042	2.00664955446336	2.25000002610337	2.15329629906319	N	2.08135357477687	2.16202946133328	2.00349519358097	A/N	2.10311648656944	2.08783579773529	2.34874044364928	2.1879231448474	1.8482774119107	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_33991	ERS227112_03844	EC958_5000	NCTC13441_01337	b2379	BW25113_2379	ROD_27941	t0455	STM_MW24251	STMMW_24251	SL3261_2370	SL1344_2370	SEN2388	0.0	5.9	3.7	0.0	3.3	0.0	6.8	7.5	0	0	0	0	0	0
stfQ	stfQ	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A	A	A	A	N	1.39602170499002	2.96281919407828	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	-	-	-	-	b1547	BW25113_1547	ROD_02421	-	-	-	-	-	-	0.0	2.9	1.9	0.0	1.6	0.0	1.4	0.0	0	0	0	0	0	0
yeiG	yeiG	Methane metabolism / Microbial metabolism in diverse environments / Carbon metabolism	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.1508015709385	2.27338303912684	2.63373886502507	2.27500005741102	N	2.26818982822508	2.40589240908076	2.1638235610046	A/N	2.13436689092749	2.54934836859788	2.56198698720314	2.48299388526733	1.77415564744638	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	P	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_31941	ERS227112_03988	EC958_2491	NCTC13441_01555	b2154	BW25113_2154	ROD_22821	t0661	STM_MW22261	STMMW_22261	SL3261_2171	SL1344_2171	SEN2187	0.0	8.8	5.6	0.0	4.9	0.0	4.1	0.0	0	0	0	0	0	0
IV02_08490	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.42591687692278	2.21485588929729	A	A	A	A	2.24510193345465	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_44841	ERS227112_00736	-	-	-	-	ROD_43221	-	-	-	-	-	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
yehZ	osmF	ABC transporters	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.42395544656112	2.36268768105422	2.30781256461208	1.9790239324538	N	1.90948724174535	1.85322910116341	1.95418154862423	A/N	2.05352404679355	2.14060742824733	2.16253555662688	2.06623270244467	1.68576084039808	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_31711	ERS227112_04011	EC958_2467	NCTC13441_01577	b2131	BW25113_2131	ROD_22441	t0690	STM_MW21971	STMMW_21971	SL3261_2143	SL1344_2143	SEN2159	0.0	2.9	1.9	0.0	1.6	0.0	1.4	0.0	0	0	0	0	0	0
iclR	iclR	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.34764669740873	2.39148334574831	1.8511695704307	1.97582279807688	N	2.48258250624667	2.14535462401683	2.58613449736468	A/N	1.58656703978501	1.75829917396115	2.26151198564264	2.11682124658791	1.70965256259579	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_00051	ERS227112_01868	EC958_4464	NCTC13441_04478	b4018	BW25113_4018	ROD_37391	t4114	STM_MW41361	STMMW_41361	SL3261_4122	SL1344_4122	SEN3969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
creD	creD	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.16747886472225	2.36017965568002	2.18355816075964	2.01947235531406	N	2.41534991165157	1.9146135305981	1.55004236892232	A/N	2.44802447656182	2.34844213099843	2.42617619854024	2.68996150270092	1.92241094558694	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_04801	ERS227112_02333	EC958_0131	NCTC13441_03994	b4400	BW25113_4400	ROD_50871	t4629	STM_MW45331	STMMW_45331	SL3261_4517	SL1344_4517	SEN4346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
MA20_14255	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.38990268618145	2.1837011888636	A	A	A	A	A	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_00991	ERS227112_01963	-	-	-	-	-	-	-	-	-	-	-	0.0	2.9	1.9	0.0	1.6	0.0	1.4	0.0	0	0	0	0	0	0
wecE	wecE	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.48272997545617	2.9322793029292	2.36096588403237	2.03702332757436	N	2.08926553458338	2.3205596664923	1.83911095789229	A/N	2.34353456553293	2.43738089367499	2.44145426834761	2.3881968367912	2.23789583575284	P	A	P	P	A	A	A	A	A	A	A	A	P	P	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	P	A/N	A/N	E	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_49191	ERS227112_01761	EC958_4253	NCTC13441_04732	b3791	BW25113_3791	ROD_39561	t3372	STM_MW39001	STMMW_39001	SL3261_3884	SL1344_3884	SEN3730	0.0	23.5	14.8	0.0	16.4	7.4	13.5	5.0	0	0	0	0	0	0
eda	eda	Pentose phosphate pathway / Glyoxylate and dicarboxylate metabolism / Metabolic pathways / Microbial metabolism in diverse environments / Carbon metabolism	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	1.76139551756699	1.60178656829683	2.17524497602281	1.88828345616746	N	0.915598020922919	2.02657110051116	1.45933902623149	A/N	1.5080597409224	2.18550794914198	2.09773244658426	1.93899598951305	1.59651949305344	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	A/N	A/N	A/N	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_29511	ERS227112_04296	EC958_2070	NCTC13441_02034	b1850	BW25113_1850	ROD_18901	t0993	STM_MW18651	STMMW_18651	SL3261_1818	SL1344_1818	SEN1119	0.0	5.9	3.7	0.0	4.9	3.7	4.1	2.5	0	0	0	0	0	0
gabD	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.45591656364349	2.37568127766223	A	A	A	A	A	A	A/N	1.7305921583024	1.9417951399802	1.96043708748047	2.10703233460166	1.65278923548401	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_03971	ERS227112_02244	-	-	-	-	-	-	STM_MW44661	STMMW_44661	SL3261_4450	SL1344_4450	SEN4280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
phoA	phoA	Aminobenzoate degradation / Folate biosynthesis / Metabolic pathways / Microbial metabolism in diverse environments / Two-component system	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.64263925423821	2.82231080996091	2.67793553444602	2.65266092862888	N	2.88085580762264	2.60584059734773	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_08151	ERS227112_02677	EC958_0520	NCTC13441_03595	b0383	BW25113_0383	ROD_04271	-	-	-	-	-	-	0.0	2.9	1.9	0.0	1.6	0.0	1.4	0.0	0	0	0	0	0	0
panB	panB	Pantothenate and CoA biosynthesis / Metabolic pathways / Biosynthesis of secondary metabolites	E	E	A/N	E	E	A/N	A/N	A/N	A/N	2.57581314611323	2.11512948134449	2.32292133222025	2.35003022140051	N	2.55138465259893	2.43255193950526	1.94187092352392	A/N	2.41321619854978	2.39168345915061	2.59380125170335	2.39641703714918	1.87635781273855	P	P	P	P	A	P	A	A	A	A	A	A	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	A	A	A	A	P	P	P	A/N	E	A/N	E	A/N	A/N	E	E	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_06311	ERS227112_02482	EC958_0277	NCTC13441_03846	b0134	BW25113_0134	ROD_01451	t0183	STM_MW01881	STMMW_01881	SL3261_0183	SL1344_0183	SEN0187	0.0	67.6	44.4	5.0	45.9	18.5	43.2	22.5	0	0	0	0	0	0
rne	rne	RNA degradation	A/N	E	A/N	A/N	A/N	E	A/N	A/N	A/N	0.847063662092076	0.510044309319322	1.01266188183508	0.570068480158596	E	0.704607074293308	0.931074816507649	-0.0992997843427189	E	0.105259090493993	0.835418682108726	0.363872880829786	0.741133093327233	-0.59535732964009	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	A	P	A	A	P	P	A	A	A	P	P	P	E	A/N	A/N	A/N	A/N	A/N	A/N	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_16971	ERS227112_03560	EC958_1279	NCTC13441_02828	b1084	BW25113_1084	ROD_11461	t1734	STM_MW11931	STMMW_11931	SL3261_1122	SL1344_1122	SEN1863	28.6	82.4	63.0	30.0	57.4	25.9	48.6	20.0	0	0	0	0	0	1
lldP	lldP	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.34354053238165	2.29328564962022	2.33588709433214	2.57465125255344	N	2.3388363371561	2.087146083241	1.64566315387377	A/N	1.83497214238147	2.03592665569352	2.15160886892431	2.32915796962586	1.60332205987169	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	E	A/N	BN373_45891	ERS227112_00631	EC958_4011	NCTC13441_00080	b3603	BW25113_3603	ROD_42171	t3827	STM_MW36801	STMMW_36801	SL3261_3657	SL1344_3657	SEN3514	0.0	0.0	0.0	0.0	0.0	0.0	1.4	2.5	0	0	0	0	0	0
crr	crr	Glycolysis / Gluconeogenesis / Starch and sucrose metabolism / Amino sugar and nucleotide sugar metabolism / Phosphotransferase system (PTS)	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	1.26648226916821	-1.18687389120672	1.24647480867626	-0.189274901282946	N	-0.187643624755484	1.50329961185135	-0.456885672911405	E	-4.5	0.470922689187124	0.376698569931074	0.757736483456833	0.802680969154842	P	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	A	A	P	P	P	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_34231	ERS227112_03815	EC958_2744	NCTC13441_01301	b2417	BW25113_2417	ROD_23761	t0424	STM_MW24521	STMMW_24521	SL3261_2396	SL1344_2396	SEN2414	42.9	55.9	46.3	30.0	41.0	22.2	33.8	15.0	0	1	0	0	1	0
ccmC	ccmC	ABC transporters	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.27396544701743	1.47937639680531	1.89323844782962	1.91919411926377	N	2.03047920013423	2.36196131557554	2.15050282164406	A/N	A	3.12367145013918	2.4883906966382	2.59093681198313	2.11757538705217	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	P	A/N	A/N	A/N	A/N	E	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_26641	ERS227112_04598	EC958_2535	NCTC13441_01510	b2199	BW25113_2199	ROD_23301	t0612	-	STMMW_22785	SL3261_3783	SL1344_3783	SEN2235	0.0	8.8	5.6	0.0	8.2	7.4	6.8	5.0	0	0	0	0	0	0
frlA	frlA	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	1.89283468239269	2.11882851238378	A	A	N	3.00335681066798	A	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_07961	ERS227112_02658	-	-	b3370	BW25113_3370	-	-	-	-	-	-	-	0.0	0.0	0.0	0.0	1.6	3.7	1.4	2.5	0	0	0	0	0	0
hpf	hpf	-	A/N	A/N	A/N	A/N	A/N	E	A/N	A/N	A/N	2.74126186353434	1.91652330333922	2.48998001601532	2.12132578384031	N	2.53341566334973	2.47148952321735	2.95744176361609	A/N	1.86689782973156	2.44389833111759	2.6573027736856	2.18197402964589	2.17393121141569	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	P	P	P	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_42631	ERS227112_00985	EC958_3603	NCTC13441_00489	b3203	BW25113_3203	ROD_46171	t3238	STM_MW33201	STMMW_33201	SL3261_3293	SL1344_3293	SEN3154	0.0	8.8	7.4	5.0	6.6	3.7	5.4	2.5	0	0	0	0	0	0
cadC	cadC	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.99627476123411	3.03288668203883	3.02683604427483	3.22579230855326	N	3.64566731258748	A	3.41671754638527	A/N	3.18769095398302	2.84776574728381	2.87846120969267	2.84444408901654	2.81484814986816	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_10621	ERS227112_02921	EC958_4623	NCTC13441_04322	b4133	BW25113_4133	-	t0299	STM_MW25741	STMMW_25741	SL3261_2519	SL1344_2519	SEN2537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
flgL	-	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A	A	2.38701164045842	2.0695427415675	A	A	1.6407693874801	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	-	-	EC958_0399	NCTC13441_03717	-	-	ROD_03161	-	-	-	-	-	-	0.0	0.0	1.9	5.0	1.6	3.7	1.4	2.5	0	0	0	0	0	0
pglH	-	-	A/N	A/N	E	A/N	A/N	A/N	A/N	A/N	A/N	2.91407940370887	A	A	A	A	A	2.52247505055254	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_31121	-	-	-	-	-	ROD_21681	-	-	-	-	-	-	0.0	0.0	1.9	5.0	1.6	3.7	2.7	5.0	0	0	0	0	0	0
mtnN	mtn	Cysteine and methionine metabolism / Metabolic pathways / Biosynthesis of amino acids	A/N	A/N	A/N	A/N	A/N	E	A/N	A/N	E	2.09560351732808	0.28836077761801	1.67106915599453	0.722115342933905	N	1.05161462839565	0.466089006437611	1.06620520423266	A/N	0.404069339563224	0.193626581881649	0.379217050025094	0.866940908744127	0.251159182299045	P	A	P	P	P	P	A	A	A	A	A	A	P	P	P	P	P	P	P	P	P	P	A	P	A	P	P	P	P	A	A	P	P	P	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	E	E	E	A/N	E	A/N	A/N	A/N	BN373_06651	ERS227112_02515	EC958_0307	NCTC13441_03817	b0159	BW25113_0159	ROD_01631	t0208	STM_MW02131	STMMW_02131	SL3261_0208	SL1344_0208	SEN0212	0.0	67.6	46.3	10.0	41.0	7.4	39.2	15.0	0	0	0	0	0	0
ygcG	ygcG	-	A/N	A/N	E	A/N	A/N	A/N	A/N	A/N	A/N	A	A	2.15444582844839	2.84559629924795	N	2.10704066014739	A	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	-	-	EC958_3047	NCTC13441_00996	b2778	BW25113_2778	-	-	-	-	-	-	-	0.0	0.0	0.0	0.0	0.0	0.0	1.4	2.5	0	0	0	0	0	0
lon	lon	-	A/N	A/N	E	A/N	E	A/N	A/N	A/N	A/N	2.39779395704871	1.9087079951866	2.36616927629841	1.67218633762832	N	1.59418222899956	2.06424888628334	-0.370141838626036	E	0.803514575880009	1.91280874096696	2.24053360170362	1.50759251047995	1.78943164577723	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	A/N	A/N	A/N	A/N	E	E	A/N	A/N	A/N	E	E	A/N	A/N	A/N	A/N	A/N	A/N	BN373_08901	ERS227112_02753	EC958_0578	NCTC13441_03539	b0439	BW25113_0439	ROD_04941	t2410	STM_MW05211	STMMW_05211	SL3261_0444	SL1344_0444	SEN0432	14.3	100.0	66.7	10.0	62.3	14.8	56.8	20.0	0	0	0	0	0	0
pdhB	-	-	E	E	A/N	A/N	A/N	A/N	A/N	A/N	A/N	2.361565242622	2.3105806018963	A	A	A	A	A	A	A/N	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	E	A/N	E	A/N	A/N	A/N	A/N	A/N	E	A/N	BN373_07491	ERS227112_02611	-	-	-	-	-	-	-	-	-	-	-	0.0	0.0	0.0	0.0	1.6	3.7	6.8	12.5	0	0	0	0	0	0
lpdA	lpd	Glycolysis / Gluconeogenesis / Citrate cycle (TCA cycle) / Glycine, serine and threonine metabolism / Valine, leucine and isoleucine degradation / Pyruvate metabolism / Glyoxylate and dicarboxylate metabolism / Propanoate metabolism / Metabolic pathways / Biosynthesis of secondary metabolites / Microbial metabolism in diverse environments / Biosynthesis of antibiotics / Carbon metabolism	E	E	A/N	A/N	A/N	E	A/N	E	E	0.801623736176212	-4.5	-2.08632461102746	-4.5	N	0.679121941732903	-0.69757694587837	-2.3528419954229	E	-1.63061343235087	-0.296740503864064	-2.57848847940877	-0.713816247270978	0.167268003201335	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	E	A/N	A/N	E	E	E	E	E	A/N	A/N	E	A/N	A/N	A/N	A/N	A/N	A/N	BN373_06101	ERS227112_02458	EC958_0258	NCTC13441_03865	b0116	BW25113_0116	ROD_01221	t0160	STM_MW01601	STMMW_01601	SL3261_0154	SL1344_0154	SEN0158	71.4	100.0	88.9	70.0	86.9	70.4	75.7	55.0	1	0	1	0	0	1
iraP	iraP	-	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	3.85793106070034	4.18175037289085	3.27635522915576	3.47747214966805	N	3.77831324853884	3.77573670181914	3.50069473964644	A/N	3.6602887747983	3.33103543746244	3.16112938816464	3.09014333146083	3.10645034802158	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	A/N	BN373_08141	ERS227112_02676	EC958_0519	NCTC13441_03596	b0382	BW25113_0382	ROD_04261	t2481	STM_MW04531	STMMW_04531	SL3261_0378	SL1344_0378	SEN0366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
